# YHDA_VERSION=0.5
# TEST_SERVICE=HFK
# PLANT_TYPE=EDUEDT
# STEP_ID=FREQ_SUPPORT_LOWER
# STEP_NAME=Frekans Destek Rezervi — negatif yön
# TESIS_ADI=YHDA Örnek HFK EDT
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=100.0
# NOMINAL_VOLTAGE_KV=154.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.5
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=20
# HFK_RESERVE_MW=20
# ENERGY_CAPACITY_MWH=200
# SOC_INITIAL_PERCENT=65
time_s;frequency_hz;active_power_mw;soc_pct;stored_energy_mwh;dc_power_mw;rocof_hz_s;trigger;tie_line_flow_mw;voltage_kv
3,200000;50,450938;-19,974908;65,007834;130,015667;-20,319964;0,009751;1;1599,892943;154,010749
3,220000;50,450722;-20,004813;65,007889;130,015778;-20,282798;-0,008388;1;1600,158948;153,997580
3,240000;50,450500;-19,996932;65,007945;130,015890;-20,299351;-0,021495;1;1600,642801;153,993234
3,260000;50,451708;-20,013815;65,008000;130,016001;-20,350515;0,014699;1;1599,701005;154,037028
3,280000;50,450469;-20,042551;65,008056;130,016112;-20,334413;0,009034;1;1600,012544;153,975354
3,300000;50,450186;-19,985037;65,008112;130,016223;-20,316852;0,006306;1;1600,187333;154,035204
3,320000;50,450577;-19,962848;65,008167;130,016334;-20,258767;0,021467;1;1599,955929;153,994169
3,340000;50,450945;-20,033329;65,008223;130,016445;-20,345004;0,014870;1;1600,089718;154,005375
3,360000;50,451024;-19,952375;65,008278;130,016556;-20,250242;0,026467;1;1599,996808;154,012192
3,380000;50,450418;-19,995069;65,008334;130,016667;-20,280657;0,015159;1;1600,180571;153,997442
3,400000;50,450382;-20,005341;65,008389;130,016778;-20,349977;-0,003417;1;1600,155262;153,977105
3,420000;50,450665;-20,004380;65,008445;130,016890;-20,301999;0,004866;1;1600,159046;153,992854
3,440000;50,449689;-19,983461;65,008500;130,017001;-20,257081;-0,011168;1;1600,303147;154,032357
3,460000;50,450547;-19,999510;65,008556;130,017112;-20,297548;0,005988;1;1600,043015;153,990671
3,480000;50,450879;-20,000339;65,008611;130,017223;-20,329737;0,004743;1;1599,660360;154,004792
3,500000;50,449757;-19,966321;65,008667;130,017334;-20,238810;-0,010231;1;1599,695478;154,031528
3,520000;50,451110;-20,077110;65,008723;130,017445;-20,380099;0,001737;1;1600,336280;154,017333
3,540000;50,449457;-19,981146;65,008778;130,017556;-20,225495;0,000728;1;1600,154060;154,008301
3,560000;50,449660;-20,019828;65,008834;130,017667;-20,318166;-0,023100;1;1600,147058;153,998016
3,580000;50,450516;-20,030469;65,008889;130,017779;-20,335146;0,001861;1;1600,017894;153,978401
3,600000;50,450434;-19,930897;65,008945;130,017889;-20,253116;0,023255;1;1599,912687;153,992266
3,620000;50,449723;-20,025728;65,009000;130,018001;-20,373908;0,014571;1;1600,031972;153,987941
3,640000;50,450245;-20,024461;65,009056;130,018112;-20,325963;0,009728;1;1600,204545;154,014512
3,660000;50,450678;-19,955762;65,009111;130,018223;-20,185957;0,013172;1;1599,734565;154,034719
3,680000;50,450648;-20,038826;65,009167;130,018334;-20,299646;0,012588;1;1599,850071;154,018686
3,700000;50,449790;-20,007767;65,009223;130,018445;-20,291206;-0,020051;1;1600,348950;153,998467
3,720000;50,449580;-19,955665;65,009278;130,018556;-20,221227;-0,048573;1;1600,243957;154,032292
3,740000;50,450510;-19,988754;65,009334;130,018667;-20,283620;-0,012457;1;1600,106659;154,017062
3,760000;50,449223;-19,992368;65,009389;130,018778;-20,249222;-0,013091;1;1599,863092;153,951407
3,780000;50,450219;-20,033313;65,009445;130,018890;-20,364042;0,019710;1;1599,322249;153,993470
3,800000;50,450687;-19,993965;65,009500;130,019001;-20,289151;0,016379;1;1599,748298;153,995434
3,820000;50,450657;-19,987605;65,009556;130,019112;-20,283200;0,014131;1;1600,163994;154,003841
3,840000;50,448682;-19,961161;65,009611;130,019223;-20,307147;0,004291;1;1599,887532;154,013719
3,860000;50,450701;-19,998482;65,009667;130,019334;-20,309562;0,011745;1;1600,139368;154,005760
3,880000;50,450605;-19,908026;65,009722;130,019444;-20,233900;-0,008470;1;1599,849500;154,016159
3,900000;50,449779;-20,011483;65,009778;130,019555;-20,356633;-0,005630;1;1600,411837;153,963636
3,920000;50,450113;-20,025405;65,009833;130,019667;-20,295045;0,002943;1;1599,741039;153,997255
3,940000;50,450634;-20,005456;65,009889;130,019778;-20,282422;0,001006;1;1599,542568;154,005852
3,960000;50,451644;-20,012772;65,009945;130,019889;-20,374136;-0,010638;1;1600,103079;153,957110
3,980000;50,450256;-20,005000;65,010000;130,020000;-20,301847;0,010355;1;1599,805154;154,055451
4,000000;50,449590;-20,003604;65,010056;130,020111;-20,294469;0,009123;1;1599,760478;153,979114
4,020000;50,450052;-19,953247;65,010111;130,020222;-20,335134;-0,002397;1;1599,658449;153,992402
4,040000;50,449800;-19,975302;65,010167;130,020333;-20,277972;-0,013878;1;1599,897368;153,957371
4,060000;50,449407;-19,904414;65,010222;130,020444;-20,178792;0,020580;1;1600,012576;153,989389
4,080000;50,449744;-19,993486;65,010277;130,020555;-20,292786;-0,002147;1;1600,257234;154,024358
4,100000;50,451023;-20,027833;65,010333;130,020666;-20,341248;0,012400;1;1599,942110;153,972144
4,120000;50,448956;-20,037177;65,010389;130,020777;-20,333620;-0,035783;1;1599,680588;154,029302
4,140000;50,448857;-20,071657;65,010444;130,020889;-20,348363;0,015859;1;1599,544468;153,976611
4,160000;50,450984;-20,020178;65,010500;130,021000;-20,371321;0,006156;1;1600,143837;153,996715
4,180000;50,450032;-19,965366;65,010556;130,021111;-20,255378;-0,003429;1;1599,937270;154,025011
4,200000;50,449210;-20,030286;65,010611;130,021222;-20,294244;-0,028301;1;1600,340850;154,007761
4,220000;50,449527;-20,020054;65,010667;130,021334;-20,348732;0,011016;1;1600,074808;154,013031
4,240000;50,451153;-19,977876;65,010722;130,021445;-20,307198;-0,015955;1;1599,888970;154,007019
4,260000;50,450332;-19,967874;65,010778;130,021555;-20,274131;0,008797;1;1600,355393;154,017263
4,280000;50,449217;-20,049055;65,010833;130,021667;-20,314331;-0,015323;1;1599,428954;154,006813
4,300000;50,449664;-20,027195;65,010889;130,021778;-20,336666;-0,002545;1;1599,932502;154,014782
4,320000;50,449187;-20,041490;65,010945;130,021889;-20,396196;0,002186;1;1599,809823;154,002102
4,340000;50,451068;-20,030529;65,011000;130,022001;-20,316656;-0,018908;1;1600,670087;153,975685
4,360000;50,450212;-19,997263;65,011056;130,022112;-20,264425;-0,008494;1;1600,272272;154,012935
4,380000;50,449739;-20,025894;65,011112;130,022223;-20,360468;0,003924;1;1599,849587;154,005750
4,400000;50,449853;-20,038418;65,011167;130,022334;-20,346507;-0,007665;1;1599,738686;153,987133
4,420000;50,449479;-19,952932;65,011223;130,022445;-20,201506;0,016139;1;1599,720447;154,014146
4,440000;50,450078;-19,972651;65,011278;130,022556;-20,297563;-0,011787;1;1599,704853;153,984255
4,460000;50,449816;-20,005100;65,011334;130,022667;-20,292712;0,011412;1;1600,389180;153,995904
4,480000;50,449775;-19,959808;65,011389;130,022778;-20,290544;0,013602;1;1599,844672;154,015595
4,500000;50,451106;-19,998975;65,011445;130,022889;-20,307997;-0,009108;1;1599,684522;154,029522
4,520000;50,450828;-19,949761;65,011500;130,023000;-20,246407;-0,021682;1;1599,948469;153,980897
4,540000;50,449372;-20,008836;65,011556;130,023111;-20,309685;-0,003507;1;1599,756256;154,011965
4,560000;50,450928;-19,982733;65,011611;130,023222;-20,272548;0,005477;1;1599,877211;153,997794
4,580000;50,450066;-19,963904;65,011667;130,023333;-20,238470;-0,005683;1;1599,708559;153,986867
4,600000;50,449863;-20,046266;65,011722;130,023445;-20,345344;-0,011964;1;1600,024887;154,011049
4,620000;50,449495;-20,037713;65,011778;130,023556;-20,284956;-0,004835;1;1599,983498;153,986680
4,640000;50,451164;-20,005151;65,011834;130,023667;-20,326829;-0,015704;1;1600,211622;153,954092
4,660000;50,449212;-19,993918;65,011889;130,023778;-20,256265;-0,007513;1;1600,000611;153,991054
4,680000;50,450424;-19,989882;65,011945;130,023889;-20,325726;-0,007327;1;1599,692105;153,998543
4,700000;50,450623;-20,022383;65,012000;130,024000;-20,328343;0,011185;1;1599,849910;153,971661
4,720000;50,450501;-19,962347;65,012056;130,024111;-20,311164;-0,010349;1;1600,223534;154,007323
4,740000;50,448941;-20,059046;65,012111;130,024223;-20,322795;-0,020237;1;1599,871037;154,039437
4,760000;50,449953;-19,984877;65,012167;130,024334;-20,266764;-0,032679;1;1599,796942;154,013902
4,780000;50,450338;-19,998517;65,012222;130,024445;-20,330613;0,015808;1;1599,797918;153,992813
4,800000;50,450806;-20,020899;65,012278;130,024556;-20,337031;0,006602;1;1599,544626;153,993196
4,820000;50,449701;-20,003054;65,012334;130,024667;-20,299886;0,023337;1;1599,816854;154,010507
4,840000;50,450523;-19,972738;65,012389;130,024778;-20,315165;0,017063;1;1600,100687;153,950600
4,860000;50,450885;-19,956248;65,012445;130,024889;-20,274020;0,014722;1;1599,486615;154,022151
4,880000;50,449389;-19,978168;65,012500;130,025000;-20,212829;0,022562;1;1600,130477;153,989959
4,900000;50,448886;-20,026185;65,012556;130,025111;-20,340367;0,004769;1;1600,256490;153,992279
4,920000;50,450159;-19,996050;65,012611;130,025222;-20,328618;0,022484;1;1599,879304;153,965376
4,940000;50,449490;-20,000200;65,012667;130,025334;-20,299856;-0,018301;1;1600,219944;153,990231
4,960000;50,449790;-20,054204;65,012722;130,025445;-20,383195;-0,019457;1;1599,741944;153,977568
4,980000;50,449946;-20,014674;65,012778;130,025556;-20,317431;-0,012985;1;1600,044046;153,992138
5,000000;50,449967;-19,967236;65,012834;130,025667;-20,248791;-0,006841;1;1599,865116;153,999013
5,020000;50,449339;-20,019235;65,012889;130,025778;-20,307189;-0,034129;1;1599,934603;154,003781
5,040000;50,450100;-19,973088;65,012945;130,025889;-20,330150;-0,002217;1;1599,895161;153,997640
5,060000;50,449678;-20,024884;65,013000;130,026001;-20,332501;-0,024170;1;1599,904487;154,002475
5,080000;50,448289;-20,035005;65,013056;130,026112;-20,313227;0,004957;1;1599,656869;153,999329
5,100000;50,450482;-19,990593;65,013111;130,026223;-20,296147;0,013614;1;1600,394932;154,013270
5,120000;50,449993;-20,055074;65,013167;130,026334;-20,326428;-0,012400;1;1600,030307;153,989484
5,140000;50,450110;-20,006255;65,013223;130,026445;-20,273324;-0,008754;1;1599,823558;153,982639
5,160000;50,451357;-19,983152;65,013278;130,026556;-20,292535;-0,036525;1;1599,664875;154,034820
5,180000;50,451161;-20,025443;65,013334;130,026668;-20,343262;-0,003835;1;1599,791101;153,979392
5,200000;50,449813;-20,007633;65,013389;130,026779;-20,324136;0,019103;1;1599,734938;154,022866
5,220000;50,449460;-20,017189;65,013445;130,026890;-20,286758;0,008967;1;1600,000698;154,007053
5,240000;50,450293;-20,019470;65,013501;130,027001;-20,336372;-0,024058;1;1600,254889;153,991424
5,260000;50,449701;-20,018888;65,013556;130,027113;-20,352226;0,008954;1;1600,318515;154,012390
5,280000;50,449066;-19,982069;65,013612;130,027224;-20,229659;-0,009034;1;1600,131889;153,992219
5,300000;50,450524;-20,062546;65,013667;130,027335;-20,352523;-0,012789;1;1600,471567;154,017645
5,320000;50,449249;-19,987955;65,013723;130,027446;-20,294602;0,011843;1;1599,873587;154,017492
5,340000;50,450434;-20,000591;65,013779;130,027557;-20,283228;-0,006469;1;1600,183620;153,939485
5,360000;50,450004;-20,034621;65,013834;130,027668;-20,245830;0,019844;1;1600,035256;154,007176
5,380000;50,450269;-19,975983;65,013890;130,027779;-20,271838;-0,004239;1;1599,964619;153,971051
5,400000;50,451105;-20,005994;65,013945;130,027891;-20,284746;-0,014491;1;1600,018459;154,013325
5,420000;50,449750;-20,042270;65,014001;130,028002;-20,348902;0,002352;1;1599,871929;154,007447
5,440000;50,450108;-19,958610;65,014056;130,028113;-20,257964;0,020048;1;1600,189048;153,989024
5,460000;50,449181;-19,970066;65,014112;130,028224;-20,249314;0,000442;1;1600,292166;154,007127
5,480000;50,450068;-20,069502;65,014168;130,028335;-20,388549;0,013139;1;1599,849740;153,979971
5,500000;50,449956;-20,043913;65,014223;130,028447;-20,351539;-0,006003;1;1599,867095;153,962406
5,520000;50,449747;-20,004458;65,014279;130,028558;-20,283353;-0,013481;1;1600,335938;154,013399
5,540000;50,450685;-19,974134;65,014334;130,028669;-20,284920;0,007986;1;1599,992188;154,029757
5,560000;50,449140;-19,935780;65,014390;130,028779;-20,206507;0,008967;1;1600,096724;153,994306
5,580000;50,449069;-19,987778;65,014445;130,028890;-20,285446;0,001137;1;1599,745862;153,992574
5,600000;50,450212;-19,971126;65,014501;130,029001;-20,262745;0,002486;1;1599,891313;154,048328
5,620000;50,449488;-20,028958;65,014556;130,029113;-20,301689;0,010372;1;1600,128678;154,001551
5,640000;50,449191;-20,001427;65,014612;130,029224;-20,285288;0,015939;1;1599,731421;154,011780
5,660000;50,449950;-20,038949;65,014668;130,029335;-20,329565;0,008645;1;1599,899693;153,962270
5,680000;50,449704;-20,010394;65,014723;130,029446;-20,327265;0,010128;1;1600,068963;154,022884
5,700000;50,450376;-20,050821;65,014779;130,029558;-20,409734;-0,009251;1;1600,063180;154,007207
5,720000;50,449326;-20,008794;65,014834;130,029669;-20,279564;0,012199;1;1599,741516;153,986925
5,740000;50,450300;-19,992772;65,014890;130,029780;-20,273479;0,031042;1;1600,009193;154,046771
5,760000;50,450491;-19,976252;65,014945;130,029891;-20,217987;0,019732;1;1600,271274;154,001502
5,780000;50,450143;-20,008892;65,015001;130,030002;-20,237326;0,007359;1;1599,883641;154,001491
5,800000;50,450072;-20,025559;65,015057;130,030113;-20,346630;-0,013104;1;1600,030240;153,991060
5,820000;50,450430;-20,001251;65,015112;130,030224;-20,340017;0,013518;1;1600,014304;153,985394
5,840000;50,451249;-20,001694;65,015168;130,030336;-20,251651;-0,006419;1;1599,806076;154,013459
5,860000;50,449572;-19,971886;65,015223;130,030447;-20,286848;-0,029002;1;1599,693541;153,997538
5,880000;50,450402;-20,008429;65,015279;130,030558;-20,295897;0,016320;1;1599,966185;154,026424
5,900000;50,450616;-20,092405;65,015335;130,030669;-20,407635;0,009279;1;1600,250023;153,988137
5,920000;50,449216;-20,036923;65,015390;130,030781;-20,336509;0,027989;1;1600,256393;154,005174
5,940000;50,449994;-19,994483;65,015446;130,030892;-20,308235;-0,006486;1;1600,130554;154,009790
5,960000;50,449326;-19,980213;65,015501;130,031003;-20,196629;0,001070;1;1599,543474;153,995117
5,980000;50,450047;-20,051169;65,015557;130,031114;-20,322633;0,006078;1;1600,143708;154,021897
6,000000;50,448888;-19,935567;65,015612;130,031225;-20,300829;0,012663;1;1600,077241;153,992064
6,020000;50,450006;-19,974218;65,015668;130,031336;-20,304126;0,012795;1;1599,991787;153,993411
6,040000;50,449732;-19,979727;65,015723;130,031447;-20,267053;0,011960;1;1599,856576;154,022719
6,060000;50,450382;-19,984419;65,015779;130,031558;-20,262486;0,000097;1;1599,745559;153,998988
6,080000;50,450114;-19,974243;65,015834;130,031669;-20,266499;0,023629;1;1600,111289;153,989742
6,100000;50,450559;-19,983973;65,015890;130,031780;-20,272248;0,028940;1;1600,162821;153,991097
6,120000;50,449737;-19,989909;65,015945;130,031891;-20,353297;-0,014576;1;1600,126245;154,015292
6,140000;50,449084;-19,994329;65,016001;130,032002;-20,276396;-0,023052;1;1599,926796;153,978078
6,160000;50,450435;-19,984559;65,016057;130,032113;-20,238319;0,009846;1;1599,781259;154,045391
6,180000;50,450627;-20,002437;65,016112;130,032224;-20,244532;0,006593;1;1599,845117;154,007347
6,200000;50,449973;-20,023725;65,016168;130,032335;-20,275715;-0,015084;1;1600,116043;153,986064
6,220000;50,450258;-19,967460;65,016223;130,032446;-20,249112;-0,006006;1;1599,691564;154,017800
6,240000;50,450014;-19,967730;65,016279;130,032557;-20,228692;0,021428;1;1600,202586;154,024943
6,260000;50,449760;-19,988698;65,016334;130,032668;-20,253554;0,009019;1;1599,848765;153,985109
6,280000;50,449331;-19,935863;65,016390;130,032779;-20,230411;0,009270;1;1600,368168;153,997009
6,300000;50,449254;-20,013453;65,016445;130,032890;-20,268276;-0,012084;1;1600,265464;154,040469
6,320000;50,450665;-19,978996;65,016501;130,033001;-20,239895;0,011675;1;1599,936336;153,985596
6,340000;50,450252;-20,019151;65,016556;130,033112;-20,308385;0,002913;1;1600,153345;153,981232
6,360000;50,451249;-19,950307;65,016612;130,033223;-20,233327;-0,024314;1;1599,827322;154,007751
6,380000;50,449990;-19,992635;65,016667;130,033334;-20,294841;-0,013320;1;1599,751587;153,983285
6,400000;50,450004;-20,051651;65,016723;130,033446;-20,297390;-0,013906;1;1600,161563;154,006910
6,420000;50,449370;-20,026957;65,016779;130,033557;-20,341185;0,009735;1;1599,673289;153,991887
6,440000;50,450062;-19,988318;65,016834;130,033668;-20,282770;-0,006692;1;1599,870196;153,999388
6,460000;50,451183;-19,999161;65,016890;130,033779;-20,283881;0,011584;1;1599,968144;153,998818
6,480000;50,449770;-19,991841;65,016945;130,033890;-20,293886;-0,016904;1;1599,785699;154,029492
6,500000;50,448527;-19,998490;65,017001;130,034001;-20,327262;-0,004415;1;1599,750863;153,966080
6,520000;50,450281;-20,041975;65,017056;130,034113;-20,356076;0,000782;1;1600,244019;154,037559
6,540000;50,449445;-20,013518;65,017112;130,034224;-20,300070;-0,001943;1;1600,023326;153,988991
6,560000;50,451019;-19,987876;65,017167;130,034335;-20,285055;0,013612;1;1599,823268;153,992161
6,580000;50,448478;-19,984082;65,017223;130,034446;-20,323020;0,009946;1;1599,825030;154,004778
6,600000;50,449178;-20,017827;65,017279;130,034557;-20,330647;0,028521;1;1599,815747;154,039423
6,620000;50,451654;-19,987287;65,017334;130,034668;-20,289701;0,028790;1;1599,548112;153,982085
6,640000;50,449818;-19,978338;65,017390;130,034779;-20,251483;-0,002390;1;1600,104974;153,976920
6,660000;50,450045;-19,999489;65,017445;130,034890;-20,317927;-0,007352;1;1599,943428;153,990154
6,680000;50,449460;-19,943799;65,017501;130,035001;-20,280854;0,002424;1;1600,130171;154,029709
6,700000;50,450138;-19,928797;65,017556;130,035112;-20,219712;0,002228;1;1599,876352;154,014835
6,720000;50,449127;-20,012789;65,017611;130,035223;-20,367386;0,000536;1;1599,861050;153,982609
6,740000;50,448723;-19,968921;65,017667;130,035334;-20,311289;0,009892;1;1600,239340;154,012616
6,760000;50,449849;-19,965914;65,017722;130,035445;-20,292185;-0,005581;1;1600,064804;153,990271
6,780000;50,450765;-20,026931;65,017778;130,035556;-20,365331;-0,004112;1;1599,941062;154,042177
6,800000;50,450766;-20,009709;65,017834;130,035667;-20,343603;-0,005416;1;1600,097355;153,986673
6,820000;50,450298;-20,001104;65,017889;130,035778;-20,325353;-0,025248;1;1600,068297;154,014359
6,840000;50,451309;-19,975752;65,017945;130,035889;-20,277832;0,016656;1;1600,313304;153,996288
6,860000;50,451246;-20,034238;65,018000;130,036001;-20,372828;0,005865;1;1600,200856;153,979871
6,880000;50,450948;-20,041721;65,018056;130,036112;-20,328684;-0,003491;1;1599,965460;154,025955
6,900000;50,448684;-20,034165;65,018112;130,036223;-20,341087;-0,040492;1;1600,176515;153,981890
6,920000;50,450190;-20,064847;65,018167;130,036335;-20,415003;-0,001017;1;1600,042869;153,997487
6,940000;50,450636;-20,049363;65,018223;130,036446;-20,321201;0,004716;1;1600,054800;154,016589
6,960000;50,450302;-20,058748;65,018279;130,036558;-20,359853;0,028068;1;1600,430778;154,027187
6,980000;50,450924;-19,997374;65,018334;130,036669;-20,301050;0,010438;1;1599,910345;153,990837
7,000000;50,450348;-20,010504;65,018390;130,036780;-20,328841;-0,006038;1;1600,469604;154,015527
7,020000;50,450905;-20,027171;65,018446;130,036891;-20,317397;0,013059;1;1599,839873;154,019137
7,040000;50,449686;-19,998673;65,018501;130,037002;-20,296994;0,019620;1;1600,170510;154,014544
7,060000;50,451809;-20,004121;65,018557;130,037113;-20,326586;0,018209;1;1600,260746;154,006817
7,080000;50,449508;-20,039493;65,018612;130,037225;-20,361550;0,007635;1;1600,020198;154,030124
7,100000;50,451343;-20,044706;65,018668;130,037336;-20,310607;-0,000457;1;1600,113528;154,017201
7,120000;50,449671;-20,023496;65,018724;130,037447;-20,333406;0,025697;1;1600,340965;153,988044
7,140000;50,448678;-20,000451;65,018779;130,037558;-20,346272;-0,006456;1;1599,990410;154,002990
7,160000;50,449129;-20,048353;65,018835;130,037670;-20,342209;-0,005638;1;1600,022332;153,998923
7,180000;50,450127;-19,982818;65,018890;130,037781;-20,324238;-0,003556;1;1599,813885;154,010363
7,200000;50,450402;-19,981131;65,018946;130,037892;-20,308691;0,023058;1;1600,035446;153,999600
7,220000;50,450677;-20,023511;65,019002;130,038003;-20,315699;0,004515;1;1600,279619;154,057274
7,240000;50,449637;-20,005174;65,019057;130,038114;-20,315876;-0,005650;1;1600,141277;153,994902
7,260000;50,449636;-19,975946;65,019113;130,038225;-20,305531;-0,034271;1;1599,804553;153,999640
7,280000;50,450279;-19,997155;65,019168;130,038336;-20,291956;-0,023289;1;1600,069056;153,944739
7,300000;50,450872;-19,997215;65,019224;130,038447;-20,321973;-0,022087;1;1599,505590;153,962808
7,320000;50,449700;-20,027733;65,019279;130,038559;-20,297992;0,006208;1;1599,842739;154,015647
7,340000;50,451345;-19,999534;65,019335;130,038670;-20,274222;-0,003631;1;1600,086761;153,991512
7,360000;50,449260;-20,062215;65,019391;130,038781;-20,402104;-0,010580;1;1599,967092;153,984883
7,380000;50,450918;-20,030811;65,019446;130,038892;-20,336607;0,001029;1;1599,902658;153,999038
7,400000;50,452029;-20,001325;65,019502;130,039004;-20,338981;-0,035985;1;1600,364211;154,023731
7,420000;50,449374;-20,021809;65,019557;130,039115;-20,325513;-0,029445;1;1599,887493;153,986999
7,440000;50,450713;-20,031851;65,019613;130,039226;-20,323866;0,005614;1;1600,128421;154,027088
7,460000;50,449713;-19,984020;65,019669;130,039337;-20,319392;-0,015032;1;1599,752565;154,008699
7,480000;50,449100;-20,010377;65,019724;130,039448;-20,310681;0,014782;1;1600,149991;154,019407
7,500000;50,449881;-19,954601;65,019780;130,039559;-20,252617;0,021907;1;1599,664110;153,993030
7,520000;50,451366;-19,987596;65,019835;130,039670;-20,252098;-0,008593;1;1599,886424;154,046694
7,540000;50,449895;-20,068054;65,019891;130,039782;-20,357805;0,018481;1;1599,850687;153,983286
7,560000;50,448895;-20,122515;65,019947;130,039893;-20,449333;0,012358;1;1600,055800;153,975344
7,580000;50,450145;-19,921322;65,020002;130,040004;-20,188940;0,019456;1;1600,368646;153,992536
7,600000;50,450658;-19,997113;65,020058;130,040115;-20,281448;-0,007812;1;1599,778266;154,038121
7,620000;50,449634;-19,979305;65,020113;130,040226;-20,307424;-0,005010;1;1600,192239;153,966370
7,640000;50,450659;-20,022858;65,020169;130,040337;-20,319746;-0,016387;1;1599,976804;153,983398
7,660000;50,450331;-19,981523;65,020224;130,040448;-20,228577;0,004226;1;1599,876675;154,002653
7,680000;50,450717;-20,041638;65,020280;130,040560;-20,312742;0,014273;1;1600,182212;154,035661
7,700000;50,449967;-19,960241;65,020335;130,040671;-20,256038;0,011710;1;1600,392812;154,014150
7,720000;50,450404;-20,003738;65,020391;130,040782;-20,280734;-0,003733;1;1600,279587;153,988882
7,740000;50,450549;-20,047362;65,020447;130,040893;-20,383936;-0,000078;1;1600,077168;154,016103
7,760000;50,450323;-19,986151;65,020502;130,041004;-20,318148;0,026174;1;1600,130876;154,005479
7,780000;50,449538;-19,986187;65,020558;130,041115;-20,238936;0,004769;1;1600,095485;153,984096
7,800000;50,450134;-19,983616;65,020613;130,041226;-20,284045;-0,003909;1;1600,311866;154,020389
7,820000;50,449989;-20,040847;65,020669;130,041338;-20,364502;0,009025;1;1600,010468;153,962675
7,840000;50,450804;-20,049855;65,020725;130,041449;-20,325944;-0,000599;1;1600,352564;153,978631
7,860000;50,450144;-20,022600;65,020780;130,041560;-20,343181;0,010041;1;1600,165497;154,042991
7,880000;50,450052;-20,010562;65,020836;130,041671;-20,280502;0,000620;1;1600,356307;154,035613
7,900000;50,450200;-19,947811;65,020891;130,041782;-20,251109;-0,017102;1;1599,826050;153,998124
7,920000;50,449460;-20,016248;65,020947;130,041893;-20,357320;0,002012;1;1599,545885;154,021018
7,940000;50,450408;-19,961025;65,021002;130,042004;-20,264038;0,025144;1;1599,732819;153,976851
7,960000;50,450659;-20,020904;65,021058;130,042116;-20,317374;-0,002878;1;1599,936408;154,027485
7,980000;50,449295;-19,937145;65,021113;130,042226;-20,200871;-0,002245;1;1600,018114;154,008561
8,000000;50,449445;-20,026932;65,021169;130,042338;-20,333135;0,020053;1;1599,872405;153,985382
8,020000;50,449973;-19,950360;65,021224;130,042448;-20,253914;-0,011487;1;1599,575043;153,999342
8,040000;50,450356;-19,958096;65,021280;130,042559;-20,267449;-0,005930;1;1600,064077;153,994736
8,060000;50,450897;-19,990865;65,021335;130,042670;-20,323638;-0,012707;1;1599,982282;154,022344
8,080000;50,448678;-19,932434;65,021391;130,042781;-20,273893;0,010333;1;1600,016492;154,006411
8,100000;50,450403;-20,004583;65,021446;130,042892;-20,316014;0,015735;1;1600,304148;154,010678
8,120000;50,449637;-20,017763;65,021502;130,043003;-20,345106;0,022583;1;1600,151115;154,005945
8,140000;50,449603;-20,010769;65,021557;130,043115;-20,366529;0,003743;1;1599,918279;154,009046
8,160000;50,449816;-19,994020;65,021613;130,043226;-20,220442;0,013106;1;1600,143332;153,973992
8,180000;50,449617;-19,973765;65,021668;130,043337;-20,236066;-0,008920;1;1599,917121;153,986899
8,200000;50,450621;-20,008458;65,021724;130,043448;-20,352809;0,010809;1;1599,782423;154,008322
8,220000;50,449375;-19,963918;65,021779;130,043559;-20,238328;0,022435;1;1600,158872;154,010672
8,240000;50,449746;-20,007967;65,021835;130,043670;-20,314399;0,008967;1;1599,722534;153,992392
8,260000;50,448829;-20,022649;65,021891;130,043781;-20,375027;0,005511;1;1599,980742;154,009488
8,280000;50,449406;-20,019277;65,021946;130,043892;-20,348488;0,010279;1;1600,004230;153,989550
8,300000;50,449038;-19,967050;65,022002;130,044003;-20,262806;0,022634;1;1600,223251;154,012622
8,320000;50,450416;-20,024751;65,022057;130,044115;-20,327076;-0,002616;1;1599,857655;153,999628
8,340000;50,449775;-20,041261;65,022113;130,044226;-20,325344;0,025577;1;1599,960719;154,022790
8,360000;50,449701;-20,000076;65,022168;130,044337;-20,344419;0,005381;1;1599,963824;154,007699
8,380000;50,450701;-20,018478;65,022224;130,044448;-20,303240;0,016393;1;1600,208715;153,985674
8,400000;50,450396;-20,005492;65,022280;130,044559;-20,286865;-0,006455;1;1599,810250;153,980318
8,420000;50,449905;-20,043118;65,022335;130,044671;-20,318814;-0,013364;1;1600,176378;154,019291
8,440000;50,450261;-19,937122;65,022391;130,044781;-20,289090;0,016963;1;1599,704549;154,016369
8,460000;50,450278;-20,063788;65,022446;130,044893;-20,327131;0,007335;1;1599,930109;154,005063
8,480000;50,449624;-19,986431;65,022502;130,045004;-20,235085;0,000566;1;1600,087555;154,008466
