# YHDA_VERSION=0.6.5
# TEST_SERVICE=HFK
# PLANT_TYPE=EDUEDT
# STEP_ID=SYNC_SUPPORT_RAISE
# STEP_NAME=Senkron Bağlantı Destek Rezervi — pozitif yön
# TESIS_ADI=YHDA Örnek HFK EDT
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=100.0
# NOMINAL_VOLTAGE_KV=154.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.5
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=20
# HFK_RESERVE_MW=20
# ENERGY_CAPACITY_MWH=200
# SOC_INITIAL_PERCENT=65
ZAMAN;SIRA_NO;frequency_hz;active_power_mw;soc_pct;stored_energy_mwh;dc_power_mw;rocof_hz_s;trigger;tie_line_flow_mw;voltage_kv
16.8.2026 09:00:02,1s;206;50,000216;19,956805;64,994362;129,988723;20,191809;-0,010668;1;1505,142669;153,983409
16.8.2026 09:00:02,12s;207;49,999544;19,963839;64,994306;129,988612;20,237049;-0,005041;1;1505,209514;154,017983
16.8.2026 09:00:02,14s;208;49,999499;19,937295;64,994251;129,988502;20,286536;-0,049032;1;1504,670801;153,980513
16.8.2026 09:00:02,16s;209;49,998868;19,988635;64,994195;129,988391;20,284797;0,008060;1;1504,817650;153,978019
16.8.2026 09:00:02,18s;210;50,000742;20,024676;64,994140;129,988279;20,258757;-0,024927;1;1504,861672;153,986594
16.8.2026 09:00:02,2s;211;49,999179;20,019759;64,994084;129,988168;20,296072;-0,005430;1;1504,926361;154,000025
16.8.2026 09:00:02,22s;212;49,999729;19,914997;64,994029;129,988057;20,247770;-0,000359;1;1505,230623;153,998268
16.8.2026 09:00:02,24s;213;49,999772;19,992131;64,993973;129,987946;20,290488;-0,049522;1;1504,925228;154,035810
16.8.2026 09:00:02,26s;214;49,999240;19,994935;64,993918;129,987835;20,295115;0,003628;1;1505,289980;154,003108
16.8.2026 09:00:02,28s;215;49,999663;20,028179;64,993862;129,987724;20,347608;0,011179;1;1505,218836;153,998078
16.8.2026 09:00:02,3s;216;49,999169;20,048292;64,993806;129,987613;20,401920;-0,008192;1;1504,944996;153,980463
16.8.2026 09:00:02,32s;217;49,999725;20,082514;64,993751;129,987501;20,427667;0,009609;1;1505,018641;154,018648
16.8.2026 09:00:02,34s;218;50,000487;19,995318;64,993695;129,987390;20,283214;0,029338;1;1504,955166;153,961712
16.8.2026 09:00:02,36s;219;50,000125;20,028750;64,993639;129,987279;20,342166;0,003280;1;1505,085078;154,026477
16.8.2026 09:00:02,38s;220;50,000155;20,056097;64,993584;129,987167;20,355295;-0,010445;1;1505,172090;154,005567
16.8.2026 09:00:02,4s;221;49,999882;19,951399;64,993528;129,987056;20,228758;-0,003747;1;1505,286883;154,026193
16.8.2026 09:00:02,42s;222;49,999528;20,015857;64,993473;129,986945;20,318918;0,004086;1;1504,691269;153,999504
16.8.2026 09:00:02,44s;223;50,000069;20,023753;64,993417;129,986834;20,336800;-0,017805;1;1504,892166;154,008134
16.8.2026 09:00:02,46s;224;50,001395;20,020941;64,993361;129,986723;20,345884;-0,008177;1;1505,163656;153,980003
16.8.2026 09:00:02,48s;225;49,999898;20,002975;64,993306;129,986612;20,271991;0,002021;1;1505,138771;153,994013
16.8.2026 09:00:02,5s;226;50,000142;19,975153;64,993250;129,986501;20,297091;0,011526;1;1505,314043;153,984262
16.8.2026 09:00:02,52s;227;50,001547;20,012072;64,993195;129,986389;20,295617;0,010081;1;1505,391550;154,024868
16.8.2026 09:00:02,54s;228;50,000494;20,003695;64,993139;129,986278;20,335157;-0,013842;1;1504,875365;153,998425
16.8.2026 09:00:02,56s;229;50,001098;19,944620;64,993084;129,986168;20,244749;-0,020445;1;1504,732457;154,000009
16.8.2026 09:00:02,58s;230;49,999567;19,998647;64,993028;129,986056;20,252774;-0,005332;1;1505,199104;153,995035
16.8.2026 09:00:02,6s;231;50,000697;19,994869;64,992973;129,985945;20,299468;-0,037482;1;1504,789691;154,009165
16.8.2026 09:00:02,62s;232;50,000928;19,991250;64,992917;129,985834;20,292262;0,010201;1;1504,829284;154,003951
16.8.2026 09:00:02,64s;233;49,999592;19,979458;64,992862;129,985723;20,336314;0,002166;1;1505,193585;153,984483
16.8.2026 09:00:02,66s;234;50,000864;20,089066;64,992806;129,985612;20,374107;0,023105;1;1504,707551;153,993239
16.8.2026 09:00:02,68s;235;50,000107;20,026266;64,992750;129,985500;20,332757;-0,015387;1;1504,999453;154,022104
16.8.2026 09:00:02,7s;236;49,999986;19,977839;64,992695;129,985389;20,280545;-0,024304;1;1504,860273;153,975483
16.8.2026 09:00:02,72s;237;49,999129;20,010480;64,992639;129,985278;20,301768;-0,003019;1;1504,812472;153,985625
16.8.2026 09:00:02,74s;238;50,000345;20,018564;64,992584;129,985167;20,351198;-0,010543;1;1505,145898;153,973398
16.8.2026 09:00:02,76s;239;50,000013;20,012751;64,992528;129,985056;20,280675;0,014273;1;1505,198023;153,995668
16.8.2026 09:00:02,78s;240;50,000131;19,962824;64,992472;129,984945;20,229252;0,004354;1;1504,840571;154,000924
16.8.2026 09:00:02,8s;241;50,000246;20,057425;64,992417;129,984834;20,406655;-0,021558;1;1504,709705;153,992914
16.8.2026 09:00:02,82s;242;49,999860;20,029673;64,992361;129,984722;20,299045;0,015020;1;1505,116818;153,972590
16.8.2026 09:00:02,84s;243;50,001469;20,000030;64,992306;129,984611;20,295364;0,028387;1;1505,123075;153,971753
16.8.2026 09:00:02,86s;244;50,000289;20,001915;64,992250;129,984500;20,280116;-0,008699;1;1504,970361;153,991215
16.8.2026 09:00:02,88s;245;50,000257;19,953912;64,992195;129,984389;20,234584;-0,000512;1;1505,188684;153,997065
16.8.2026 09:00:02,9s;246;50,000784;20,048240;64,992139;129,984278;20,342035;-0,018573;1;1504,886461;153,995966
16.8.2026 09:00:02,92s;247;50,000338;19,983209;64,992083;129,984167;20,294805;-0,008824;1;1504,870826;153,987748
16.8.2026 09:00:02,94s;248;49,999749;19,956866;64,992028;129,984056;20,257702;0,020743;1;1505,142459;154,012663
16.8.2026 09:00:02,96s;249;49,999977;19,939879;64,991973;129,983945;20,244740;0,000344;1;1504,940424;154,000921
16.8.2026 09:00:02,98s;250;50,000936;20,007296;64,991917;129,983834;20,305681;-0,006700;1;1504,964363;154,015545
16.8.2026 09:00:03,0s;251;49,999981;20,013747;64,991861;129,983723;20,279151;-0,031630;1;1504,855837;153,968042
16.8.2026 09:00:03,02s;252;50,000686;19,966089;64,991806;129,983612;20,271620;0,013274;1;1505,024351;154,017615
16.8.2026 09:00:03,04s;253;49,999420;20,015766;64,991750;129,983501;20,279499;0,020992;1;1505,142775;154,002782
16.8.2026 09:00:03,06s;254;49,999906;19,982473;64,991695;129,983390;20,239897;0,001904;1;1504,859247;154,039660
16.8.2026 09:00:03,08s;255;50,000328;20,047265;64,991639;129,983278;20,323060;0,003606;1;1504,849581;154,025566
16.8.2026 09:00:03,1s;256;49,999524;19,960553;64,991584;129,983167;20,258038;0,019821;1;1505,079972;153,986626
16.8.2026 09:00:03,12s;257;49,999901;19,993160;64,991528;129,983056;20,302269;0,009062;1;1504,941815;154,009914
16.8.2026 09:00:03,14s;258;49,999672;19,938466;64,991473;129,982946;20,248020;-0,023566;1;1504,801760;153,961189
16.8.2026 09:00:03,16s;259;49,999974;20,033410;64,991417;129,982834;20,347629;-0,008636;1;1504,830531;154,022636
16.8.2026 09:00:03,18s;260;49,999653;20,029359;64,991361;129,982723;20,288547;-0,002089;1;1505,028646;153,967464
16.8.2026 09:00:03,2s;261;49,999675;19,970025;64,991306;129,982612;20,297979;-0,028209;1;1505,459293;153,998670
16.8.2026 09:00:03,22s;262;49,999835;19,970256;64,991251;129,982501;20,269241;-0,002056;1;1505,497554;154,022059
16.8.2026 09:00:03,24s;263;50,000583;19,964217;64,991195;129,982390;20,263987;0,012514;1;1505,254008;153,999854
16.8.2026 09:00:03,26s;264;50,000059;19,954060;64,991140;129,982279;20,265574;-0,000918;1;1504,615860;153,988510
16.8.2026 09:00:03,28s;265;50,000348;19,999405;64,991084;129,982168;20,323234;0,005180;1;1505,177994;153,987876
16.8.2026 09:00:03,3s;266;49,999327;20,015873;64,991029;129,982057;20,292134;0,034070;1;1504,693115;153,987286
16.8.2026 09:00:03,32s;267;49,999931;19,991963;64,990973;129,981946;20,309559;0,003331;1;1505,058506;153,992094
16.8.2026 09:00:03,34s;268;50,000577;19,976774;64,990917;129,981835;20,348196;-0,010077;1;1504,920505;154,022833
16.8.2026 09:00:03,36s;269;49,999896;19,982675;64,990862;129,981724;20,269785;-0,018020;1;1504,754042;154,036174
16.8.2026 09:00:03,38s;270;50,000403;20,007085;64,990806;129,981613;20,276487;-0,025780;1;1504,949284;153,997346
16.8.2026 09:00:03,4s;271;50,000217;19,970622;64,990751;129,981502;20,287552;0,025756;1;1505,247052;154,013901
16.8.2026 09:00:03,42s;272;50,000777;20,000339;64,990695;129,981391;20,249105;0,023373;1;1504,977268;153,974990
16.8.2026 09:00:03,44s;273;50,000055;20,005229;64,990640;129,981280;20,324758;-0,015087;1;1505,111326;154,018516
16.8.2026 09:00:03,46s;274;50,000423;19,945141;64,990584;129,981169;20,252061;0,004389;1;1505,043940;153,993206
16.8.2026 09:00:03,48s;275;49,999381;20,004327;64,990529;129,981058;20,238138;-0,018448;1;1504,816005;154,003957
16.8.2026 09:00:03,5s;276;50,000618;19,979418;64,990473;129,980947;20,272592;-0,023837;1;1505,081931;153,989549
16.8.2026 09:00:03,52s;277;50,000594;20,011764;64,990418;129,980836;20,310560;0,009364;1;1504,929288;153,991954
16.8.2026 09:00:03,54s;278;50,001236;20,010676;64,990362;129,980724;20,302812;-0,003045;1;1504,756771;154,007151
16.8.2026 09:00:03,56s;279;49,999611;20,109720;64,990306;129,980613;20,420284;-0,006021;1;1504,791782;154,024545
16.8.2026 09:00:03,58s;280;49,999675;19,952441;64,990251;129,980502;20,253437;0,000202;1;1504,562580;154,005366
16.8.2026 09:00:03,6s;281;49,999195;20,017682;64,990195;129,980391;20,310220;-0,005178;1;1504,937823;154,005648
16.8.2026 09:00:03,62s;282;50,001395;20,037522;64,990140;129,980279;20,360817;0,014107;1;1504,837030;154,017538
16.8.2026 09:00:03,64s;283;50,001086;20,023479;64,990084;129,980168;20,327394;-0,030077;1;1504,757362;153,991464
16.8.2026 09:00:03,66s;284;49,999520;19,985840;64,990028;129,980057;20,295722;0,011080;1;1505,160681;153,991356
16.8.2026 09:00:03,68s;285;49,999443;20,040067;64,989973;129,979946;20,385488;-0,014758;1;1504,913385;154,056866
16.8.2026 09:00:03,7s;286;50,000348;19,970258;64,989917;129,979835;20,269933;-0,005084;1;1504,688334;154,002412
16.8.2026 09:00:03,72s;287;49,999447;20,077328;64,989862;129,979723;20,380764;0,001723;1;1505,046891;154,047765
16.8.2026 09:00:03,74s;288;50,000477;19,984207;64,989806;129,979612;20,319816;0,003087;1;1504,842462;153,982975
16.8.2026 09:00:03,76s;289;50,000224;20,000067;64,989751;129,979501;20,281336;0,008413;1;1504,860030;153,971434
16.8.2026 09:00:03,78s;290;50,000046;20,032164;64,989695;129,979390;20,389037;-0,003484;1;1504,800462;154,007810
16.8.2026 09:00:03,8s;291;50,000130;20,010640;64,989639;129,979279;20,309726;-0,008822;1;1504,765608;154,020046
16.8.2026 09:00:03,82s;292;49,999153;19,977024;64,989584;129,979168;20,268741;-0,001689;1;1505,035224;154,000477
16.8.2026 09:00:03,84s;293;49,999686;19,996132;64,989528;129,979056;20,298630;0,020746;1;1504,828041;154,019619
16.8.2026 09:00:03,86s;294;49,999493;19,951365;64,989473;129,978946;20,247572;-0,001379;1;1505,321597;153,996794
16.8.2026 09:00:03,88s;295;49,998800;19,951614;64,989417;129,978835;20,250016;0,012810;1;1504,728047;153,973668
16.8.2026 09:00:03,9s;296;50,000552;19,983826;64,989362;129,978724;20,261691;-0,016867;1;1504,805509;154,032759
16.8.2026 09:00:03,92s;297;49,998963;19,948459;64,989306;129,978613;20,303309;-0,000689;1;1505,357670;154,010215
16.8.2026 09:00:03,94s;298;49,999696;20,018307;64,989251;129,978502;20,343535;-0,002294;1;1505,020332;154,003480
16.8.2026 09:00:03,96s;299;49,998568;20,050680;64,989195;129,978390;20,392817;-0,012819;1;1505,110553;154,005416
16.8.2026 09:00:03,98s;300;50,000374;20,000081;64,989140;129,978279;20,385178;-0,004738;1;1504,825945;154,012871
16.8.2026 09:00:04,0s;301;49,999488;19,997206;64,989084;129,978168;20,303935;0,024593;1;1504,803118;154,008097
16.8.2026 09:00:04,02s;302;49,999639;20,002218;64,989029;129,978057;20,275303;0,019967;1;1504,672111;154,003845
16.8.2026 09:00:04,04s;303;50,000491;19,967977;64,988973;129,977946;20,249445;0,013535;1;1505,148505;154,054207
16.8.2026 09:00:04,06s;304;50,000614;19,973130;64,988918;129,977835;20,220402;-0,001097;1;1505,247020;153,982526
16.8.2026 09:00:04,08s;305;50,000113;19,968314;64,988862;129,977724;20,234912;0,002147;1;1505,307290;154,018407
16.8.2026 09:00:04,1s;306;50,001540;20,063715;64,988806;129,977613;20,313604;0,021446;1;1505,106287;154,019772
16.8.2026 09:00:04,12s;307;50,000031;20,007143;64,988751;129,977502;20,233942;0,014814;1;1505,261010;154,014811
16.8.2026 09:00:04,14s;308;50,000081;19,960574;64,988695;129,977391;20,263929;0,019396;1;1504,915838;153,988605
16.8.2026 09:00:04,16s;309;49,999661;19,981517;64,988640;129,977280;20,290980;0,011138;1;1504,930703;154,015534
16.8.2026 09:00:04,18s;310;50,000761;20,006894;64,988584;129,977169;20,300935;0,007092;1;1505,002264;153,982614
16.8.2026 09:00:04,2s;311;50,000526;20,000220;64,988529;129,977057;20,266384;0,014810;1;1504,865348;154,000448
16.8.2026 09:00:04,22s;312;50,000153;20,001579;64,988473;129,976946;20,290622;0,015486;1;1504,706391;153,993082
16.8.2026 09:00:04,24s;313;49,999620;19,987899;64,988418;129,976835;20,312953;0,007023;1;1504,719368;154,008382
16.8.2026 09:00:04,26s;314;49,999420;19,982881;64,988362;129,976724;20,294666;-0,006644;1;1505,146925;153,968051
16.8.2026 09:00:04,28s;315;50,000132;20,058317;64,988306;129,976613;20,323288;-0,006992;1;1505,106439;154,010821
16.8.2026 09:00:04,3s;316;49,999571;19,994791;64,988251;129,976502;20,266527;0,031196;1;1504,997637;154,003224
16.8.2026 09:00:04,32s;317;50,000225;20,042017;64,988195;129,976390;20,340354;0,023441;1;1504,942952;154,012463
16.8.2026 09:00:04,34s;318;49,999328;19,991705;64,988140;129,976279;20,370215;-0,013224;1;1505,168340;154,000212
16.8.2026 09:00:04,36s;319;49,999765;19,979266;64,988084;129,976168;20,329397;-0,015914;1;1504,575147;154,009339
16.8.2026 09:00:04,38s;320;49,999807;19,963309;64,988029;129,976057;20,280574;0,010987;1;1504,819910;154,008405
16.8.2026 09:00:04,4s;321;49,999553;20,023387;64,987973;129,975946;20,322984;-0,002212;1;1505,206000;154,027086
16.8.2026 09:00:04,42s;322;50,000783;19,994945;64,987918;129,975835;20,331468;0,003667;1;1505,008779;154,000766
16.8.2026 09:00:04,44s;323;49,999403;20,043635;64,987862;129,975724;20,341756;0,016681;1;1504,941074;153,972093
16.8.2026 09:00:04,46s;324;50,000104;19,965611;64,987806;129,975613;20,244074;0,020280;1;1505,247815;154,008786
16.8.2026 09:00:04,48s;325;49,999928;20,034234;64,987751;129,975501;20,276621;0,046027;1;1505,000972;153,985843
16.8.2026 09:00:04,5s;326;49,999842;19,954100;64,987695;129,975391;20,267922;-0,005219;1;1504,666955;154,006048
16.8.2026 09:00:04,52s;327;50,000320;20,006068;64,987640;129,975279;20,288780;0,003470;1;1504,735427;154,019512
16.8.2026 09:00:04,54s;328;50,000429;19,970775;64,987584;129,975169;20,223291;0,020506;1;1505,101628;154,018221
16.8.2026 09:00:04,56s;329;49,999589;19,979293;64,987529;129,975058;20,312478;0,023979;1;1504,473075;154,003521
16.8.2026 09:00:04,58s;330;50,000613;20,043649;64,987473;129,974946;20,350927;-0,007930;1;1505,143694;153,983803
16.8.2026 09:00:04,6s;331;49,999603;19,992091;64,987418;129,974835;20,291346;0,002046;1;1505,085977;154,001402
16.8.2026 09:00:04,62s;332;49,999586;19,916544;64,987362;129,974724;20,196188;0,008760;1;1505,222992;153,988259
16.8.2026 09:00:04,64s;333;49,999870;19,952835;64,987307;129,974614;20,243253;-0,004012;1;1504,890234;153,987179
16.8.2026 09:00:04,66s;334;49,999690;20,030171;64,987251;129,974502;20,331161;-0,022099;1;1505,182664;153,994034
16.8.2026 09:00:04,68s;335;49,999735;20,013722;64,987196;129,974391;20,273836;-0,002393;1;1505,051452;154,008055
16.8.2026 09:00:04,7s;336;49,998917;19,997278;64,987140;129,974280;20,257722;0,019386;1;1505,311669;154,015386
16.8.2026 09:00:04,72s;337;49,998917;20,050682;64,987084;129,974169;20,345103;0,004021;1;1505,423324;153,990986
16.8.2026 09:00:04,74s;338;49,999832;20,002076;64,987029;129,974058;20,282769;0,006680;1;1505,147776;154,059332
16.8.2026 09:00:04,76s;339;49,998821;20,014871;64,986973;129,973946;20,307374;0,018700;1;1504,907963;154,002704
16.8.2026 09:00:04,78s;340;49,999716;20,071255;64,986917;129,973835;20,401985;-0,008565;1;1505,540529;154,020902
16.8.2026 09:00:04,8s;341;50,000320;20,005672;64,986862;129,973724;20,303134;-0,018334;1;1504,918627;153,983018
16.8.2026 09:00:04,82s;342;50,000400;20,045671;64,986806;129,973612;20,345199;0,007530;1;1504,735404;153,991969
16.8.2026 09:00:04,84s;343;49,999711;20,041087;64,986751;129,973501;20,366942;0,015039;1;1504,737931;154,022609
16.8.2026 09:00:04,86s;344;50,000099;20,019222;64,986695;129,973390;20,282701;-0,001620;1;1505,200205;153,990155
16.8.2026 09:00:04,88s;345;50,000014;20,019631;64,986639;129,973279;20,289874;-0,001412;1;1505,550427;154,001202
16.8.2026 09:00:04,9s;346;49,998855;20,001299;64,986584;129,973167;20,262397;0,005589;1;1505,188508;154,019689
16.8.2026 09:00:04,92s;347;49,999722;20,066036;64,986528;129,973056;20,371783;0,003247;1;1504,576173;153,982516
16.8.2026 09:00:04,94s;348;50,000449;20,049877;64,986472;129,972945;20,341623;0,027501;1;1505,121165;153,986632
16.8.2026 09:00:04,96s;349;49,999457;19,986160;64,986417;129,972834;20,302273;-0,014013;1;1504,896069;154,024468
16.8.2026 09:00:04,98s;350;49,999555;19,994835;64,986361;129,972722;20,276145;-0,015169;1;1504,780338;154,013054
16.8.2026 09:00:05,0s;351;49,999759;19,935821;64,986306;129,972612;20,252372;0,008971;1;1505,461009;153,970689
16.8.2026 09:00:05,02s;352;50,000143;19,984579;64,986250;129,972501;20,286861;0,021853;1;1504,632033;154,035100
16.8.2026 09:00:05,04s;353;50,000518;19,998601;64,986195;129,972390;20,260583;-0,005465;1;1504,533374;153,984715
16.8.2026 09:00:05,06s;354;49,999142;19,957776;64,986139;129,972279;20,203596;-0,018572;1;1505,245429;153,982404
16.8.2026 09:00:05,08s;355;50,000255;20,012992;64,986084;129,972168;20,312598;0,013769;1;1504,978726;154,009213
16.8.2026 09:00:05,1s;356;50,000373;20,001558;64,986028;129,972056;20,291385;-0,008091;1;1505,356851;154,005821
16.8.2026 09:00:05,12s;357;49,999518;20,026678;64,985973;129,971945;20,336317;0,003457;1;1504,754166;153,997487
16.8.2026 09:00:05,14s;358;49,999253;20,025818;64,985917;129,971834;20,293425;-0,002349;1;1505,353695;153,959421
16.8.2026 09:00:05,16s;359;50,000247;19,974847;64,985861;129,971723;20,223319;-0,002434;1;1504,977105;153,996014
16.8.2026 09:00:05,18s;360;50,000569;20,025605;64,985806;129,971612;20,299180;0,010339;1;1505,128942;153,985550
16.8.2026 09:00:05,2s;361;50,000739;19,991610;64,985750;129,971501;20,285544;0,002361;1;1505,037955;154,008432
16.8.2026 09:00:05,22s;362;49,999275;19,980601;64,985695;129,971390;20,252886;-0,001459;1;1505,349890;154,022263
16.8.2026 09:00:05,24s;363;50,000715;20,037610;64,985639;129,971278;20,383000;-0,001542;1;1505,025209;154,017918
16.8.2026 09:00:05,26s;364;49,999824;19,964549;64,985584;129,971167;20,294618;-0,000792;1;1504,929718;153,973815
16.8.2026 09:00:05,28s;365;49,999721;19,979429;64,985528;129,971056;20,269926;-0,001834;1;1505,286465;154,022860
16.8.2026 09:00:05,3s;366;50,000823;20,050185;64,985472;129,970945;20,382289;0,015609;1;1505,024876;154,009158
16.8.2026 09:00:05,32s;367;49,999955;19,947328;64,985417;129,970834;20,192434;0,009474;1;1504,790280;154,003220
16.8.2026 09:00:05,34s;368;50,000933;19,964265;64,985362;129,970723;20,247049;-0,001122;1;1504,902478;154,013816
16.8.2026 09:00:05,36s;369;49,999780;19,919809;64,985306;129,970613;20,225762;-0,023342;1;1504,632872;154,010892
16.8.2026 09:00:05,38s;370;49,999004;20,023072;64,985251;129,970501;20,334621;-0,004070;1;1504,865012;154,023925
16.8.2026 09:00:05,4s;371;49,999730;19,938940;64,985195;129,970391;20,239693;0,014755;1;1505,223780;153,969667
16.8.2026 09:00:05,42s;372;49,999894;20,020290;64,985140;129,970279;20,298237;0,017698;1;1504,945910;154,002497
16.8.2026 09:00:05,44s;373;49,999285;20,045873;64,985084;129,970168;20,340806;-0,018270;1;1504,633052;153,998682
16.8.2026 09:00:05,46s;374;49,999326;20,004400;64,985028;129,970057;20,271050;-0,004746;1;1504,626076;154,014857
16.8.2026 09:00:05,48s;375;50,000192;19,969155;64,984973;129,969946;20,262820;-0,006713;1;1505,051207;154,007006
16.8.2026 09:00:05,5s;376;49,999172;19,982356;64,984917;129,969835;20,217286;-0,014927;1;1505,099932;154,041252
16.8.2026 09:00:05,52s;377;50,000024;20,026788;64,984862;129,969724;20,366360;-0,000269;1;1505,088202;154,019030
16.8.2026 09:00:05,54s;378;49,999934;19,972086;64,984806;129,969613;20,279616;0,000010;1;1504,861833;154,025460
16.8.2026 09:00:05,56s;379;50,000039;19,995846;64,984751;129,969502;20,280253;0,001996;1;1504,875868;154,001472
16.8.2026 09:00:05,58s;380;49,999801;20,082871;64,984695;129,969390;20,371614;0,028520;1;1505,016869;154,010197
16.8.2026 09:00:05,6s;381;50,000320;19,979082;64,984640;129,969279;20,322466;0,001936;1;1504,847434;153,980431
16.8.2026 09:00:05,62s;382;50,000103;19,998056;64,984584;129,969168;20,276789;0,005689;1;1505,042558;153,988698
16.8.2026 09:00:05,64s;383;50,001464;19,959575;64,984529;129,969057;20,263348;0,005715;1;1504,696241;154,014261
16.8.2026 09:00:05,66s;384;50,000624;19,991888;64,984473;129,968946;20,303644;-0,021205;1;1505,031043;153,976321
16.8.2026 09:00:05,68s;385;49,999779;20,044171;64,984417;129,968835;20,296733;0,002302;1;1505,051017;153,992449
16.8.2026 09:00:05,7s;386;50,000093;20,018300;64,984362;129,968723;20,282863;-0,032565;1;1504,937722;153,983565
16.8.2026 09:00:05,72s;387;50,000805;20,013912;64,984306;129,968612;20,331049;0,013465;1;1505,394041;154,004547
16.8.2026 09:00:05,74s;388;50,000921;19,931043;64,984251;129,968501;20,206292;0,006251;1;1505,058475;153,990831
16.8.2026 09:00:05,76s;389;50,000185;20,003656;64,984195;129,968390;20,275790;0,004653;1;1504,846150;153,981662
16.8.2026 09:00:05,78s;390;49,999831;20,014418;64,984140;129,968279;20,310447;0,024754;1;1505,170222;153,990715
16.8.2026 09:00:05,8s;391;50,000087;19,990795;64,984084;129,968168;20,253123;0,003917;1;1504,597928;154,010826
16.8.2026 09:00:05,82s;392;49,999496;19,969926;64,984029;129,968057;20,248415;0,011202;1;1505,254289;153,979116
16.8.2026 09:00:05,84s;393;49,999508;20,035607;64,983973;129,967946;20,316000;-0,017715;1;1504,702346;153,941103
16.8.2026 09:00:05,86s;394;50,000518;19,988740;64,983917;129,967835;20,332905;0,044143;1;1505,316775;154,012536
16.8.2026 09:00:05,88s;395;49,999479;19,945284;64,983862;129,967724;20,253131;0,000872;1;1504,734643;154,021215
16.8.2026 09:00:05,9s;396;50,000162;20,085981;64,983806;129,967612;20,423200;-0,006987;1;1504,863116;154,030036
16.8.2026 09:00:05,92s;397;49,999653;20,011539;64,983751;129,967501;20,353778;-0,016801;1;1504,792164;154,023991
16.8.2026 09:00:05,94s;398;50,000673;20,031481;64,983695;129,967390;20,346418;-0,008803;1;1504,099974;154,016188
16.8.2026 09:00:05,96s;399;49,999560;20,030305;64,983639;129,967279;20,293817;-0,008424;1;1505,375597;153,983841
16.8.2026 09:00:05,98s;400;50,000277;20,003645;64,983584;129,967168;20,298039;0,004073;1;1505,227872;153,986476
16.8.2026 09:00:06,0s;401;49,999031;20,014559;64,983528;129,967056;20,284011;-0,002634;1;1505,514853;153,976619
16.8.2026 09:00:06,02s;402;49,999886;19,981322;64,983473;129,966945;20,294465;0,001477;1;1504,960517;153,989646
16.8.2026 09:00:06,04s;403;50,000073;19,997208;64,983417;129,966834;20,275363;0,011661;1;1505,308365;153,981974
16.8.2026 09:00:06,06s;404;50,000718;20,026454;64,983361;129,966723;20,326118;-0,008859;1;1504,949691;153,981817
16.8.2026 09:00:06,08s;405;50,000399;20,004280;64,983306;129,966612;20,313843;0,005204;1;1505,078041;153,986368
16.8.2026 09:00:06,1s;406;50,000110;19,989358;64,983250;129,966501;20,247116;-0,022543;1;1504,661643;153,993875
16.8.2026 09:00:06,12s;407;49,999861;19,986195;64,983195;129,966390;20,304642;-0,020868;1;1505,331833;153,984878
16.8.2026 09:00:06,14s;408;49,999037;20,046718;64,983139;129,966278;20,333534;-0,004169;1;1505,060348;154,005928
16.8.2026 09:00:06,16s;409;50,000467;19,978048;64,983084;129,966167;20,291371;-0,006391;1;1505,024254;153,976472
16.8.2026 09:00:06,18s;410;49,999631;20,027213;64,983028;129,966056;20,333417;-0,005753;1;1504,829593;153,999000
16.8.2026 09:00:06,2s;411;49,999629;20,031255;64,982972;129,965945;20,319318;-0,015909;1;1504,898002;153,988608
16.8.2026 09:00:06,22s;412;49,999385;19,936034;64,982917;129,965834;20,257101;-0,008782;1;1505,036002;153,987560
16.8.2026 09:00:06,24s;413;49,999268;20,007902;64,982861;129,965723;20,266029;0,008291;1;1505,006145;153,997638
16.8.2026 09:00:06,26s;414;49,999214;20,009472;64,982806;129,965612;20,302320;0,013052;1;1504,840738;154,016000
16.8.2026 09:00:06,28s;415;49,999733;20,016504;64,982750;129,965501;20,327395;-0,015666;1;1504,858582;153,978995
16.8.2026 09:00:06,3s;416;50,000151;19,976491;64,982695;129,965390;20,301543;0,024776;1;1504,841583;154,016836
16.8.2026 09:00:06,32s;417;49,999584;20,012073;64,982639;129,965278;20,342898;0,031824;1;1505,112727;153,979348
16.8.2026 09:00:06,34s;418;49,999109;20,000585;64,982584;129,965167;20,336503;-0,010752;1;1505,188658;154,035015
16.8.2026 09:00:06,36s;419;49,999355;20,010877;64,982528;129,965056;20,290583;0,017461;1;1504,800800;154,008479
16.8.2026 09:00:06,38s;420;50,000102;19,962224;64,982473;129,964945;20,282013;0,006785;1;1504,946454;154,003170
16.8.2026 09:00:06,4s;421;49,999804;20,040337;64,982417;129,964834;20,324599;0,002928;1;1505,120814;154,005902
16.8.2026 09:00:06,42s;422;49,999820;19,982677;64,982361;129,964723;20,255195;-0,011587;1;1505,310791;153,984384
