# YHDA_VERSION=0.6.1
# TEST_SERVICE=SFK
# PLANT_TYPE=EDUEDT
# STEP_ID=ENERGY_RESERVE
# STEP_NAME=Rezerv enerji / SoC yeterlilik kaydı
# TESIS_ADI=YHDA Örnek EDT SFK
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=100.0
# NOMINAL_VOLTAGE_KV=154.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.1
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=1000
# SFK_MIN_MW=-40
# SFK_MAX_MW=40
# SFK_RESERVE_MW=40
# AGC_INTERFACE=MYTM OÜK/AGC
# SETPOINT_ROUNDTRIP_S=4
# ENERGY_CAPACITY_MWH=200
# SOC_INITIAL_PERCENT=65
time_s;agc_setpoint_mw;active_power_mw;setpoint_feedback_mw;grid_frequency_hz;lmin;lmax;lloc;lrem;lman;lmic;lpwr;genstat;pfco;governor_droop_pct;soc_pct;stored_energy_mwh;available_up_mw;available_down_mw
238;-30;-29,997766;-30;49,996116;1;1;0;1;0;0;1;1;1;8;65,808333;131,616667;45;45
239;-30;-29,931537;-30;50,001559;1;1;0;1;0;0;1;1;1;8;65,812500;131,625000;45;45
240;-30;-29,975331;-30;50,000866;1;1;0;1;0;0;1;1;1;8;65,816667;131,633333;45;45
241;-30;-30,029874;-30;49,999023;1;1;0;1;0;0;1;1;1;8;65,820833;131,641667;45;45
242;-30;-30,087936;-30;50,002218;1;1;0;1;0;0;1;1;1;8;65,825000;131,650000;45;45
243;-30;-29,936883;-30;50,000041;1;1;0;1;0;0;1;1;1;8;65,829167;131,658333;45;45
244;-30;-30,020433;-30;50,000567;1;1;0;1;0;0;1;1;1;8;65,833333;131,666667;45;45
245;-30;-29,986431;-30;50,002291;1;1;0;1;0;0;1;1;1;8;65,837500;131,675000;45;45
246;-30;-30,013987;-30;50,000024;1;1;0;1;0;0;1;1;1;8;65,841667;131,683333;45;45
247;-30;-29,885996;-30;49,998423;1;1;0;1;0;0;1;1;1;8;65,845833;131,691667;45;45
248;-30;-29,979544;-30;49,997761;1;1;0;1;0;0;1;1;1;8;65,850000;131,700000;45;45
249;-30;-29,973624;-30;49,999257;1;1;0;1;0;0;1;1;1;8;65,854167;131,708333;45;45
250;-30;-30,013675;-30;49,999015;1;1;0;1;0;0;1;1;1;8;65,858333;131,716667;45;45
251;-30;-29,974745;-30;50,001304;1;1;0;1;0;0;1;1;1;8;65,862500;131,725000;45;45
252;-30;-29,964757;-30;50,003099;1;1;0;1;0;0;1;1;1;8;65,866667;131,733333;45;45
253;-30;-29,989104;-30;49,996526;1;1;0;1;0;0;1;1;1;8;65,870833;131,741667;45;45
254;-30;-29,967444;-30;49,998968;1;1;0;1;0;0;1;1;1;8;65,875000;131,750000;45;45
255;-30;-30,038534;-30;49,998417;1;1;0;1;0;0;1;1;1;8;65,879167;131,758333;45;45
256;-30;-30,005494;-30;50,000026;1;1;0;1;0;0;1;1;1;8;65,883333;131,766667;45;45
257;-30;-30,003589;-30;49,999770;1;1;0;1;0;0;1;1;1;8;65,887500;131,775000;45;45
258;-30;-30,100495;-30;49,998615;1;1;0;1;0;0;1;1;1;8;65,891667;131,783333;45;45
259;-30;-29,972160;-30;49,998800;1;1;0;1;0;0;1;1;1;8;65,895833;131,791667;45;45
260;-30;-29,999993;-30;50,002629;1;1;0;1;0;0;1;1;1;8;65,900000;131,800000;45;45
261;-30;-30,036178;-30;50,000695;1;1;0;1;0;0;1;1;1;8;65,904167;131,808333;45;45
262;-30;-30,028969;-30;49,999478;1;1;0;1;0;0;1;1;1;8;65,908333;131,816667;45;45
263;-30;-29,955838;-30;49,999470;1;1;0;1;0;0;1;1;1;8;65,912500;131,825000;45;45
264;-30;-30,035173;-30;50,000556;1;1;0;1;0;0;1;1;1;8;65,916667;131,833333;45;45
265;-30;-30,003726;-30;50,000208;1;1;0;1;0;0;1;1;1;8;65,920833;131,841667;45;45
266;-30;-30,083796;-30;49,998054;1;1;0;1;0;0;1;1;1;8;65,925000;131,850000;45;45
267;-30;-30,032682;-30;50,001936;1;1;0;1;0;0;1;1;1;8;65,929167;131,858333;45;45
268;-30;-29,990465;-30;50,002560;1;1;0;1;0;0;1;1;1;8;65,933333;131,866667;45;45
269;-30;-30,026762;-30;49,998867;1;1;0;1;0;0;1;1;1;8;65,937500;131,875000;45;45
270;-30;-30,007133;-30;50,001816;1;1;0;1;0;0;1;1;1;8;65,941667;131,883333;45;45
271;-30;-29,961867;-30;50,000353;1;1;0;1;0;0;1;1;1;8;65,945833;131,891667;45;45
272;-30;-29,988649;-30;50,000540;1;1;0;1;0;0;1;1;1;8;65,950000;131,900000;45;45
273;-30;-29,924757;-30;49,997765;1;1;0;1;0;0;1;1;1;8;65,954167;131,908333;45;45
274;-30;-30,001563;-30;50,001498;1;1;0;1;0;0;1;1;1;8;65,958333;131,916667;45;45
275;-30;-30,006644;-30;50,001655;1;1;0;1;0;0;1;1;1;8;65,962500;131,925000;45;45
276;-30;-29,986425;-30;50,002807;1;1;0;1;0;0;1;1;1;8;65,966667;131,933333;45;45
277;-30;-30,139287;-30;50,002078;1;1;0;1;0;0;1;1;1;8;65,970833;131,941667;45;45
278;-30;-30,007706;-30;49,999062;1;1;0;1;0;0;1;1;1;8;65,975000;131,950000;45;45
279;-30;-29,984270;-30;49,999868;1;1;0;1;0;0;1;1;1;8;65,979167;131,958333;45;45
280;-30;-30,011166;-30;50,000082;1;1;0;1;0;0;1;1;1;8;65,983333;131,966667;45;45
281;-30;-29,901971;-30;50,002476;1;1;0;1;0;0;1;1;1;8;65,987500;131,975000;45;45
282;-30;-30,009497;-30;50,000369;1;1;0;1;0;0;1;1;1;8;65,991667;131,983333;45;45
283;-30;-29,924281;-30;49,998564;1;1;0;1;0;0;1;1;1;8;65,995833;131,991667;45;45
284;-30;-29,996828;-30;50,000242;1;1;0;1;0;0;1;1;1;8;66,000000;132,000000;45;45
285;-30;-30,126978;-30;49,998937;1;1;0;1;0;0;1;1;1;8;66,004167;132,008333;45;45
286;-30;-30,142178;-30;49,999376;1;1;0;1;0;0;1;1;1;8;66,008333;132,016667;45;45
287;-30;-29,996570;-30;49,998433;1;1;0;1;0;0;1;1;1;8;66,012500;132,025000;45;45
288;-30;-29,998959;-30;50,000456;1;1;0;1;0;0;1;1;1;8;66,016667;132,033333;45;45
289;-30;-30,009377;-30;50,002385;1;1;0;1;0;0;1;1;1;8;66,020833;132,041667;45;45
290;-30;-29,972019;-30;49,998375;1;1;0;1;0;0;1;1;1;8;66,025000;132,050000;45;45
291;-30;-30,012759;-30;49,997866;1;1;0;1;0;0;1;1;1;8;66,029167;132,058333;45;45
292;-30;-30,041716;-30;49,999618;1;1;0;1;0;0;1;1;1;8;66,033333;132,066667;45;45
293;-30;-30,047209;-30;50,000217;1;1;0;1;0;0;1;1;1;8;66,037500;132,075000;45;45
294;-30;-30,019784;-30;49,996970;1;1;0;1;0;0;1;1;1;8;66,041667;132,083333;45;45
295;-30;-29,909686;-30;50,001170;1;1;0;1;0;0;1;1;1;8;66,045833;132,091667;45;45
296;-30;-29,932109;-30;49,999552;1;1;0;1;0;0;1;1;1;8;66,050000;132,100000;45;45
297;-30;-30,067940;-30;50,001642;1;1;0;1;0;0;1;1;1;8;66,054167;132,108333;45;45
298;-30;-30,012296;-30;49,999500;1;1;0;1;0;0;1;1;1;8;66,058333;132,116667;45;45
299;-30;-30,045601;-30;49,996825;1;1;0;1;0;0;1;1;1;8;66,062500;132,125000;45;45
300;-30;-30,010052;-30;50,001986;1;1;0;1;0;0;1;1;1;8;66,066667;132,133333;45;45
301;-30;-30,074402;-30;49,995619;1;1;0;1;0;0;1;1;1;8;66,070833;132,141667;45;45
302;-30;-29,890329;-30;50,002530;1;1;0;1;0;0;1;1;1;8;66,075000;132,150000;45;45
303;-30;-30,178084;-30;49,998861;1;1;0;1;0;0;1;1;1;8;66,079167;132,158333;45;45
304;-30;-29,965463;-30;50,000356;1;1;0;1;0;0;1;1;1;8;66,083333;132,166667;45;45
305;-30;-30,026267;-30;50,001616;1;1;0;1;0;0;1;1;1;8;66,087500;132,175000;45;45
306;-30;-30,047165;-30;49,996869;1;1;0;1;0;0;1;1;1;8;66,091667;132,183333;45;45
307;-30;-29,962677;-30;50,004292;1;1;0;1;0;0;1;1;1;8;66,095833;132,191667;45;45
308;-30;-30,003334;-30;50,000614;1;1;0;1;0;0;1;1;1;8;66,100000;132,200000;45;45
309;-30;-29,968762;-30;49,998631;1;1;0;1;0;0;1;1;1;8;66,104167;132,208333;45;45
310;-30;-29,969387;-30;49,999311;1;1;0;1;0;0;1;1;1;8;66,108333;132,216667;45;45
311;-30;-29,955970;-30;50,000440;1;1;0;1;0;0;1;1;1;8;66,112500;132,225000;45;45
312;-30;-30,055811;-30;49,999125;1;1;0;1;0;0;1;1;1;8;66,116667;132,233333;45;45
313;-30;-29,990653;-30;50,000758;1;1;0;1;0;0;1;1;1;8;66,120833;132,241667;45;45
314;-30;-30,067799;-30;49,999547;1;1;0;1;0;0;1;1;1;8;66,125000;132,250000;45;45
315;-30;-30,030527;-30;49,997748;1;1;0;1;0;0;1;1;1;8;66,129167;132,258333;45;45
316;-30;-30,152147;-30;49,999018;1;1;0;1;0;0;1;1;1;8;66,133333;132,266667;45;45
317;-30;-29,976674;-30;50,001756;1;1;0;1;0;0;1;1;1;8;66,137500;132,275000;45;45
318;-30;-30,101135;-30;49,999693;1;1;0;1;0;0;1;1;1;8;66,141667;132,283333;45;45
319;-30;-30,065750;-30;49,999777;1;1;0;1;0;0;1;1;1;8;66,145833;132,291667;45;45
320;-30;-29,972098;-30;50,000811;1;1;0;1;0;0;1;1;1;8;66,150000;132,300000;45;45
321;-30;-29,899666;-30;50,000446;1;1;0;1;0;0;1;1;1;8;66,154167;132,308333;45;45
322;-30;-29,955861;-30;49,997151;1;1;0;1;0;0;1;1;1;8;66,158333;132,316667;45;45
323;-30;-30,099378;-30;49,999878;1;1;0;1;0;0;1;1;1;8;66,162500;132,325000;45;45
324;-30;-30,007958;-30;49,999350;1;1;0;1;0;0;1;1;1;8;66,166667;132,333333;45;45
325;-30;-29,980403;-30;49,999271;1;1;0;1;0;0;1;1;1;8;66,170833;132,341667;45;45
326;-30;-29,945034;-30;49,999789;1;1;0;1;0;0;1;1;1;8;66,175000;132,350000;45;45
327;-30;-29,924747;-30;50,000850;1;1;0;1;0;0;1;1;1;8;66,179167;132,358333;45;45
328;-30;-29,898302;-30;50,001189;1;1;0;1;0;0;1;1;1;8;66,183333;132,366667;45;45
329;-30;-29,946252;-30;50,003441;1;1;0;1;0;0;1;1;1;8;66,187500;132,375000;45;45
330;-30;-30,091899;-30;50,001146;1;1;0;1;0;0;1;1;1;8;66,191667;132,383333;45;45
331;-30;-30,017784;-30;49,999240;1;1;0;1;0;0;1;1;1;8;66,195833;132,391667;45;45
332;-30;-29,990932;-30;50,000248;1;1;0;1;0;0;1;1;1;8;66,200000;132,400000;45;45
333;-30;-30,061727;-30;49,999676;1;1;0;1;0;0;1;1;1;8;66,204167;132,408333;45;45
334;-30;-30,075346;-30;50,001028;1;1;0;1;0;0;1;1;1;8;66,208333;132,416667;45;45
335;-30;-30,080068;-30;50,001121;1;1;0;1;0;0;1;1;1;8;66,212500;132,425000;45;45
336;-30;-29,922159;-30;50,000730;1;1;0;1;0;0;1;1;1;8;66,216667;132,433333;45;45
337;-30;-29,955274;-30;50,000468;1;1;0;1;0;0;1;1;1;8;66,220833;132,441667;45;45
338;-30;-30,043917;-30;50,001574;1;1;0;1;0;0;1;1;1;8;66,225000;132,450000;45;45
339;-30;-30,042149;-30;49,998945;1;1;0;1;0;0;1;1;1;8;66,229167;132,458333;45;45
340;-30;-30,021652;-30;50,001830;1;1;0;1;0;0;1;1;1;8;66,233333;132,466667;45;45
341;-30;-30,017074;-30;50,002692;1;1;0;1;0;0;1;1;1;8;66,237500;132,475000;45;45
342;-30;-30,024466;-30;49,999440;1;1;0;1;0;0;1;1;1;8;66,241667;132,483333;45;45
343;-30;-30,031531;-30;50,000241;1;1;0;1;0;0;1;1;1;8;66,245833;132,491667;45;45
344;-30;-29,916882;-30;49,999870;1;1;0;1;0;0;1;1;1;8;66,250000;132,500000;45;45
345;-30;-29,986036;-30;49,998705;1;1;0;1;0;0;1;1;1;8;66,254167;132,508333;45;45
346;-30;-30,017967;-30;50,001138;1;1;0;1;0;0;1;1;1;8;66,258333;132,516667;45;45
347;-30;-30,014153;-30;50,001542;1;1;0;1;0;0;1;1;1;8;66,262500;132,525000;45;45
348;-30;-29,992105;-30;50,000277;1;1;0;1;0;0;1;1;1;8;66,266667;132,533333;45;45
349;-30;-30,015111;-30;49,999201;1;1;0;1;0;0;1;1;1;8;66,270833;132,541667;45;45
350;-30;-29,894767;-30;49,997923;1;1;0;1;0;0;1;1;1;8;66,275000;132,550000;45;45
351;-30;-30,019488;-30;50,001669;1;1;0;1;0;0;1;1;1;8;66,279167;132,558333;45;45
352;-30;-30,082183;-30;50,000156;1;1;0;1;0;0;1;1;1;8;66,283333;132,566667;45;45
353;-30;-29,971584;-30;49,998790;1;1;0;1;0;0;1;1;1;8;66,287500;132,575000;45;45
354;-30;-29,932295;-30;50,000138;1;1;0;1;0;0;1;1;1;8;66,291667;132,583333;45;45
355;-30;-29,982586;-30;49,999112;1;1;0;1;0;0;1;1;1;8;66,295833;132,591667;45;45
356;-30;-30,023081;-30;50,001072;1;1;0;1;0;0;1;1;1;8;66,300000;132,600000;45;45
357;-30;-30,109835;-30;50,000401;1;1;0;1;0;0;1;1;1;8;66,304167;132,608333;45;45
358;-30;-30,006472;-30;50,002323;1;1;0;1;0;0;1;1;1;8;66,308333;132,616667;45;45
359;-30;-30,058237;-30;50,000814;1;1;0;1;0;0;1;1;1;8;66,312500;132,625000;45;45
360;-30;-29,958826;-30;49,999470;1;1;0;1;0;0;1;1;1;8;66,316667;132,633333;45;45
361;-30;-29,956378;-30;49,997010;1;1;0;1;0;0;1;1;1;8;66,320833;132,641667;45;45
362;-30;-30,017882;-30;49,998556;1;1;0;1;0;0;1;1;1;8;66,325000;132,650000;45;45
363;-30;-30,061022;-30;50,001605;1;1;0;1;0;0;1;1;1;8;66,329167;132,658333;45;45
364;-30;-30,050667;-30;49,998919;1;1;0;1;0;0;1;1;1;8;66,333333;132,666667;45;45
365;-30;-29,964341;-30;49,999902;1;1;0;1;0;0;1;1;1;8;66,337500;132,675000;45;45
366;-30;-29,910060;-30;49,997442;1;1;0;1;0;0;1;1;1;8;66,341667;132,683333;45;45
367;-30;-30,001076;-30;49,999840;1;1;0;1;0;0;1;1;1;8;66,345833;132,691667;45;45
368;-30;-30,100852;-30;50,000689;1;1;0;1;0;0;1;1;1;8;66,350000;132,700000;45;45
369;-30;-30,058776;-30;49,999625;1;1;0;1;0;0;1;1;1;8;66,354167;132,708333;45;45
370;-30;-30,110446;-30;49,999393;1;1;0;1;0;0;1;1;1;8;66,358333;132,716667;45;45
371;-30;-29,971335;-30;49,999293;1;1;0;1;0;0;1;1;1;8;66,362500;132,725000;45;45
372;-30;-29,965161;-30;49,999756;1;1;0;1;0;0;1;1;1;8;66,366667;132,733333;45;45
373;-30;-29,938127;-30;49,999769;1;1;0;1;0;0;1;1;1;8;66,370833;132,741667;45;45
374;-30;-30,132438;-30;49,999550;1;1;0;1;0;0;1;1;1;8;66,375000;132,750000;45;45
375;-30;-30,043622;-30;50,001857;1;1;0;1;0;0;1;1;1;8;66,379167;132,758333;45;45
376;-30;-30,006053;-30;50,001111;1;1;0;1;0;0;1;1;1;8;66,383333;132,766667;45;45
377;-30;-30,072736;-30;49,995919;1;1;0;1;0;0;1;1;1;8;66,387500;132,775000;45;45
378;-30;-29,908637;-30;49,999556;1;1;0;1;0;0;1;1;1;8;66,391667;132,783333;45;45
379;-30;-29,970832;-30;49,996505;1;1;0;1;0;0;1;1;1;8;66,395833;132,791667;45;45
380;-30;-30,022980;-30;49,998117;1;1;0;1;0;0;1;1;1;8;66,400000;132,800000;45;45
381;-30;-29,958366;-30;50,002373;1;1;0;1;0;0;1;1;1;8;66,404167;132,808333;45;45
382;-30;-29,987505;-30;49,999083;1;1;0;1;0;0;1;1;1;8;66,408333;132,816667;45;45
383;-30;-29,900787;-30;49,996766;1;1;0;1;0;0;1;1;1;8;66,412500;132,825000;45;45
384;-30;-30,012458;-30;50,002308;1;1;0;1;0;0;1;1;1;8;66,416667;132,833333;45;45
385;-30;-30,012250;-30;49,998391;1;1;0;1;0;0;1;1;1;8;66,420833;132,841667;45;45
386;-30;-29,999345;-30;50,000861;1;1;0;1;0;0;1;1;1;8;66,425000;132,850000;45;45
387;-30;-29,985080;-30;50,001062;1;1;0;1;0;0;1;1;1;8;66,429167;132,858333;45;45
388;-30;-30,064112;-30;50,001817;1;1;0;1;0;0;1;1;1;8;66,433333;132,866667;45;45
389;-30;-30,025547;-30;50,001165;1;1;0;1;0;0;1;1;1;8;66,437500;132,875000;45;45
390;-30;-30,041085;-30;50,000324;1;1;0;1;0;0;1;1;1;8;66,441667;132,883333;45;45
391;-30;-30,075033;-30;50,000456;1;1;0;1;0;0;1;1;1;8;66,445833;132,891667;45;45
392;-30;-29,912309;-30;50,002675;1;1;0;1;0;0;1;1;1;8;66,450000;132,900000;45;45
393;-30;-29,990595;-30;50,001451;1;1;0;1;0;0;1;1;1;8;66,454167;132,908333;45;45
394;-30;-30,090448;-30;50,000050;1;1;0;1;0;0;1;1;1;8;66,458333;132,916667;45;45
395;-30;-29,866558;-30;49,998418;1;1;0;1;0;0;1;1;1;8;66,462500;132,925000;45;45
396;-30;-29,976830;-30;49,999083;1;1;0;1;0;0;1;1;1;8;66,466667;132,933333;45;45
397;-30;-30,012485;-30;50,001844;1;1;0;1;0;0;1;1;1;8;66,470833;132,941667;45;45
398;-30;-29,971394;-30;49,999466;1;1;0;1;0;0;1;1;1;8;66,475000;132,950000;45;45
399;-30;-29,991658;-30;50,000732;1;1;0;1;0;0;1;1;1;8;66,479167;132,958333;45;45
400;-30;-30,066019;-30;49,999173;1;1;0;1;0;0;1;1;1;8;66,483333;132,966667;45;45
401;-30;-29,947992;-30;49,999679;1;1;0;1;0;0;1;1;1;8;66,487500;132,975000;45;45
402;-30;-30,017437;-30;49,997558;1;1;0;1;0;0;1;1;1;8;66,491667;132,983333;45;45
403;-30;-30,023009;-30;50,000527;1;1;0;1;0;0;1;1;1;8;66,495833;132,991667;45;45
404;-30;-30,015999;-30;50,002152;1;1;0;1;0;0;1;1;1;8;66,500000;133,000000;45;45
405;-30;-30,026333;-30;49,995413;1;1;0;1;0;0;1;1;1;8;66,504167;133,008333;45;45
406;-30;-29,934729;-30;49,997553;1;1;0;1;0;0;1;1;1;8;66,508333;133,016667;45;45
407;-30;-29,993134;-30;50,001597;1;1;0;1;0;0;1;1;1;8;66,512500;133,025000;45;45
408;-30;-29,959537;-30;49,999202;1;1;0;1;0;0;1;1;1;8;66,516667;133,033333;45;45
409;-30;-29,994152;-30;50,002131;1;1;0;1;0;0;1;1;1;8;66,520833;133,041667;45;45
410;-30;-30,071000;-30;50,003277;1;1;0;1;0;0;1;1;1;8;66,525000;133,050000;45;45
411;-30;-29,960072;-30;50,000412;1;1;0;1;0;0;1;1;1;8;66,529167;133,058333;45;45
412;-30;-29,984490;-30;50,001613;1;1;0;1;0;0;1;1;1;8;66,533333;133,066667;45;45
413;-30;-29,945767;-30;50,000410;1;1;0;1;0;0;1;1;1;8;66,537500;133,075000;45;45
414;-30;-30,132400;-30;50,001278;1;1;0;1;0;0;1;1;1;8;66,541667;133,083333;45;45
415;-30;-29,918997;-30;50,000917;1;1;0;1;0;0;1;1;1;8;66,545833;133,091667;45;45
416;-30;-30,071485;-30;49,997249;1;1;0;1;0;0;1;1;1;8;66,550000;133,100000;45;45
417;-30;-29,913404;-30;49,999144;1;1;0;1;0;0;1;1;1;8;66,554167;133,108333;45;45
418;-30;-30,150800;-30;49,999304;1;1;0;1;0;0;1;1;1;8;66,558333;133,116667;45;45
419;-30;-30,026736;-30;50,000526;1;1;0;1;0;0;1;1;1;8;66,562500;133,125000;45;45
420;-30;-30,038962;-30;49,997856;1;1;0;1;0;0;1;1;1;8;66,566667;133,133333;45;45
