# YHDA_VERSION=0.6.3
# TEST_SERVICE=SFK
# PLANT_TYPE=EDUEDT
# STEP_ID=AGC_LOWER
# STEP_NAME=AGC — negatif rezerv etkinleştirme
# TESIS_ADI=YHDA Örnek EDT SFK
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=100.0
# NOMINAL_VOLTAGE_KV=154.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.3
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=1000
# SFK_MIN_MW=-40
# SFK_MAX_MW=40
# SFK_RESERVE_MW=40
# AGC_INTERFACE=MYTM OÜK/AGC
# SETPOINT_ROUNDTRIP_S=4
# ENERGY_CAPACITY_MWH=200
# SOC_INITIAL_PERCENT=65
ZAMAN;SIRA_NO;agc_setpoint_mw;active_power_mw;setpoint_feedback_mw;grid_frequency_hz;lmin;lmax;lloc;lrem;lman;lmic;lpwr;genstat;pfco;governor_droop_pct;soc_pct;stored_energy_mwh;available_up_mw;available_down_mw
16.8.2026 09:03:03,0s;184;-30;-30,059659;-30;49,996119;1;1;0;1;0;0;1;1;1;8;65,579167;131,158333;45;45
16.8.2026 09:03:04,0s;185;-30;-29,998127;-30;50,001209;1;1;0;1;0;0;1;1;1;8;65,583333;131,166667;45;45
16.8.2026 09:03:05,0s;186;-30;-29,928503;-30;50,000553;1;1;0;1;0;0;1;1;1;8;65,587500;131,175000;45;45
16.8.2026 09:03:06,0s;187;-30;-29,990814;-30;50,001188;1;1;0;1;0;0;1;1;1;8;65,591667;131,183333;45;45
16.8.2026 09:03:07,0s;188;-30;-30,039597;-30;50,000729;1;1;0;1;0;0;1;1;1;8;65,595833;131,191667;45;45
16.8.2026 09:03:08,0s;189;-30;-30,001085;-30;49,998913;1;1;0;1;0;0;1;1;1;8;65,600000;131,200000;45;45
16.8.2026 09:03:09,0s;190;-30;-30,125019;-30;49,998238;1;1;0;1;0;0;1;1;1;8;65,604167;131,208333;45;45
16.8.2026 09:03:10,0s;191;-30;-29,881749;-30;50,000789;1;1;0;1;0;0;1;1;1;8;65,608333;131,216667;45;45
16.8.2026 09:03:11,0s;192;-30;-30,045782;-30;50,000581;1;1;0;1;0;0;1;1;1;8;65,612500;131,225000;45;45
16.8.2026 09:03:12,0s;193;-30;-30,038093;-30;49,999328;1;1;0;1;0;0;1;1;1;8;65,616667;131,233333;45;45
16.8.2026 09:03:13,0s;194;-30;-30,071993;-30;50,000095;1;1;0;1;0;0;1;1;1;8;65,620833;131,241667;45;45
16.8.2026 09:03:14,0s;195;-30;-29,937488;-30;50,000517;1;1;0;1;0;0;1;1;1;8;65,625000;131,250000;45;45
16.8.2026 09:03:15,0s;196;-30;-29,938664;-30;49,998623;1;1;0;1;0;0;1;1;1;8;65,629167;131,258333;45;45
16.8.2026 09:03:16,0s;197;-30;-29,987486;-30;50,001714;1;1;0;1;0;0;1;1;1;8;65,633333;131,266667;45;45
16.8.2026 09:03:17,0s;198;-30;-30,095217;-30;50,001122;1;1;0;1;0;0;1;1;1;8;65,637500;131,275000;45;45
16.8.2026 09:03:18,0s;199;-30;-30,091004;-30;50,003985;1;1;0;1;0;0;1;1;1;8;65,641667;131,283333;45;45
16.8.2026 09:03:19,0s;200;-30;-29,874275;-30;50,000635;1;1;0;1;0;0;1;1;1;8;65,645833;131,291667;45;45
16.8.2026 09:03:20,0s;201;-30;-29,975298;-30;49,998495;1;1;0;1;0;0;1;1;1;8;65,650000;131,300000;45;45
16.8.2026 09:03:21,0s;202;-30;-29,986579;-30;49,998856;1;1;0;1;0;0;1;1;1;8;65,654167;131,308333;45;45
16.8.2026 09:03:22,0s;203;-30;-30,004869;-30;50,001280;1;1;0;1;0;0;1;1;1;8;65,658333;131,316667;45;45
16.8.2026 09:03:23,0s;204;-30;-29,930375;-30;50,002411;1;1;0;1;0;0;1;1;1;8;65,662500;131,325000;45;45
16.8.2026 09:03:24,0s;205;-30;-30,030648;-30;49,998967;1;1;0;1;0;0;1;1;1;8;65,666667;131,333333;45;45
16.8.2026 09:03:25,0s;206;-30;-29,963055;-30;50,000809;1;1;0;1;0;0;1;1;1;8;65,670833;131,341667;45;45
16.8.2026 09:03:26,0s;207;-30;-30,074141;-30;49,999728;1;1;0;1;0;0;1;1;1;8;65,675000;131,350000;45;45
16.8.2026 09:03:27,0s;208;-30;-30,015688;-30;49,999856;1;1;0;1;0;0;1;1;1;8;65,679167;131,358333;45;45
16.8.2026 09:03:28,0s;209;-30;-30,016909;-30;49,998380;1;1;0;1;0;0;1;1;1;8;65,683333;131,366667;45;45
16.8.2026 09:03:29,0s;210;-30;-29,963566;-30;50,003510;1;1;0;1;0;0;1;1;1;8;65,687500;131,375000;45;45
16.8.2026 09:03:30,0s;211;-30;-29,990738;-30;49,999405;1;1;0;1;0;0;1;1;1;8;65,691667;131,383333;45;45
16.8.2026 09:03:31,0s;212;-30;-30,049404;-30;49,999733;1;1;0;1;0;0;1;1;1;8;65,695833;131,391667;45;45
16.8.2026 09:03:32,0s;213;-30;-29,987715;-30;49,999320;1;1;0;1;0;0;1;1;1;8;65,700000;131,400000;45;45
16.8.2026 09:03:33,0s;214;-30;-30,033998;-30;50,003786;1;1;0;1;0;0;1;1;1;8;65,704167;131,408333;45;45
16.8.2026 09:03:34,0s;215;-30;-29,959378;-30;50,002885;1;1;0;1;0;0;1;1;1;8;65,708333;131,416667;45;45
16.8.2026 09:03:35,0s;216;-30;-29,972174;-30;50,000087;1;1;0;1;0;0;1;1;1;8;65,712500;131,425000;45;45
16.8.2026 09:03:36,0s;217;-30;-30,045366;-30;49,999828;1;1;0;1;0;0;1;1;1;8;65,716667;131,433333;45;45
16.8.2026 09:03:37,0s;218;-30;-30,143651;-30;49,999249;1;1;0;1;0;0;1;1;1;8;65,720833;131,441667;45;45
16.8.2026 09:03:38,0s;219;-30;-29,968669;-30;49,999788;1;1;0;1;0;0;1;1;1;8;65,725000;131,450000;45;45
16.8.2026 09:03:39,0s;220;-30;-29,936367;-30;49,997405;1;1;0;1;0;0;1;1;1;8;65,729167;131,458333;45;45
16.8.2026 09:03:40,0s;221;-30;-29,984589;-30;49,998350;1;1;0;1;0;0;1;1;1;8;65,733333;131,466667;45;45
16.8.2026 09:03:41,0s;222;-30;-30,029287;-30;50,000600;1;1;0;1;0;0;1;1;1;8;65,737500;131,475000;45;45
16.8.2026 09:03:42,0s;223;-30;-29,968566;-30;50,001647;1;1;0;1;0;0;1;1;1;8;65,741667;131,483333;45;45
16.8.2026 09:03:43,0s;224;-30;-30,005948;-30;50,004112;1;1;0;1;0;0;1;1;1;8;65,745833;131,491667;45;45
16.8.2026 09:03:44,0s;225;-30;-30,025144;-30;49,998098;1;1;0;1;0;0;1;1;1;8;65,750000;131,500000;45;45
16.8.2026 09:03:45,0s;226;-30;-30,016292;-30;50,000007;1;1;0;1;0;0;1;1;1;8;65,754167;131,508333;45;45
16.8.2026 09:03:46,0s;227;-30;-29,995257;-30;50,000852;1;1;0;1;0;0;1;1;1;8;65,758333;131,516667;45;45
16.8.2026 09:03:47,0s;228;-30;-30,031747;-30;49,998088;1;1;0;1;0;0;1;1;1;8;65,762500;131,525000;45;45
16.8.2026 09:03:48,0s;229;-30;-29,950011;-30;49,997501;1;1;0;1;0;0;1;1;1;8;65,766667;131,533333;45;45
16.8.2026 09:03:49,0s;230;-30;-30,069308;-30;50,000056;1;1;0;1;0;0;1;1;1;8;65,770833;131,541667;45;45
16.8.2026 09:03:50,0s;231;-30;-30,013388;-30;50,001081;1;1;0;1;0;0;1;1;1;8;65,775000;131,550000;45;45
16.8.2026 09:03:51,0s;232;-30;-29,992391;-30;49,998249;1;1;0;1;0;0;1;1;1;8;65,779167;131,558333;45;45
16.8.2026 09:03:52,0s;233;-30;-29,959344;-30;49,999646;1;1;0;1;0;0;1;1;1;8;65,783333;131,566667;45;45
16.8.2026 09:03:53,0s;234;-30;-30,021911;-30;49,998255;1;1;0;1;0;0;1;1;1;8;65,787500;131,575000;45;45
16.8.2026 09:03:54,0s;235;-30;-29,975424;-30;50,000403;1;1;0;1;0;0;1;1;1;8;65,791667;131,583333;45;45
16.8.2026 09:03:55,0s;236;-30;-29,976239;-30;49,999510;1;1;0;1;0;0;1;1;1;8;65,795833;131,591667;45;45
16.8.2026 09:03:56,0s;237;-30;-29,972880;-30;50,000242;1;1;0;1;0;0;1;1;1;8;65,800000;131,600000;45;45
16.8.2026 09:03:57,0s;238;-30;-30,016340;-30;50,001374;1;1;0;1;0;0;1;1;1;8;65,804167;131,608333;45;45
16.8.2026 09:03:58,0s;239;-30;-29,958635;-30;50,002320;1;1;0;1;0;0;1;1;1;8;65,808333;131,616667;45;45
16.8.2026 09:03:59,0s;240;-30;-29,905538;-30;50,001670;1;1;0;1;0;0;1;1;1;8;65,812500;131,625000;45;45
16.8.2026 09:04:00,0s;241;-30;-29,961926;-30;49,998408;1;1;0;1;0;0;1;1;1;8;65,816667;131,633333;45;45
16.8.2026 09:04:01,0s;242;-30;-30,030780;-30;50,002023;1;1;0;1;0;0;1;1;1;8;65,820833;131,641667;45;45
16.8.2026 09:04:02,0s;243;-30;-29,966827;-30;50,002748;1;1;0;1;0;0;1;1;1;8;65,825000;131,650000;45;45
16.8.2026 09:04:03,0s;244;-30;-30,033564;-30;49,999709;1;1;0;1;0;0;1;1;1;8;65,829167;131,658333;45;45
16.8.2026 09:04:04,0s;245;-30;-30,028532;-30;49,997405;1;1;0;1;0;0;1;1;1;8;65,833333;131,666667;45;45
16.8.2026 09:04:05,0s;246;-30;-30,029769;-30;49,998636;1;1;0;1;0;0;1;1;1;8;65,837500;131,675000;45;45
16.8.2026 09:04:06,0s;247;-30;-29,843688;-30;49,998360;1;1;0;1;0;0;1;1;1;8;65,841667;131,683333;45;45
16.8.2026 09:04:07,0s;248;-30;-30,034154;-30;50,000446;1;1;0;1;0;0;1;1;1;8;65,845833;131,691667;45;45
16.8.2026 09:04:08,0s;249;-30;-29,970564;-30;49,999990;1;1;0;1;0;0;1;1;1;8;65,850000;131,700000;45;45
16.8.2026 09:04:09,0s;250;-30;-29,950742;-30;49,998545;1;1;0;1;0;0;1;1;1;8;65,854167;131,708333;45;45
16.8.2026 09:04:10,0s;251;-30;-30,095839;-30;49,998959;1;1;0;1;0;0;1;1;1;8;65,858333;131,716667;45;45
16.8.2026 09:04:11,0s;252;-30;-30,013271;-30;49,998767;1;1;0;1;0;0;1;1;1;8;65,862500;131,725000;45;45
16.8.2026 09:04:12,0s;253;-30;-30,017730;-30;49,999235;1;1;0;1;0;0;1;1;1;8;65,866667;131,733333;45;45
16.8.2026 09:04:13,0s;254;-30;-29,957338;-30;49,999642;1;1;0;1;0;0;1;1;1;8;65,870833;131,741667;45;45
16.8.2026 09:04:14,0s;255;-30;-29,980239;-30;49,999768;1;1;0;1;0;0;1;1;1;8;65,875000;131,750000;45;45
16.8.2026 09:04:15,0s;256;-30;-30,000657;-30;49,999764;1;1;0;1;0;0;1;1;1;8;65,879167;131,758333;45;45
16.8.2026 09:04:16,0s;257;-30;-29,974172;-30;50,001604;1;1;0;1;0;0;1;1;1;8;65,883333;131,766667;45;45
16.8.2026 09:04:17,0s;258;-30;-29,997570;-30;50,000920;1;1;0;1;0;0;1;1;1;8;65,887500;131,775000;45;45
16.8.2026 09:04:18,0s;259;-30;-30,085883;-30;50,003012;1;1;0;1;0;0;1;1;1;8;65,891667;131,783333;45;45
16.8.2026 09:04:19,0s;260;-30;-30,014823;-30;49,999248;1;1;0;1;0;0;1;1;1;8;65,895833;131,791667;45;45
16.8.2026 09:04:20,0s;261;-30;-29,980399;-30;50,002892;1;1;0;1;0;0;1;1;1;8;65,900000;131,800000;45;45
16.8.2026 09:04:21,0s;262;-30;-30,052721;-30;49,998972;1;1;0;1;0;0;1;1;1;8;65,904167;131,808333;45;45
16.8.2026 09:04:22,0s;263;-30;-30,035547;-30;49,999571;1;1;0;1;0;0;1;1;1;8;65,908333;131,816667;45;45
16.8.2026 09:04:23,0s;264;-30;-30,048426;-30;50,001253;1;1;0;1;0;0;1;1;1;8;65,912500;131,825000;45;45
16.8.2026 09:04:24,0s;265;-30;-30,098702;-30;50,002804;1;1;0;1;0;0;1;1;1;8;65,916667;131,833333;45;45
16.8.2026 09:04:25,0s;266;-30;-30,083293;-30;50,001784;1;1;0;1;0;0;1;1;1;8;65,920833;131,841667;45;45
16.8.2026 09:04:26,0s;267;-30;-30,024459;-30;50,000428;1;1;0;1;0;0;1;1;1;8;65,925000;131,850000;45;45
16.8.2026 09:04:27,0s;268;-30;-30,060176;-30;49,999434;1;1;0;1;0;0;1;1;1;8;65,929167;131,858333;45;45
16.8.2026 09:04:28,0s;269;-30;-30,061465;-30;49,999955;1;1;0;1;0;0;1;1;1;8;65,933333;131,866667;45;45
16.8.2026 09:04:29,0s;270;-30;-30,070542;-30;49,999891;1;1;0;1;0;0;1;1;1;8;65,937500;131,875000;45;45
16.8.2026 09:04:30,0s;271;-30;-29,942827;-30;49,997609;1;1;0;1;0;0;1;1;1;8;65,941667;131,883333;45;45
16.8.2026 09:04:31,0s;272;-30;-29,980381;-30;49,999197;1;1;0;1;0;0;1;1;1;8;65,945833;131,891667;45;45
16.8.2026 09:04:32,0s;273;-30;-29,949387;-30;49,998438;1;1;0;1;0;0;1;1;1;8;65,950000;131,900000;45;45
16.8.2026 09:04:33,0s;274;-30;-30,056121;-30;50,000742;1;1;0;1;0;0;1;1;1;8;65,954167;131,908333;45;45
16.8.2026 09:04:34,0s;275;-30;-29,986566;-30;50,000388;1;1;0;1;0;0;1;1;1;8;65,958333;131,916667;45;45
16.8.2026 09:04:35,0s;276;-30;-30,046445;-30;50,000923;1;1;0;1;0;0;1;1;1;8;65,962500;131,925000;45;45
16.8.2026 09:04:36,0s;277;-30;-30,040300;-30;50,005287;1;1;0;1;0;0;1;1;1;8;65,966667;131,933333;45;45
16.8.2026 09:04:37,0s;278;-30;-29,962590;-30;50,000945;1;1;0;1;0;0;1;1;1;8;65,970833;131,941667;45;45
16.8.2026 09:04:38,0s;279;-30;-30,059013;-30;50,001322;1;1;0;1;0;0;1;1;1;8;65,975000;131,950000;45;45
16.8.2026 09:04:39,0s;280;-30;-29,970451;-30;50,000297;1;1;0;1;0;0;1;1;1;8;65,979167;131,958333;45;45
16.8.2026 09:04:40,0s;281;-30;-29,975526;-30;49,997311;1;1;0;1;0;0;1;1;1;8;65,983333;131,966667;45;45
16.8.2026 09:04:41,0s;282;-30;-30,065088;-30;50,000365;1;1;0;1;0;0;1;1;1;8;65,987500;131,975000;45;45
16.8.2026 09:04:42,0s;283;-30;-29,973813;-30;50,000691;1;1;0;1;0;0;1;1;1;8;65,991667;131,983333;45;45
16.8.2026 09:04:43,0s;284;-30;-30,002849;-30;49,997030;1;1;0;1;0;0;1;1;1;8;65,995833;131,991667;45;45
16.8.2026 09:04:44,0s;285;-30;-29,949777;-30;50,000072;1;1;0;1;0;0;1;1;1;8;66,000000;132,000000;45;45
16.8.2026 09:04:45,0s;286;-30;-29,975596;-30;49,996553;1;1;0;1;0;0;1;1;1;8;66,004167;132,008333;45;45
16.8.2026 09:04:46,0s;287;-30;-29,908304;-30;49,997992;1;1;0;1;0;0;1;1;1;8;66,008333;132,016667;45;45
16.8.2026 09:04:47,0s;288;-30;-29,974933;-30;49,999667;1;1;0;1;0;0;1;1;1;8;66,012500;132,025000;45;45
16.8.2026 09:04:48,0s;289;-30;-29,972476;-30;49,999672;1;1;0;1;0;0;1;1;1;8;66,016667;132,033333;45;45
16.8.2026 09:04:49,0s;290;-30;-29,966692;-30;50,000691;1;1;0;1;0;0;1;1;1;8;66,020833;132,041667;45;45
16.8.2026 09:04:50,0s;291;-30;-29,994777;-30;49,999445;1;1;0;1;0;0;1;1;1;8;66,025000;132,050000;45;45
16.8.2026 09:04:51,0s;292;-30;-30,102087;-30;50,000342;1;1;0;1;0;0;1;1;1;8;66,029167;132,058333;45;45
16.8.2026 09:04:52,0s;293;-30;-29,965646;-30;49,999376;1;1;0;1;0;0;1;1;1;8;66,033333;132,066667;45;45
16.8.2026 09:04:53,0s;294;-30;-29,881242;-30;50,001888;1;1;0;1;0;0;1;1;1;8;66,037500;132,075000;45;45
16.8.2026 09:04:54,0s;295;-30;-29,943835;-30;49,997523;1;1;0;1;0;0;1;1;1;8;66,041667;132,083333;45;45
16.8.2026 09:04:55,0s;296;-30;-29,985591;-30;50,000344;1;1;0;1;0;0;1;1;1;8;66,045833;132,091667;45;45
16.8.2026 09:04:56,0s;297;-30;-29,906457;-30;50,001375;1;1;0;1;0;0;1;1;1;8;66,050000;132,100000;45;45
16.8.2026 09:04:57,0s;298;-30;-29,973728;-30;50,001771;1;1;0;1;0;0;1;1;1;8;66,054167;132,108333;45;45
16.8.2026 09:04:58,0s;299;-30;-30,053466;-30;50,000061;1;1;0;1;0;0;1;1;1;8;66,058333;132,116667;45;45
16.8.2026 09:04:59,0s;300;-30;-29,962911;-30;50,002243;1;1;0;1;0;0;1;1;1;8;66,062500;132,125000;45;45
16.8.2026 09:05:00,0s;301;-30;-30,058113;-30;49,997535;1;1;0;1;0;0;1;1;1;8;66,066667;132,133333;45;45
16.8.2026 09:05:01,0s;302;-30;-29,890026;-30;49,999881;1;1;0;1;0;0;1;1;1;8;66,070833;132,141667;45;45
16.8.2026 09:05:02,0s;303;-30;-30,009192;-30;50,002047;1;1;0;1;0;0;1;1;1;8;66,075000;132,150000;45;45
16.8.2026 09:05:03,0s;304;-30;-30,049848;-30;49,999989;1;1;0;1;0;0;1;1;1;8;66,079167;132,158333;45;45
16.8.2026 09:05:04,0s;305;-30;-30,166843;-30;50,000167;1;1;0;1;0;0;1;1;1;8;66,083333;132,166667;45;45
16.8.2026 09:05:05,0s;306;-30;-29,977424;-30;50,001235;1;1;0;1;0;0;1;1;1;8;66,087500;132,175000;45;45
16.8.2026 09:05:06,0s;307;-30;-29,871846;-30;50,002189;1;1;0;1;0;0;1;1;1;8;66,091667;132,183333;45;45
16.8.2026 09:05:07,0s;308;-30;-30,077005;-30;49,999501;1;1;0;1;0;0;1;1;1;8;66,095833;132,191667;45;45
16.8.2026 09:05:08,0s;309;-30;-29,997045;-30;49,999873;1;1;0;1;0;0;1;1;1;8;66,100000;132,200000;45;45
16.8.2026 09:05:09,0s;310;-30;-30,002612;-30;49,995316;1;1;0;1;0;0;1;1;1;8;66,104167;132,208333;45;45
16.8.2026 09:05:10,0s;311;-30;-29,953242;-30;49,998289;1;1;0;1;0;0;1;1;1;8;66,108333;132,216667;45;45
16.8.2026 09:05:11,0s;312;-30;-30,009670;-30;49,999881;1;1;0;1;0;0;1;1;1;8;66,112500;132,225000;45;45
16.8.2026 09:05:12,0s;313;-30;-30,050924;-30;50,001109;1;1;0;1;0;0;1;1;1;8;66,116667;132,233333;45;45
16.8.2026 09:05:13,0s;314;-30;-30,022055;-30;50,003445;1;1;0;1;0;0;1;1;1;8;66,120833;132,241667;45;45
16.8.2026 09:05:14,0s;315;-30;-30,075086;-30;50,004193;1;1;0;1;0;0;1;1;1;8;66,125000;132,250000;45;45
16.8.2026 09:05:15,0s;316;-30;-30,066946;-30;50,001015;1;1;0;1;0;0;1;1;1;8;66,129167;132,258333;45;45
16.8.2026 09:05:16,0s;317;-30;-30,017268;-30;50,001462;1;1;0;1;0;0;1;1;1;8;66,133333;132,266667;45;45
16.8.2026 09:05:17,0s;318;-30;-30,075830;-30;50,001236;1;1;0;1;0;0;1;1;1;8;66,137500;132,275000;45;45
16.8.2026 09:05:18,0s;319;-30;-30,093578;-30;49,999156;1;1;0;1;0;0;1;1;1;8;66,141667;132,283333;45;45
16.8.2026 09:05:19,0s;320;-30;-30,096746;-30;49,996875;1;1;0;1;0;0;1;1;1;8;66,145833;132,291667;45;45
16.8.2026 09:05:20,0s;321;-30;-29,989115;-30;49,998229;1;1;0;1;0;0;1;1;1;8;66,150000;132,300000;45;45
16.8.2026 09:05:21,0s;322;-30;-30,108396;-30;50,000532;1;1;0;1;0;0;1;1;1;8;66,154167;132,308333;45;45
16.8.2026 09:05:22,0s;323;-30;-29,984186;-30;50,000329;1;1;0;1;0;0;1;1;1;8;66,158333;132,316667;45;45
16.8.2026 09:05:23,0s;324;-30;-29,900151;-30;49,999827;1;1;0;1;0;0;1;1;1;8;66,162500;132,325000;45;45
16.8.2026 09:05:24,0s;325;-30;-29,996210;-30;49,998821;1;1;0;1;0;0;1;1;1;8;66,166667;132,333333;45;45
16.8.2026 09:05:25,0s;326;-30;-29,899415;-30;49,998945;1;1;0;1;0;0;1;1;1;8;66,170833;132,341667;45;45
16.8.2026 09:05:26,0s;327;-30;-30,087378;-30;50,001727;1;1;0;1;0;0;1;1;1;8;66,175000;132,350000;45;45
16.8.2026 09:05:27,0s;328;-30;-29,992344;-30;49,997945;1;1;0;1;0;0;1;1;1;8;66,179167;132,358333;45;45
16.8.2026 09:05:28,0s;329;-30;-30,003834;-30;49,997043;1;1;0;1;0;0;1;1;1;8;66,183333;132,366667;45;45
16.8.2026 09:05:29,0s;330;-30;-29,873566;-30;49,999783;1;1;0;1;0;0;1;1;1;8;66,187500;132,375000;45;45
16.8.2026 09:05:30,0s;331;-30;-30,075795;-30;50,001390;1;1;0;1;0;0;1;1;1;8;66,191667;132,383333;45;45
16.8.2026 09:05:31,0s;332;-30;-29,982229;-30;49,998966;1;1;0;1;0;0;1;1;1;8;66,195833;132,391667;45;45
16.8.2026 09:05:32,0s;333;-30;-30,026607;-30;49,999422;1;1;0;1;0;0;1;1;1;8;66,200000;132,400000;45;45
16.8.2026 09:05:33,0s;334;-30;-29,899220;-30;49,998998;1;1;0;1;0;0;1;1;1;8;66,204167;132,408333;45;45
16.8.2026 09:05:34,0s;335;-30;-30,040053;-30;50,000725;1;1;0;1;0;0;1;1;1;8;66,208333;132,416667;45;45
16.8.2026 09:05:35,0s;336;-30;-30,128471;-30;50,000992;1;1;0;1;0;0;1;1;1;8;66,212500;132,425000;45;45
16.8.2026 09:05:36,0s;337;-30;-30,074056;-30;50,001724;1;1;0;1;0;0;1;1;1;8;66,216667;132,433333;45;45
16.8.2026 09:05:37,0s;338;-30;-29,955178;-30;50,001441;1;1;0;1;0;0;1;1;1;8;66,220833;132,441667;45;45
16.8.2026 09:05:38,0s;339;-30;-29,987330;-30;49,999632;1;1;0;1;0;0;1;1;1;8;66,225000;132,450000;45;45
16.8.2026 09:05:39,0s;340;-30;-30,062208;-30;50,004716;1;1;0;1;0;0;1;1;1;8;66,229167;132,458333;45;45
16.8.2026 09:05:40,0s;341;-30;-29,942775;-30;49,999619;1;1;0;1;0;0;1;1;1;8;66,233333;132,466667;45;45
16.8.2026 09:05:41,0s;342;-30;-30,085489;-30;50,001060;1;1;0;1;0;0;1;1;1;8;66,237500;132,475000;45;45
16.8.2026 09:05:42,0s;343;-30;-29,873395;-30;50,001275;1;1;0;1;0;0;1;1;1;8;66,241667;132,483333;45;45
16.8.2026 09:05:43,0s;344;-30;-30,073432;-30;49,998985;1;1;0;1;0;0;1;1;1;8;66,245833;132,491667;45;45
16.8.2026 09:05:44,0s;345;-30;-30,004485;-30;49,999844;1;1;0;1;0;0;1;1;1;8;66,250000;132,500000;45;45
16.8.2026 09:05:45,0s;346;-30;-30,043939;-30;50,001722;1;1;0;1;0;0;1;1;1;8;66,254167;132,508333;45;45
16.8.2026 09:05:46,0s;347;-30;-29,925585;-30;49,998274;1;1;0;1;0;0;1;1;1;8;66,258333;132,516667;45;45
16.8.2026 09:05:47,0s;348;-30;-30,079743;-30;50,001862;1;1;0;1;0;0;1;1;1;8;66,262500;132,525000;45;45
16.8.2026 09:05:48,0s;349;-30;-30,016113;-30;50,000917;1;1;0;1;0;0;1;1;1;8;66,266667;132,533333;45;45
16.8.2026 09:05:49,0s;350;-30;-29,998533;-30;50,000233;1;1;0;1;0;0;1;1;1;8;66,270833;132,541667;45;45
16.8.2026 09:05:50,0s;351;-30;-29,937612;-30;50,000285;1;1;0;1;0;0;1;1;1;8;66,275000;132,550000;45;45
16.8.2026 09:05:51,0s;352;-30;-30,079724;-30;50,002695;1;1;0;1;0;0;1;1;1;8;66,279167;132,558333;45;45
16.8.2026 09:05:52,0s;353;-30;-30,078943;-30;50,000199;1;1;0;1;0;0;1;1;1;8;66,283333;132,566667;45;45
16.8.2026 09:05:53,0s;354;-30;-30,035332;-30;49,999223;1;1;0;1;0;0;1;1;1;8;66,287500;132,575000;45;45
16.8.2026 09:05:54,0s;355;-30;-30,095495;-30;50,001508;1;1;0;1;0;0;1;1;1;8;66,291667;132,583333;45;45
16.8.2026 09:05:55,0s;356;-30;-30,029072;-30;50,000580;1;1;0;1;0;0;1;1;1;8;66,295833;132,591667;45;45
16.8.2026 09:05:56,0s;357;-30;-30,104411;-30;49,998645;1;1;0;1;0;0;1;1;1;8;66,300000;132,600000;45;45
16.8.2026 09:05:57,0s;358;-30;-30,043213;-30;49,997909;1;1;0;1;0;0;1;1;1;8;66,304167;132,608333;45;45
16.8.2026 09:05:58,0s;359;-30;-29,968226;-30;49,998128;1;1;0;1;0;0;1;1;1;8;66,308333;132,616667;45;45
16.8.2026 09:05:59,0s;360;-30;-29,981282;-30;50,001179;1;1;0;1;0;0;1;1;1;8;66,312500;132,625000;45;45
16.8.2026 09:06:00,0s;361;-30;-30,094703;-30;50,000460;1;1;0;1;0;0;1;1;1;8;66,316667;132,633333;45;45
16.8.2026 09:06:01,0s;362;-30;-30,001680;-30;49,999344;1;1;0;1;0;0;1;1;1;8;66,320833;132,641667;45;45
16.8.2026 09:06:02,0s;363;-30;-29,905396;-30;50,002847;1;1;0;1;0;0;1;1;1;8;66,325000;132,650000;45;45
16.8.2026 09:06:03,0s;364;-30;-30,044191;-30;50,000681;1;1;0;1;0;0;1;1;1;8;66,329167;132,658333;45;45
16.8.2026 09:06:04,0s;365;-30;-29,935306;-30;50,000499;1;1;0;1;0;0;1;1;1;8;66,333333;132,666667;45;45
16.8.2026 09:06:05,0s;366;-30;-29,982976;-30;50,000793;1;1;0;1;0;0;1;1;1;8;66,337500;132,675000;45;45
16.8.2026 09:06:06,0s;367;-30;-30,047448;-30;50,002991;1;1;0;1;0;0;1;1;1;8;66,341667;132,683333;45;45
16.8.2026 09:06:07,0s;368;-30;-29,958516;-30;50,000866;1;1;0;1;0;0;1;1;1;8;66,345833;132,691667;45;45
16.8.2026 09:06:08,0s;369;-30;-30,037028;-30;50,000173;1;1;0;1;0;0;1;1;1;8;66,350000;132,700000;45;45
16.8.2026 09:06:09,0s;370;-30;-29,996125;-30;50,000282;1;1;0;1;0;0;1;1;1;8;66,354167;132,708333;45;45
16.8.2026 09:06:10,0s;371;-30;-30,017366;-30;50,001225;1;1;0;1;0;0;1;1;1;8;66,358333;132,716667;45;45
16.8.2026 09:06:11,0s;372;-30;-30,003161;-30;50,002085;1;1;0;1;0;0;1;1;1;8;66,362500;132,725000;45;45
16.8.2026 09:06:12,0s;373;-30;-30,159718;-30;49,999825;1;1;0;1;0;0;1;1;1;8;66,366667;132,733333;45;45
16.8.2026 09:06:13,0s;374;-30;-30,051324;-30;50,002189;1;1;0;1;0;0;1;1;1;8;66,370833;132,741667;45;45
16.8.2026 09:06:14,0s;375;-30;-29,967337;-30;49,998464;1;1;0;1;0;0;1;1;1;8;66,375000;132,750000;45;45
