# YHDA_VERSION=0.7.1
# TEST_SERVICE=SFHM
# PLANT_TYPE=EDUEDT
# STEP_ID=LFSM_O_50_4
# STEP_NAME=Sınırlı frekans hassasiyet modu — yüksek frekans / 50,4 Hz
# TESIS_ADI=YHDA Örnek SFHM EDT
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=100.0
# NOMINAL_VOLTAGE_KV=154.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YDA v0.7.1
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=100
# SFHM_RESERVE_MW=20
# DROOP_PERCENT=4
# ENERGY_CAPACITY_MWH=200
# SOC_INITIAL_PERCENT=65
# YDA_VERSION=0.7.1
ZAMAN;SIRA_NO;grid_frequency_hz;active_power_mw;active_power_reference_mw;reserve_mw;soc_pct;stored_energy_mwh;dc_power_mw
16.8.2026 09:03:57,4s;2575;50,399981;34,954308;55,000000;20;63,652626;127,305251;35,346446
16.8.2026 09:03:57,5s;2576;50,399977;34,900866;55,000000;20;63,652141;127,304282;35,266998
16.8.2026 09:03:57,6s;2577;50,400053;34,966548;55,000000;20;63,651655;127,303310;35,358099
16.8.2026 09:03:57,7s;2578;50,400494;34,971615;55,000000;20;63,651169;127,302339;35,404236
16.8.2026 09:03:57,8s;2579;50,399770;34,980736;55,000000;20;63,650684;127,301367;35,400621
16.8.2026 09:03:57,9s;2580;50,400054;35,001491;55,000000;20;63,650197;127,300395;35,484884
16.8.2026 09:03:58,0s;2581;50,399834;34,925161;55,000000;20;63,649712;127,299425;35,326653
16.8.2026 09:03:58,1s;2582;50,399761;35,000522;55,000000;20;63,649226;127,298453;35,378943
16.8.2026 09:03:58,2s;2583;50,400065;35,061115;55,000000;20;63,648739;127,297479;35,504863
16.8.2026 09:03:58,3s;2584;50,400491;35,085006;55,000000;20;63,648252;127,296504;35,452451
16.8.2026 09:03:58,4s;2585;50,400384;34,942869;55,000000;20;63,647767;127,295533;35,355384
16.8.2026 09:03:58,5s;2586;50,400228;35,064181;55,000000;20;63,647280;127,294559;35,477824
16.8.2026 09:03:58,6s;2587;50,399807;34,953261;55,000000;20;63,646794;127,293588;35,370504
16.8.2026 09:03:58,7s;2588;50,399977;34,996111;55,000000;20;63,646308;127,292616;35,464469
16.8.2026 09:03:58,8s;2589;50,400746;34,950773;55,000000;20;63,645823;127,291645;35,355143
16.8.2026 09:03:58,9s;2590;50,400193;35,007164;55,000000;20;63,645337;127,290673;35,423061
16.8.2026 09:03:59,0s;2591;50,399645;35,129356;55,000000;20;63,644849;127,289697;35,578435
16.8.2026 09:03:59,1s;2592;50,400096;35,013904;55,000000;20;63,644362;127,288725;35,381679
16.8.2026 09:03:59,2s;2593;50,399871;35,079272;55,000000;20;63,643875;127,287750;35,457404
16.8.2026 09:03:59,3s;2594;50,400427;34,917851;55,000000;20;63,643390;127,286780;35,350345
16.8.2026 09:03:59,4s;2595;50,399554;35,010578;55,000000;20;63,642904;127,285808;35,436473
16.8.2026 09:03:59,5s;2596;50,399984;35,042209;55,000000;20;63,642417;127,284834;35,452581
16.8.2026 09:03:59,6s;2597;50,400422;35,052446;55,000000;20;63,641930;127,283861;35,456026
16.8.2026 09:03:59,7s;2598;50,399962;35,000269;55,000000;20;63,641444;127,282888;35,464852
16.8.2026 09:03:59,8s;2599;50,399813;35,019616;55,000000;20;63,640958;127,281916;35,404840
16.8.2026 09:03:59,9s;2600;50,399888;34,982875;55,000000;20;63,640472;127,280944;35,407811
16.8.2026 09:04:00,0s;2601;50,400339;35,074622;55,000000;20;63,639985;127,279970;35,495145
16.8.2026 09:04:00,1s;2602;50,399468;34,981590;55,000000;20;63,639499;127,278998;35,380326
16.8.2026 09:04:00,2s;2603;50,400006;35,020490;55,000000;20;63,639013;127,278025;35,433045
16.8.2026 09:04:00,3s;2604;50,400331;35,000142;55,000000;20;63,638526;127,277053;35,463978
16.8.2026 09:04:00,4s;2605;50,400284;35,007313;55,000000;20;63,638040;127,276080;35,451751
16.8.2026 09:04:00,5s;2606;50,399377;35,050372;55,000000;20;63,637553;127,275107;35,506192
16.8.2026 09:04:00,6s;2607;50,400019;34,983839;55,000000;20;63,637068;127,274135;35,428753
16.8.2026 09:04:00,7s;2608;50,399892;34,932393;55,000000;20;63,636582;127,273165;35,272431
16.8.2026 09:04:00,8s;2609;50,399653;34,974426;55,000000;20;63,636097;127,272193;35,382040
16.8.2026 09:04:00,9s;2610;50,399703;35,013631;55,000000;20;63,635610;127,271221;35,423639
16.8.2026 09:04:01,0s;2611;50,400272;35,030546;55,000000;20;63,635124;127,270248;35,454154
16.8.2026 09:04:01,1s;2612;50,399729;35,089444;55,000000;20;63,634636;127,269273;35,507282
16.8.2026 09:04:01,2s;2613;50,400490;35,038662;55,000000;20;63,634150;127,268300;35,446655
16.8.2026 09:04:01,3s;2614;50,400041;35,007950;55,000000;20;63,633664;127,267327;35,437545
16.8.2026 09:04:01,4s;2615;50,399714;35,094546;55,000000;20;63,633176;127,266352;35,532576
16.8.2026 09:04:01,5s;2616;50,399917;34,993460;55,000000;20;63,632690;127,265380;35,450133
16.8.2026 09:04:01,6s;2617;50,399441;34,984542;55,000000;20;63,632204;127,264408;35,370917
16.8.2026 09:04:01,7s;2618;50,399805;34,953120;55,000000;20;63,631719;127,263438;35,411209
16.8.2026 09:04:01,8s;2619;50,399861;34,994538;55,000000;20;63,631233;127,262465;35,384871
16.8.2026 09:04:01,9s;2620;50,399809;35,040073;55,000000;20;63,630746;127,261492;35,506279
16.8.2026 09:04:02,0s;2621;50,400147;34,957525;55,000000;20;63,630261;127,260521;35,395763
16.8.2026 09:04:02,1s;2622;50,399793;34,905863;55,000000;20;63,629776;127,259551;35,412701
16.8.2026 09:04:02,2s;2623;50,400237;35,058457;55,000000;20;63,629289;127,258578;35,451199
16.8.2026 09:04:02,3s;2624;50,400163;35,015180;55,000000;20;63,628802;127,257605;35,440434
16.8.2026 09:04:02,4s;2625;50,400468;35,049961;55,000000;20;63,628316;127,256631;35,476939
16.8.2026 09:04:02,5s;2626;50,399381;34,997130;55,000000;20;63,627830;127,255659;35,434282
16.8.2026 09:04:02,6s;2627;50,399963;34,958676;55,000000;20;63,627344;127,254688;35,393665
16.8.2026 09:04:02,7s;2628;50,400435;34,964068;55,000000;20;63,626858;127,253717;35,388296
16.8.2026 09:04:02,8s;2629;50,399918;34,952152;55,000000;20;63,626373;127,252746;35,352394
16.8.2026 09:04:02,9s;2630;50,399617;34,962959;55,000000;20;63,625887;127,251775;35,375901
16.8.2026 09:04:03,0s;2631;50,399875;35,023966;55,000000;20;63,625401;127,250802;35,464161
16.8.2026 09:04:03,1s;2632;50,399724;34,952421;55,000000;20;63,624916;127,249831;35,413085
16.8.2026 09:04:03,2s;2633;50,399251;35,038416;55,000000;20;63,624429;127,248858;35,475680
16.8.2026 09:04:03,3s;2634;50,400438;34,971330;55,000000;20;63,623943;127,247886;35,372594
16.8.2026 09:04:03,4s;2635;50,400126;34,959306;55,000000;20;63,623458;127,246915;35,449063
16.8.2026 09:04:03,5s;2636;50,400447;34,865676;55,000000;20;63,622973;127,245947;35,319952
16.8.2026 09:04:03,6s;2637;50,399842;34,985716;55,000000;20;63,622487;127,244975;35,382445
16.8.2026 09:04:03,7s;2638;50,399678;34,971334;55,000000;20;63,622002;127,244003;35,374702
16.8.2026 09:04:03,8s;2639;50,400157;34,954459;55,000000;20;63,621516;127,243033;35,396769
16.8.2026 09:04:03,9s;2640;50,400235;35,031089;55,000000;20;63,621030;127,242059;35,459487
16.8.2026 09:04:04,0s;2641;50,399598;35,001386;55,000000;20;63,620544;127,241087;35,443713
16.8.2026 09:04:04,1s;2642;50,399910;35,052970;55,000000;20;63,620057;127,240113;35,472668
16.8.2026 09:04:04,2s;2643;50,399687;35,012519;55,000000;20;63,619570;127,239141;35,402689
16.8.2026 09:04:04,3s;2644;50,399698;35,050942;55,000000;20;63,619084;127,238167;35,513706
16.8.2026 09:04:04,4s;2645;50,399963;35,029090;55,000000;20;63,618597;127,237194;35,494632
16.8.2026 09:04:04,5s;2646;50,400233;35,002017;55,000000;20;63,618111;127,236222;35,444173
16.8.2026 09:04:04,6s;2647;50,400001;35,054341;55,000000;20;63,617624;127,235248;35,477018
16.8.2026 09:04:04,7s;2648;50,399953;34,935626;55,000000;20;63,617139;127,234278;35,366758
16.8.2026 09:04:04,8s;2649;50,399751;34,959850;55,000000;20;63,616653;127,233307;35,383434
16.8.2026 09:04:04,9s;2650;50,400324;35,075124;55,000000;20;63,616166;127,232332;35,531986
16.8.2026 09:04:05,0s;2651;50,400299;34,942199;55,000000;20;63,615681;127,231362;35,378862
16.8.2026 09:04:05,1s;2652;50,400488;34,972784;55,000000;20;63,615195;127,230390;35,406879
16.8.2026 09:04:05,2s;2653;50,400428;34,937983;55,000000;20;63,614710;127,229420;35,341454
16.8.2026 09:04:05,3s;2654;50,399955;34,987319;55,000000;20;63,614224;127,228448;35,453222
16.8.2026 09:04:05,4s;2655;50,400092;34,979634;55,000000;20;63,613738;127,227476;35,409489
16.8.2026 09:04:05,5s;2656;50,399916;34,921641;55,000000;20;63,613253;127,226506;35,327889
16.8.2026 09:04:05,6s;2657;50,399800;35,063876;55,000000;20;63,612766;127,225532;35,482352
16.8.2026 09:04:05,7s;2658;50,400413;34,939135;55,000000;20;63,612281;127,224562;35,350401
16.8.2026 09:04:05,8s;2659;50,400175;35,056445;55,000000;20;63,611794;127,223588;35,449689
16.8.2026 09:04:05,9s;2660;50,399909;35,006089;55,000000;20;63,611308;127,222616;35,382077
16.8.2026 09:04:06,0s;2661;50,399629;34,982780;55,000000;20;63,610822;127,221644;35,375292
16.8.2026 09:04:06,1s;2662;50,399547;35,023013;55,000000;20;63,610335;127,220671;35,440329
16.8.2026 09:04:06,2s;2663;50,400689;35,019091;55,000000;20;63,609849;127,219698;35,479819
16.8.2026 09:04:06,3s;2664;50,400071;34,978070;55,000000;20;63,609363;127,218727;35,367674
16.8.2026 09:04:06,4s;2665;50,400267;35,010710;55,000000;20;63,608877;127,217754;35,423448
16.8.2026 09:04:06,5s;2666;50,400079;35,028318;55,000000;20;63,608391;127,216781;35,444991
16.8.2026 09:04:06,6s;2667;50,400000;35,038000;55,000000;20;63,607904;127,215808;35,483483
16.8.2026 09:04:06,7s;2668;50,399737;34,966530;55,000000;20;63,607418;127,214836;35,352043
16.8.2026 09:04:06,8s;2669;50,400572;35,051938;55,000000;20;63,606931;127,213863;35,479669
16.8.2026 09:04:06,9s;2670;50,399652;35,023430;55,000000;20;63,606445;127,212890;35,459103
16.8.2026 09:04:07,0s;2671;50,400000;35,001046;55,000000;20;63,605959;127,211918;35,384789
16.8.2026 09:04:07,1s;2672;50,400221;35,043913;55,000000;20;63,605472;127,210944;35,476300
16.8.2026 09:04:07,2s;2673;50,399463;35,053802;55,000000;20;63,604985;127,209971;35,488704
16.8.2026 09:04:07,3s;2674;50,399740;35,041361;55,000000;20;63,604499;127,208997;35,466509
16.8.2026 09:04:07,4s;2675;50,399849;35,038260;55,000000;20;63,604012;127,208024;35,472725
16.8.2026 09:04:07,5s;2676;50,399582;35,002316;55,000000;20;63,603526;127,207052;35,448113
16.8.2026 09:04:07,6s;2677;50,400111;34,983100;55,000000;20;63,603040;127,206080;35,394266
16.8.2026 09:04:07,7s;2678;50,400076;35,019551;55,000000;20;63,602554;127,205107;35,443736
16.8.2026 09:04:07,8s;2679;50,400019;35,019158;55,000000;20;63,602067;127,204134;35,479670
16.8.2026 09:04:07,9s;2680;50,400391;35,073664;55,000000;20;63,601580;127,203160;35,457434
16.8.2026 09:04:08,0s;2681;50,400346;35,108479;55,000000;20;63,601092;127,202185;35,511558
16.8.2026 09:04:08,1s;2682;50,399912;34,999704;55,000000;20;63,600606;127,201213;35,405600
16.8.2026 09:04:08,2s;2683;50,400871;34,982832;55,000000;20;63,600120;127,200241;35,421046
16.8.2026 09:04:08,3s;2684;50,399933;35,030861;55,000000;20;63,599634;127,199268;35,438991
16.8.2026 09:04:08,4s;2685;50,399640;34,995555;55,000000;20;63,599148;127,198296;35,391982
16.8.2026 09:04:08,5s;2686;50,399895;35,031894;55,000000;20;63,598661;127,197323;35,482108
16.8.2026 09:04:08,6s;2687;50,399918;35,029681;55,000000;20;63,598175;127,196349;35,451784
16.8.2026 09:04:08,7s;2688;50,400013;35,032527;55,000000;20;63,597688;127,195376;35,476207
16.8.2026 09:04:08,8s;2689;50,400170;34,952726;55,000000;20;63,597203;127,194405;35,256375
16.8.2026 09:04:08,9s;2690;50,400419;34,904800;55,000000;20;63,596718;127,193436;35,356019
16.8.2026 09:04:09,0s;2691;50,400346;35,041253;55,000000;20;63,596231;127,192463;35,480528
16.8.2026 09:04:09,1s;2692;50,399985;34,998318;55,000000;20;63,595745;127,191490;35,438672
16.8.2026 09:04:09,2s;2693;50,400204;35,058315;55,000000;20;63,595258;127,190516;35,407882
16.8.2026 09:04:09,3s;2694;50,400414;35,035545;55,000000;20;63,594772;127,189543;35,477587
16.8.2026 09:04:09,4s;2695;50,399604;35,030140;55,000000;20;63,594285;127,188570;35,445550
16.8.2026 09:04:09,5s;2696;50,400099;35,063576;55,000000;20;63,593798;127,187596;35,490952
16.8.2026 09:04:09,6s;2697;50,399953;35,015932;55,000000;20;63,593312;127,186624;35,437691
16.8.2026 09:04:09,7s;2698;50,400353;35,027032;55,000000;20;63,592825;127,185651;35,458060
16.8.2026 09:04:09,8s;2699;50,400055;35,006232;55,000000;20;63,592339;127,184678;35,432565
16.8.2026 09:04:09,9s;2700;50,399677;35,002554;55,000000;20;63,591853;127,183706;35,436905
16.8.2026 09:04:10,0s;2701;50,400342;35,027272;55,000000;20;63,591366;127,182733;35,486473
16.8.2026 09:04:10,1s;2702;50,400019;34,943489;55,000000;20;63,590881;127,181762;35,353750
16.8.2026 09:04:10,2s;2703;50,400363;35,011006;55,000000;20;63,590395;127,180790;35,427706
16.8.2026 09:04:10,3s;2704;50,399665;35,003839;55,000000;20;63,589909;127,179817;35,382035
16.8.2026 09:04:10,4s;2705;50,399565;34,913086;55,000000;20;63,589424;127,178848;35,281177
16.8.2026 09:04:10,5s;2706;50,399703;34,876285;55,000000;20;63,588939;127,177879;35,322318
16.8.2026 09:04:10,6s;2707;50,399706;35,027239;55,000000;20;63,588453;127,176906;35,515463
16.8.2026 09:04:10,7s;2708;50,400147;35,016884;55,000000;20;63,587967;127,175933;35,455361
16.8.2026 09:04:10,8s;2709;50,399971;34,964455;55,000000;20;63,587481;127,174962;35,416203
16.8.2026 09:04:10,9s;2710;50,400540;35,027010;55,000000;20;63,586994;127,173989;35,432530
16.8.2026 09:04:11,0s;2711;50,400195;35,008039;55,000000;20;63,586508;127,173017;35,464300
16.8.2026 09:04:11,1s;2712;50,399935;35,000727;55,000000;20;63,586022;127,172044;35,409264
16.8.2026 09:04:11,2s;2713;50,400123;34,961808;55,000000;20;63,585537;127,171073;35,466499
16.8.2026 09:04:11,3s;2714;50,400451;35,062605;55,000000;20;63,585050;127,170099;35,480439
16.8.2026 09:04:11,4s;2715;50,400091;35,057532;55,000000;20;63,584563;127,169125;35,497860
16.8.2026 09:04:11,5s;2716;50,399919;34,980228;55,000000;20;63,584077;127,168154;35,382616
16.8.2026 09:04:11,6s;2717;50,399965;34,988203;55,000000;20;63,583591;127,167182;35,413702
16.8.2026 09:04:11,7s;2718;50,400417;35,011656;55,000000;20;63,583105;127,166209;35,437727
16.8.2026 09:04:11,8s;2719;50,399973;35,006656;55,000000;20;63,582618;127,165237;35,420496
16.8.2026 09:04:11,9s;2720;50,399968;35,002303;55,000000;20;63,582132;127,164265;35,414283
16.8.2026 09:04:12,0s;2721;50,399903;35,072121;55,000000;20;63,581645;127,163290;35,472518
16.8.2026 09:04:12,1s;2722;50,400435;35,025793;55,000000;20;63,581159;127,162317;35,474905
16.8.2026 09:04:12,2s;2723;50,400338;35,078134;55,000000;20;63,580671;127,161343;35,468217
16.8.2026 09:04:12,3s;2724;50,400091;35,065562;55,000000;20;63,580184;127,160369;35,492485
16.8.2026 09:04:12,4s;2725;50,400007;35,047384;55,000000;20;63,579698;127,159395;35,472602
16.8.2026 09:04:12,5s;2726;50,399788;34,999322;55,000000;20;63,579212;127,158423;35,435017
16.8.2026 09:04:12,6s;2727;50,400240;34,929082;55,000000;20;63,578726;127,157453;35,409610
16.8.2026 09:04:12,7s;2728;50,400041;34,989926;55,000000;20;63,578240;127,156481;35,385471
16.8.2026 09:04:12,8s;2729;50,400172;35,075698;55,000000;20;63,577753;127,155507;35,515467
16.8.2026 09:04:12,9s;2730;50,399921;34,970464;55,000000;20;63,577268;127,154535;35,403176
16.8.2026 09:04:13,0s;2731;50,400406;34,983132;55,000000;20;63,576782;127,153563;35,455663
16.8.2026 09:04:13,1s;2732;50,399470;34,954138;55,000000;20;63,576296;127,152593;35,350094
16.8.2026 09:04:13,2s;2733;50,400099;35,065258;55,000000;20;63,575809;127,151619;35,452407
16.8.2026 09:04:13,3s;2734;50,400014;34,966866;55,000000;20;63,575324;127,150647;35,377655
16.8.2026 09:04:13,4s;2735;50,400483;34,999747;55,000000;20;63,574837;127,149675;35,437607
16.8.2026 09:04:13,5s;2736;50,399651;35,069527;55,000000;20;63,574350;127,148701;35,508809
16.8.2026 09:04:13,6s;2737;50,400228;35,003504;55,000000;20;63,573864;127,147729;35,404171
16.8.2026 09:04:13,7s;2738;50,400403;35,035305;55,000000;20;63,573378;127,146755;35,465676
16.8.2026 09:04:13,8s;2739;50,400022;34,987995;55,000000;20;63,572892;127,145783;35,416124
16.8.2026 09:04:13,9s;2740;50,400412;34,971015;55,000000;20;63,572406;127,144812;35,452884
16.8.2026 09:04:14,0s;2741;50,400049;34,936752;55,000000;20;63,571921;127,143842;35,320889
16.8.2026 09:04:14,1s;2742;50,400179;35,003477;55,000000;20;63,571435;127,142869;35,414439
16.8.2026 09:04:14,2s;2743;50,399405;35,028411;55,000000;20;63,570948;127,141896;35,449631
16.8.2026 09:04:14,3s;2744;50,399896;34,984856;55,000000;20;63,570462;127,140924;35,440229
16.8.2026 09:04:14,4s;2745;50,399612;34,964883;55,000000;20;63,569977;127,139953;35,383129
16.8.2026 09:04:14,5s;2746;50,400325;35,031770;55,000000;20;63,569490;127,138980;35,491143
16.8.2026 09:04:14,6s;2747;50,400031;34,992466;55,000000;20;63,569004;127,138008;35,425508
16.8.2026 09:04:14,7s;2748;50,400019;34,992187;55,000000;20;63,568518;127,137036;35,380601
16.8.2026 09:04:14,8s;2749;50,399936;34,953486;55,000000;20;63,568033;127,136065;35,342930
16.8.2026 09:04:14,9s;2750;50,400147;35,056674;55,000000;20;63,567546;127,135091;35,468013
16.8.2026 09:04:15,0s;2751;50,399484;34,855275;55,000000;20;63,567062;127,134123;35,259489
16.8.2026 09:04:15,1s;2752;50,400040;35,039248;55,000000;20;63,566575;127,133150;35,456832
16.8.2026 09:04:15,2s;2753;50,399595;34,994560;55,000000;20;63,566089;127,132178;35,426985
16.8.2026 09:04:15,3s;2754;50,400315;34,980129;55,000000;20;63,565603;127,131206;35,335535
16.8.2026 09:04:15,4s;2755;50,400077;35,023952;55,000000;20;63,565117;127,130233;35,472222
16.8.2026 09:04:15,5s;2756;50,400044;35,031194;55,000000;20;63,564630;127,129260;35,438446
16.8.2026 09:04:15,6s;2757;50,400126;34,988999;55,000000;20;63,564144;127,128288;35,367542
16.8.2026 09:04:15,7s;2758;50,399444;35,072492;55,000000;20;63,563657;127,127314;35,534510
16.8.2026 09:04:15,8s;2759;50,400392;35,035478;55,000000;20;63,563170;127,126341;35,438072
16.8.2026 09:04:15,9s;2760;50,400310;35,014083;55,000000;20;63,562684;127,125368;35,491567
16.8.2026 09:04:16,0s;2761;50,400432;34,845760;55,000000;20;63,562200;127,124400;35,218103
16.8.2026 09:04:16,1s;2762;50,400349;35,008634;55,000000;20;63,561714;127,123428;35,409888
16.8.2026 09:04:16,2s;2763;50,400311;35,008344;55,000000;20;63,561228;127,122455;35,417473
16.8.2026 09:04:16,3s;2764;50,400569;34,976911;55,000000;20;63,560742;127,121484;35,430070
16.8.2026 09:04:16,4s;2765;50,399801;35,042131;55,000000;20;63,560255;127,120510;35,420044
16.8.2026 09:04:16,5s;2766;50,399928;34,991244;55,000000;20;63,559769;127,119538;35,439750
16.8.2026 09:04:16,6s;2767;50,400106;34,994339;55,000000;20;63,559283;127,118566;35,426240
16.8.2026 09:04:16,7s;2768;50,400200;35,079670;55,000000;20;63,558796;127,117592;35,492846
16.8.2026 09:04:16,8s;2769;50,400090;34,993145;55,000000;20;63,558310;127,116620;35,449226
16.8.2026 09:04:16,9s;2770;50,400335;34,953479;55,000000;20;63,557824;127,115649;35,367739
16.8.2026 09:04:17,0s;2771;50,399820;35,017497;55,000000;20;63,557338;127,114676;35,460049
16.8.2026 09:04:17,1s;2772;50,400215;34,954598;55,000000;20;63,556853;127,113705;35,373015
16.8.2026 09:04:17,2s;2773;50,399900;35,026795;55,000000;20;63,556366;127,112732;35,510633
16.8.2026 09:04:17,3s;2774;50,399407;34,964810;55,000000;20;63,555880;127,111761;35,427567
16.8.2026 09:04:17,4s;2775;50,399953;35,029699;55,000000;20;63,555394;127,110788;35,488658
16.8.2026 09:04:17,5s;2776;50,400113;35,009082;55,000000;20;63,554908;127,109815;35,369330
16.8.2026 09:04:17,6s;2777;50,399853;34,978320;55,000000;20;63,554422;127,108844;35,420527
16.8.2026 09:04:17,7s;2778;50,399944;35,035913;55,000000;20;63,553935;127,107871;35,493700
16.8.2026 09:04:17,8s;2779;50,400185;35,050805;55,000000;20;63,553448;127,106897;35,531377
16.8.2026 09:04:17,9s;2780;50,399939;34,980880;55,000000;20;63,552963;127,105925;35,417652
16.8.2026 09:04:18,0s;2781;50,400356;34,908988;55,000000;20;63,552478;127,104956;35,313643
16.8.2026 09:04:18,1s;2782;50,399965;35,027056;55,000000;20;63,551991;127,103983;35,430198
16.8.2026 09:04:18,2s;2783;50,399776;35,064656;55,000000;20;63,551504;127,103009;35,507385
16.8.2026 09:04:18,3s;2784;50,400034;35,002796;55,000000;20;63,551018;127,102036;35,443249
16.8.2026 09:04:18,4s;2785;50,399909;35,020422;55,000000;20;63,550532;127,101064;35,471095
16.8.2026 09:04:18,5s;2786;50,399963;35,015368;55,000000;20;63,550045;127,100091;35,403610
16.8.2026 09:04:18,6s;2787;50,400197;34,995496;55,000000;20;63,549559;127,099119;35,469192
16.8.2026 09:04:18,7s;2788;50,399702;35,042990;55,000000;20;63,549073;127,098145;35,437514
16.8.2026 09:04:18,8s;2789;50,399766;34,945054;55,000000;20;63,548587;127,097175;35,347866
16.8.2026 09:04:18,9s;2790;50,399800;34,976878;55,000000;20;63,548102;127,096203;35,430705
16.8.2026 09:04:19,0s;2791;50,400493;34,989519;55,000000;20;63,547616;127,095231;35,411456
16.8.2026 09:04:19,1s;2792;50,400022;34,916794;55,000000;20;63,547131;127,094261;35,361450
16.8.2026 09:04:19,2s;2793;50,400507;35,116854;55,000000;20;63,546643;127,093286;35,556309
16.8.2026 09:04:19,3s;2794;50,400225;35,041784;55,000000;20;63,546156;127,092312;35,479885
16.8.2026 09:04:19,4s;2795;50,399737;35,012397;55,000000;20;63,545670;127,091340;35,436928
16.8.2026 09:04:19,5s;2796;50,399902;35,083852;55,000000;20;63,545183;127,090365;35,545390
16.8.2026 09:04:19,6s;2797;50,400100;35,008130;55,000000;20;63,544696;127,089393;35,490800
16.8.2026 09:04:19,7s;2798;50,400248;35,004859;55,000000;20;63,544210;127,088420;35,417453
16.8.2026 09:04:19,8s;2799;50,400449;34,957618;55,000000;20;63,543725;127,087449;35,391226
16.8.2026 09:04:19,9s;2800;50,399927;34,980380;55,000000;20;63,543239;127,086478;35,344189
16.8.2026 09:04:20,0s;2801;50,400540;35,009713;55,000000;20;63,542753;127,085505;35,396248
16.8.2026 09:04:20,1s;2802;50,399499;34,944919;55,000000;20;63,542267;127,084535;35,347344
16.8.2026 09:04:20,2s;2803;50,400053;34,964289;55,000000;20;63,541782;127,083563;35,452787
16.8.2026 09:04:20,3s;2804;50,399897;34,986040;55,000000;20;63,541296;127,082591;35,403515
16.8.2026 09:04:20,4s;2805;50,400151;34,972824;55,000000;20;63,540810;127,081620;35,355154
16.8.2026 09:04:20,5s;2806;50,400095;34,975242;55,000000;20;63,540324;127,080648;35,429454
16.8.2026 09:04:20,6s;2807;50,400499;34,949014;55,000000;20;63,539839;127,079678;35,389915
16.8.2026 09:04:20,7s;2808;50,400399;35,024642;55,000000;20;63,539352;127,078705;35,430958
16.8.2026 09:04:20,8s;2809;50,400147;35,040300;55,000000;20;63,538866;127,077731;35,445601
16.8.2026 09:04:20,9s;2810;50,400319;35,040548;55,000000;20;63,538379;127,076758;35,514361
16.8.2026 09:04:21,0s;2811;50,400248;34,958237;55,000000;20;63,537894;127,075787;35,382655
16.8.2026 09:04:21,1s;2812;50,400175;35,009334;55,000000;20;63,537407;127,074815;35,422813
16.8.2026 09:04:21,2s;2813;50,399784;35,103295;55,000000;20;63,536920;127,073839;35,533246
16.8.2026 09:04:21,3s;2814;50,399738;34,937249;55,000000;20;63,536434;127,072869;35,431007
16.8.2026 09:04:21,4s;2815;50,399800;35,022925;55,000000;20;63,535948;127,071896;35,445619
16.8.2026 09:04:21,5s;2816;50,399824;34,968458;55,000000;20;63,535462;127,070925;35,394208
16.8.2026 09:04:21,6s;2817;50,399988;34,944650;55,000000;20;63,534977;127,069954;35,361699
16.8.2026 09:04:21,7s;2818;50,400037;34,975006;55,000000;20;63,534491;127,068983;35,372583
16.8.2026 09:04:21,8s;2819;50,400322;35,062238;55,000000;20;63,534004;127,068009;35,468948
16.8.2026 09:04:21,9s;2820;50,400339;34,888492;55,000000;20;63,533520;127,067039;35,297200
16.8.2026 09:04:22,0s;2821;50,400259;35,049560;55,000000;20;63,533033;127,066066;35,463073
16.8.2026 09:04:22,1s;2822;50,399919;34,944788;55,000000;20;63,532548;127,065095;35,372788
16.8.2026 09:04:22,2s;2823;50,399699;35,000610;55,000000;20;63,532061;127,064123;35,411098
16.8.2026 09:04:22,3s;2824;50,400019;34,942919;55,000000;20;63,531576;127,063152;35,363499
16.8.2026 09:04:22,4s;2825;50,399707;34,969220;55,000000;20;63,531090;127,062181;35,369223
16.8.2026 09:04:22,5s;2826;50,400178;35,007965;55,000000;20;63,530604;127,061208;35,399229
16.8.2026 09:04:22,6s;2827;50,400198;34,934469;55,000000;20;63,530119;127,060238;35,347032
16.8.2026 09:04:22,7s;2828;50,399996;35,029466;55,000000;20;63,529633;127,059265;35,498195
16.8.2026 09:04:22,8s;2829;50,400301;35,140285;55,000000;20;63,529144;127,058289;35,572326
16.8.2026 09:04:22,9s;2830;50,400048;35,090190;55,000000;20;63,528657;127,057314;35,538248
16.8.2026 09:04:23,0s;2831;50,399807;35,049102;55,000000;20;63,528170;127,056341;35,424817
16.8.2026 09:04:23,1s;2832;50,400251;34,953811;55,000000;20;63,527685;127,055370;35,395297
16.8.2026 09:04:23,2s;2833;50,399821;34,932871;55,000000;20;63,527200;127,054399;35,308227
16.8.2026 09:04:23,3s;2834;50,400376;35,014486;55,000000;20;63,526713;127,053427;35,470116
16.8.2026 09:04:23,4s;2835;50,399701;35,081658;55,000000;20;63,526226;127,052452;35,487733
16.8.2026 09:04:23,5s;2836;50,400658;34,957824;55,000000;20;63,525741;127,051481;35,393773
