# YHDA_VERSION=0.7.0
# TEST_SERVICE=PFK
# PLANT_TYPE=EDUEDT
# STEP_ID=BESS_MIN_ENERGY_POS200
# STEP_NAME=Minimum enerji seviyesi — Δf = +200 mHz
# TESIS_ADI=YHDA Örnek EDT
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=100.0
# NOMINAL_VOLTAGE_KV=154.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YDA v0.7.0
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=100
# PLANT_TOTAL_INSTALLED_MW=100.0
# UNIT_PNOM_MW=100.0
# RPMAX_MW=20.0
# RPMIN_MW=5.0
# DROOP_PERCENT=4
# DEADBAND_MHZ=10
# PSET_MAX_MW=20.0
# PSET_MIN_MW=-20.0
# UNIT_NOMINAL_SPEED_RPM=3000
# SIGNAL_GENERATOR=Kontrol sistemi üzerinden frekans simülasyonu
# ENERGY_CAPACITY_MWH=200
# SOC_INITIAL_PERCENT=70
# YDA_VERSION=0.7.0
ZAMAN;SIRA_NO;grid_frequency_hz;test_frequency_hz;active_power_mw;active_power_reference_mw;stored_energy_mwh;soc_pct;dc_power_mw
16.8.2026 09:02:12,0s;1521;50,000283;50,200000;-9,977596;10;70,231546;35,115773;-10,098510
16.8.2026 09:02:12,1s;1522;50,000126;50,200000;-10,016599;10;70,231824;35,115912;-10,119919
16.8.2026 09:02:12,2s;1523;49,999795;50,200000;-10,035115;10;70,232103;35,116051;-10,144730
16.8.2026 09:02:12,3s;1524;49,999890;50,200000;-10,017685;10;70,232381;35,116191;-10,157041
16.8.2026 09:02:12,4s;1525;50,000311;50,200000;-9,987679;10;70,232659;35,116329;-10,093929
16.8.2026 09:02:12,5s;1526;50,000066;50,200000;-9,984158;10;70,232936;35,116468;-10,098245
16.8.2026 09:02:12,6s;1527;49,999892;50,200000;-9,960406;10;70,233213;35,116606;-10,103742
16.8.2026 09:02:12,7s;1528;49,999875;50,200000;-10,004250;10;70,233490;35,116745;-10,105547
16.8.2026 09:02:12,8s;1529;49,999847;50,200000;-10,013278;10;70,233769;35,116884;-10,170888
16.8.2026 09:02:12,9s;1530;49,999915;50,200000;-10,025582;10;70,234047;35,117024;-10,154252
16.8.2026 09:02:13,0s;1531;50,000010;50,200000;-9,997656;10;70,234325;35,117162;-10,097663
16.8.2026 09:02:13,1s;1532;49,999990;50,200000;-10,025494;10;70,234603;35,117302;-10,156894
16.8.2026 09:02:13,2s;1533;50,000284;50,200000;-10,034620;10;70,234882;35,117441;-10,153675
16.8.2026 09:02:13,3s;1534;49,999729;50,200000;-10,027171;10;70,235161;35,117580;-10,128119
16.8.2026 09:02:13,4s;1535;49,999948;50,200000;-9,962019;10;70,235437;35,117719;-10,089956
16.8.2026 09:02:13,5s;1536;50,000302;50,200000;-10,006413;10;70,235715;35,117858;-10,133563
16.8.2026 09:02:13,6s;1537;49,999710;50,200000;-9,977745;10;70,235992;35,117996;-10,131313
16.8.2026 09:02:13,7s;1538;50,000062;50,200000;-9,997951;10;70,236270;35,118135;-10,099015
16.8.2026 09:02:13,8s;1539;49,999968;50,200000;-10,025773;10;70,236549;35,118274;-10,115402
16.8.2026 09:02:13,9s;1540;50,000035;50,200000;-10,001075;10;70,236826;35,118413;-10,097286
16.8.2026 09:02:14,0s;1541;50,000001;50,200000;-10,013314;10;70,237105;35,118552;-10,133173
16.8.2026 09:02:14,1s;1542;50,000220;50,200000;-9,995486;10;70,237382;35,118691;-10,120466
16.8.2026 09:02:14,2s;1543;49,999738;50,200000;-10,001087;10;70,237660;35,118830;-10,116995
16.8.2026 09:02:14,3s;1544;49,999961;50,200000;-9,984709;10;70,237937;35,118969;-10,068508
16.8.2026 09:02:14,4s;1545;50,000398;50,200000;-10,000723;10;70,238215;35,119108;-10,083161
16.8.2026 09:02:14,5s;1546;49,999950;50,200000;-10,025902;10;70,238494;35,119247;-10,150519
16.8.2026 09:02:14,6s;1547;49,999877;50,200000;-9,997494;10;70,238771;35,119386;-10,098072
16.8.2026 09:02:14,7s;1548;49,999951;50,200000;-9,964809;10;70,239048;35,119524;-10,137762
16.8.2026 09:02:14,8s;1549;50,000202;50,200000;-9,984964;10;70,239326;35,119663;-10,111340
16.8.2026 09:02:14,9s;1550;49,999883;50,200000;-9,974781;10;70,239603;35,119801;-10,071236
16.8.2026 09:02:15,0s;1551;50,000078;50,200000;-9,964658;10;70,239879;35,119940;-10,067548
16.8.2026 09:02:15,1s;1552;49,999512;50,200000;-9,947823;10;70,240156;35,120078;-10,071107
16.8.2026 09:02:15,2s;1553;49,999921;50,200000;-10,014826;10;70,240434;35,120217;-10,136707
16.8.2026 09:02:15,3s;1554;49,999918;50,200000;-10,005409;10;70,240712;35,120356;-10,097226
16.8.2026 09:02:15,4s;1555;49,999595;50,200000;-10,027419;10;70,240990;35,120495;-10,190148
16.8.2026 09:02:15,5s;1556;50,000282;50,200000;-9,996413;10;70,241268;35,120634;-10,081707
16.8.2026 09:02:15,6s;1557;49,999732;50,200000;-9,962252;10;70,241545;35,120772;-10,083546
16.8.2026 09:02:15,7s;1558;49,999689;50,200000;-10,015603;10;70,241823;35,120911;-10,148702
16.8.2026 09:02:15,8s;1559;49,999917;50,200000;-9,988805;10;70,242100;35,121050;-10,100963
16.8.2026 09:02:15,9s;1560;50,000078;50,200000;-9,994271;10;70,242378;35,121189;-10,132401
16.8.2026 09:02:16,0s;1561;50,000007;50,200000;-10,000361;10;70,242656;35,121328;-10,120609
16.8.2026 09:02:16,1s;1562;49,999834;50,200000;-9,992487;10;70,242933;35,121467;-10,114578
16.8.2026 09:02:16,2s;1563;50,000130;50,200000;-10,005174;10;70,243211;35,121606;-10,088234
16.8.2026 09:02:16,3s;1564;50,000073;50,200000;-10,004401;10;70,243489;35,121745;-10,163603
16.8.2026 09:02:16,4s;1565;49,999780;50,200000;-9,984852;10;70,243767;35,121883;-10,110324
16.8.2026 09:02:16,5s;1566;50,000029;50,200000;-9,988556;10;70,244044;35,122022;-10,113140
16.8.2026 09:02:16,6s;1567;50,000031;50,200000;-9,977577;10;70,244321;35,122161;-10,072092
16.8.2026 09:02:16,7s;1568;50,000340;50,200000;-10,011618;10;70,244599;35,122300;-10,161221
16.8.2026 09:02:16,8s;1569;50,000195;50,200000;-10,059118;10;70,244879;35,122439;-10,206786
16.8.2026 09:02:16,9s;1570;50,000055;50,200000;-9,992534;10;70,245156;35,122578;-10,108370
16.8.2026 09:02:17,0s;1571;49,999710;50,200000;-9,951868;10;70,245433;35,122716;-10,089662
16.8.2026 09:02:17,1s;1572;50,000047;50,200000;-10,018031;10;70,245711;35,122856;-10,121231
16.8.2026 09:02:17,2s;1573;49,999967;50,200000;-10,032463;10;70,245990;35,122995;-10,123814
16.8.2026 09:02:17,3s;1574;49,999984;50,200000;-9,994291;10;70,246267;35,123134;-10,142433
16.8.2026 09:02:17,4s;1575;49,999936;50,200000;-10,023961;10;70,246546;35,123273;-10,166647
16.8.2026 09:02:17,5s;1576;49,999899;50,200000;-9,975798;10;70,246823;35,123411;-10,109488
16.8.2026 09:02:17,6s;1577;50,000062;50,200000;-9,990258;10;70,247100;35,123550;-10,125791
16.8.2026 09:02:17,7s;1578;50,000045;50,200000;-9,986846;10;70,247378;35,123689;-10,098020
16.8.2026 09:02:17,8s;1579;50,000003;50,200000;-10,024249;10;70,247656;35,123828;-10,126086
16.8.2026 09:02:17,9s;1580;49,999835;50,200000;-9,970298;10;70,247933;35,123967;-10,100895
16.8.2026 09:02:18,0s;1581;49,999944;50,200000;-9,985868;10;70,248211;35,124105;-10,124731
16.8.2026 09:02:18,1s;1582;49,999611;50,200000;-9,994983;10;70,248488;35,124244;-10,085885
16.8.2026 09:02:18,2s;1583;49,999829;50,200000;-10,020267;10;70,248767;35,124383;-10,133998
16.8.2026 09:02:18,3s;1584;49,999775;50,200000;-10,027953;10;70,249045;35,124523;-10,157298
16.8.2026 09:02:18,4s;1585;49,999837;50,200000;-10,016175;10;70,249323;35,124662;-10,087760
16.8.2026 09:02:18,5s;1586;50,000204;50,200000;-10,005316;10;70,249601;35,124801;-10,135114
16.8.2026 09:02:18,6s;1587;50,000243;50,200000;-9,990827;10;70,249879;35,124939;-10,121484
16.8.2026 09:02:18,7s;1588;50,000508;50,200000;-9,972420;10;70,250156;35,125078;-10,076858
16.8.2026 09:02:18,8s;1589;50,000009;50,200000;-10,009999;10;70,250434;35,125217;-10,133908
16.8.2026 09:02:18,9s;1590;50,000182;50,200000;-10,000254;10;70,250712;35,125356;-10,107553
16.8.2026 09:02:19,0s;1591;49,999835;50,200000;-9,970107;10;70,250989;35,125494;-10,123613
16.8.2026 09:02:19,1s;1592;49,999843;50,200000;-10,028260;10;70,251267;35,125634;-10,169810
16.8.2026 09:02:19,2s;1593;49,999979;50,200000;-10,004381;10;70,251545;35,125773;-10,129604
16.8.2026 09:02:19,3s;1594;50,000200;50,200000;-9,998384;10;70,251823;35,125911;-10,085265
16.8.2026 09:02:19,4s;1595;49,999968;50,200000;-9,991801;10;70,252100;35,126050;-10,119412
16.8.2026 09:02:19,5s;1596;49,999849;50,200000;-9,992856;10;70,252378;35,126189;-10,073377
16.8.2026 09:02:19,6s;1597;49,999923;50,200000;-9,953836;10;70,252654;35,126327;-10,077115
16.8.2026 09:02:19,7s;1598;49,999989;50,200000;-10,009108;10;70,252932;35,126466;-10,097363
16.8.2026 09:02:19,8s;1599;49,999950;50,200000;-10,031070;10;70,253211;35,126606;-10,148698
16.8.2026 09:02:19,9s;1600;49,999694;50,200000;-9,990403;10;70,253489;35,126744;-10,122991
16.8.2026 09:02:20,0s;1601;49,999659;50,200000;-10,021606;10;70,253767;35,126883;-10,125702
16.8.2026 09:02:20,1s;1602;49,999896;50,200000;-9,973722;10;70,254044;35,127022;-10,106507
16.8.2026 09:02:20,2s;1603;50,000044;50,200000;-10,022054;10;70,254322;35,127161;-10,109225
16.8.2026 09:02:20,3s;1604;50,000043;50,200000;-9,993446;10;70,254600;35,127300;-10,126758
16.8.2026 09:02:20,4s;1605;50,000139;50,200000;-9,970891;10;70,254877;35,127438;-10,099448
16.8.2026 09:02:20,5s;1606;49,999733;50,200000;-10,054450;10;70,255156;35,127578;-10,204884
16.8.2026 09:02:20,6s;1607;49,999706;50,200000;-9,958343;10;70,255433;35,127716;-10,014926
16.8.2026 09:02:20,7s;1608;50,000013;50,200000;-9,970339;10;70,255710;35,127855;-10,097444
16.8.2026 09:02:20,8s;1609;50,000452;50,200000;-10,032956;10;70,255989;35,127994;-10,167043
16.8.2026 09:02:20,9s;1610;49,999872;50,200000;-9,952215;10;70,256265;35,128132;-10,071975
16.8.2026 09:02:21,0s;1611;49,999952;50,200000;-10,037050;10;70,256544;35,128272;-10,156483
16.8.2026 09:02:21,1s;1612;50,000146;50,200000;-10,015364;10;70,256822;35,128411;-10,132568
16.8.2026 09:02:21,2s;1613;49,999834;50,200000;-9,995450;10;70,257100;35,128550;-10,109480
16.8.2026 09:02:21,3s;1614;49,999817;50,200000;-9,983983;10;70,257377;35,128688;-10,099851
16.8.2026 09:02:21,4s;1615;50,000102;50,200000;-10,024075;10;70,257655;35,128828;-10,158159
16.8.2026 09:02:21,5s;1616;49,999736;50,200000;-10,007152;10;70,257933;35,128967;-10,153937
16.8.2026 09:02:21,6s;1617;49,999793;50,200000;-9,981568;10;70,258211;35,129105;-10,111639
16.8.2026 09:02:21,7s;1618;50,000199;50,200000;-9,988622;10;70,258488;35,129244;-10,130224
16.8.2026 09:02:21,8s;1619;49,999869;50,200000;-9,973295;10;70,258765;35,129383;-10,081905
16.8.2026 09:02:21,9s;1620;49,999976;50,200000;-9,995750;10;70,259043;35,129521;-10,113041
16.8.2026 09:02:22,0s;1621;49,999856;50,200000;-10,031360;10;70,259321;35,129661;-10,147119
16.8.2026 09:02:22,1s;1622;49,999943;50,200000;-9,995226;10;70,259599;35,129800;-10,104793
16.8.2026 09:02:22,2s;1623;49,999612;50,200000;-10,021326;10;70,259877;35,129939;-10,143986
16.8.2026 09:02:22,3s;1624;50,000120;50,200000;-9,940471;10;70,260154;35,130077;-10,065826
16.8.2026 09:02:22,4s;1625;49,999943;50,200000;-9,983313;10;70,260431;35,130215;-10,120261
16.8.2026 09:02:22,5s;1626;50,000081;50,200000;-10,016005;10;70,260709;35,130355;-10,152750
16.8.2026 09:02:22,6s;1627;50,000052;50,200000;-9,971156;10;70,260986;35,130493;-10,079574
16.8.2026 09:02:22,7s;1628;49,999871;50,200000;-10,014979;10;70,261264;35,130632;-10,108914
16.8.2026 09:02:22,8s;1629;49,999814;50,200000;-10,037370;10;70,261543;35,130772;-10,151292
16.8.2026 09:02:22,9s;1630;50,000344;50,200000;-10,018577;10;70,261821;35,130911;-10,119162
16.8.2026 09:02:23,0s;1631;50,000078;50,200000;-10,031155;10;70,262100;35,131050;-10,153971
16.8.2026 09:02:23,1s;1632;49,999936;50,200000;-9,980529;10;70,262377;35,131189;-10,111949
16.8.2026 09:02:23,2s;1633;50,000215;50,200000;-10,030720;10;70,262656;35,131328;-10,137849
16.8.2026 09:02:23,3s;1634;50,000287;50,200000;-10,029400;10;70,262935;35,131467;-10,138294
16.8.2026 09:02:23,4s;1635;50,000257;50,200000;-10,043192;10;70,263214;35,131607;-10,150140
16.8.2026 09:02:23,5s;1636;50,000307;50,200000;-9,987411;10;70,263491;35,131745;-10,126068
16.8.2026 09:02:23,6s;1637;50,000261;50,200000;-10,003845;10;70,263769;35,131884;-10,123833
16.8.2026 09:02:23,7s;1638;49,999813;50,200000;-10,026196;10;70,264047;35,132024;-10,149320
16.8.2026 09:02:23,8s;1639;49,999848;50,200000;-10,020685;10;70,264326;35,132163;-10,134117
16.8.2026 09:02:23,9s;1640;49,999922;50,200000;-10,037905;10;70,264605;35,132302;-10,168235
16.8.2026 09:02:24,0s;1641;49,999981;50,200000;-10,013817;10;70,264883;35,132441;-10,120715
16.8.2026 09:02:24,1s;1642;49,999839;50,200000;-9,938991;10;70,265159;35,132579;-10,076732
16.8.2026 09:02:24,2s;1643;49,999997;50,200000;-10,035703;10;70,265438;35,132719;-10,180119
16.8.2026 09:02:24,3s;1644;49,999907;50,200000;-10,039845;10;70,265716;35,132858;-10,160461
16.8.2026 09:02:24,4s;1645;50,000234;50,200000;-9,960657;10;70,265993;35,132997;-10,054921
16.8.2026 09:02:24,5s;1646;49,999744;50,200000;-10,020171;10;70,266271;35,133136;-10,152810
16.8.2026 09:02:24,6s;1647;49,999847;50,200000;-10,012472;10;70,266550;35,133275;-10,110991
16.8.2026 09:02:24,7s;1648;49,999934;50,200000;-10,004585;10;70,266827;35,133414;-10,144540
16.8.2026 09:02:24,8s;1649;50,000074;50,200000;-10,018906;10;70,267106;35,133553;-10,137932
16.8.2026 09:02:24,9s;1650;50,000240;50,200000;-9,964943;10;70,267383;35,133691;-10,102088
16.8.2026 09:02:25,0s;1651;49,999909;50,200000;-10,006042;10;70,267661;35,133830;-10,143506
16.8.2026 09:02:25,1s;1652;50,000152;50,200000;-10,015075;10;70,267939;35,133969;-10,118208
16.8.2026 09:02:25,2s;1653;49,999988;50,200000;-9,980605;10;70,268216;35,134108;-10,092315
16.8.2026 09:02:25,3s;1654;50,000035;50,200000;-10,011497;10;70,268494;35,134247;-10,122247
16.8.2026 09:02:25,4s;1655;49,999770;50,200000;-9,975722;10;70,268771;35,134386;-10,088395
16.8.2026 09:02:25,5s;1656;50,000197;50,200000;-9,991368;10;70,269049;35,134524;-10,123095
16.8.2026 09:02:25,6s;1657;50,000093;50,200000;-10,020294;10;70,269327;35,134664;-10,153972
16.8.2026 09:02:25,7s;1658;50,000053;50,200000;-9,994199;10;70,269605;35,134802;-10,126037
16.8.2026 09:02:25,8s;1659;50,000201;50,200000;-10,001528;10;70,269882;35,134941;-10,134020
16.8.2026 09:02:25,9s;1660;50,000108;50,200000;-9,971525;10;70,270159;35,135080;-10,111502
16.8.2026 09:02:26,0s;1661;49,999592;50,200000;-10,022104;10;70,270438;35,135219;-10,127244
16.8.2026 09:02:26,1s;1662;50,000152;50,200000;-10,050736;10;70,270717;35,135359;-10,140770
16.8.2026 09:02:26,2s;1663;49,999812;50,200000;-9,985274;10;70,270994;35,135497;-10,105842
16.8.2026 09:02:26,3s;1664;49,999942;50,200000;-9,982810;10;70,271272;35,135636;-10,123883
16.8.2026 09:02:26,4s;1665;49,999871;50,200000;-9,977208;10;70,271549;35,135774;-10,110333
16.8.2026 09:02:26,5s;1666;50,000108;50,200000;-10,019865;10;70,271827;35,135914;-10,133899
16.8.2026 09:02:26,6s;1667;49,999961;50,200000;-10,023705;10;70,272106;35,136053;-10,146889
16.8.2026 09:02:26,7s;1668;49,999870;50,200000;-10,011300;10;70,272384;35,136192;-10,182238
16.8.2026 09:02:26,8s;1669;50,000176;50,200000;-10,024309;10;70,272662;35,136331;-10,149622
16.8.2026 09:02:26,9s;1670;49,999954;50,200000;-9,976878;10;70,272939;35,136470;-10,139510
16.8.2026 09:02:27,0s;1671;50,000020;50,200000;-9,978356;10;70,273216;35,136608;-10,102997
16.8.2026 09:02:27,1s;1672;50,000343;50,200000;-9,977191;10;70,273494;35,136747;-10,106319
16.8.2026 09:02:27,2s;1673;50,000125;50,200000;-10,030036;10;70,273772;35,136886;-10,175901
16.8.2026 09:02:27,3s;1674;49,999915;50,200000;-9,994313;10;70,274050;35,137025;-10,097299
16.8.2026 09:02:27,4s;1675;50,000280;50,200000;-10,010841;10;70,274328;35,137164;-10,110757
16.8.2026 09:02:27,5s;1676;49,999924;50,200000;-10,015018;10;70,274606;35,137303;-10,118177
16.8.2026 09:02:27,6s;1677;49,999913;50,200000;-9,982162;10;70,274883;35,137442;-10,119242
16.8.2026 09:02:27,7s;1678;49,999831;50,200000;-10,010376;10;70,275161;35,137581;-10,119543
16.8.2026 09:02:27,8s;1679;50,000311;50,200000;-10,003182;10;70,275439;35,137720;-10,073952
16.8.2026 09:02:27,9s;1680;49,999883;50,200000;-10,044827;10;70,275718;35,137859;-10,163927
16.8.2026 09:02:28,0s;1681;50,000013;50,200000;-10,017909;10;70,275997;35,137998;-10,123477
16.8.2026 09:02:28,1s;1682;49,999825;50,200000;-10,044670;10;70,276276;35,138138;-10,132355
16.8.2026 09:02:28,2s;1683;50,000014;50,200000;-10,038572;10;70,276555;35,138277;-10,142114
16.8.2026 09:02:28,3s;1684;49,999858;50,200000;-10,010595;10;70,276833;35,138416;-10,116162
16.8.2026 09:02:28,4s;1685;50,000165;50,200000;-9,995408;10;70,277110;35,138555;-10,116155
16.8.2026 09:02:28,5s;1686;49,999884;50,200000;-10,025344;10;70,277389;35,138694;-10,179084
16.8.2026 09:02:28,6s;1687;49,999700;50,200000;-9,973316;10;70,277666;35,138833;-10,071283
16.8.2026 09:02:28,7s;1688;50,000040;50,200000;-9,984117;10;70,277943;35,138972;-10,144173
16.8.2026 09:02:28,8s;1689;49,999817;50,200000;-10,002584;10;70,278221;35,139110;-10,113326
16.8.2026 09:02:28,9s;1690;49,999840;50,200000;-10,012010;10;70,278499;35,139250;-10,111982
16.8.2026 09:02:29,0s;1691;50,000063;50,200000;-10,010415;10;70,278777;35,139389;-10,149285
16.8.2026 09:02:29,1s;1692;49,999828;50,200000;-9,997217;10;70,279055;35,139527;-10,121522
16.8.2026 09:02:29,2s;1693;50,000089;50,200000;-9,999750;10;70,279333;35,139666;-10,132928
16.8.2026 09:02:29,3s;1694;50,000030;50,200000;-9,984537;10;70,279610;35,139805;-10,142045
16.8.2026 09:02:29,4s;1695;49,999844;50,200000;-9,981683;10;70,279887;35,139944;-10,095466
16.8.2026 09:02:29,5s;1696;50,000061;50,200000;-10,009482;10;70,280165;35,140083;-10,139305
16.8.2026 09:02:29,6s;1697;50,000315;50,200000;-10,001720;10;70,280443;35,140222;-10,111677
16.8.2026 09:02:29,7s;1698;49,999856;50,200000;-9,978414;10;70,280720;35,140360;-10,068624
16.8.2026 09:02:29,8s;1699;50,000108;50,200000;-9,989947;10;70,280998;35,140499;-10,119399
16.8.2026 09:02:29,9s;1700;50,000105;50,200000;-10,005332;10;70,281276;35,140638;-10,155294
16.8.2026 09:02:30,0s;1701;50,000080;50,200000;-10,027736;10;70,281554;35,140777;-10,152018
16.8.2026 09:02:30,1s;1702;50,000036;50,200000;-9,972880;10;70,281831;35,140916;-10,105051
16.8.2026 09:02:30,2s;1703;49,999992;50,200000;-10,018018;10;70,282110;35,141055;-10,129669
16.8.2026 09:02:30,3s;1704;49,999880;50,200000;-9,961083;10;70,282386;35,141193;-10,080066
16.8.2026 09:02:30,4s;1705;50,000131;50,200000;-9,971565;10;70,282663;35,141332;-10,089559
16.8.2026 09:02:30,5s;1706;50,000003;50,200000;-10,003411;10;70,282941;35,141471;-10,125795
16.8.2026 09:02:30,6s;1707;50,000259;50,200000;-9,985931;10;70,283218;35,141609;-10,122989
16.8.2026 09:02:30,7s;1708;50,000182;50,200000;-10,010848;10;70,283497;35,141748;-10,096991
16.8.2026 09:02:30,8s;1709;49,999846;50,200000;-10,015268;10;70,283775;35,141887;-10,113369
16.8.2026 09:02:30,9s;1710;49,999725;50,200000;-10,002794;10;70,284053;35,142026;-10,138993
16.8.2026 09:02:31,0s;1711;49,999941;50,200000;-9,973682;10;70,284330;35,142165;-10,100773
16.8.2026 09:02:31,1s;1712;49,999978;50,200000;-10,012378;10;70,284608;35,142304;-10,149747
16.8.2026 09:02:31,2s;1713;50,000225;50,200000;-9,975149;10;70,284885;35,142442;-10,058824
16.8.2026 09:02:31,3s;1714;49,999913;50,200000;-9,974351;10;70,285162;35,142581;-10,078537
16.8.2026 09:02:31,4s;1715;50,000123;50,200000;-10,014253;10;70,285440;35,142720;-10,135277
16.8.2026 09:02:31,5s;1716;49,999743;50,200000;-10,006351;10;70,285718;35,142859;-10,137078
16.8.2026 09:02:31,6s;1717;49,999765;50,200000;-10,005095;10;70,285996;35,142998;-10,114143
16.8.2026 09:02:31,7s;1718;49,999925;50,200000;-9,974527;10;70,286273;35,143137;-10,093541
16.8.2026 09:02:31,8s;1719;49,999857;50,200000;-9,995385;10;70,286551;35,143275;-10,114611
16.8.2026 09:02:31,9s;1720;49,999982;50,200000;-10,023417;10;70,286829;35,143415;-10,158580
16.8.2026 09:02:32,0s;1721;50,000059;50,200000;-10,008555;10;70,287107;35,143554;-10,117845
16.8.2026 09:02:32,1s;1722;50,000083;50,200000;-10,002459;10;70,287385;35,143692;-10,130587
16.8.2026 09:02:32,2s;1723;49,999933;50,200000;-9,993945;10;70,287663;35,143831;-10,119459
16.8.2026 09:02:32,3s;1724;50,000253;50,200000;-9,993630;10;70,287940;35,143970;-10,137649
16.8.2026 09:02:32,4s;1725;50,000254;50,200000;-10,061074;10;70,288220;35,144110;-10,185979
16.8.2026 09:02:32,5s;1726;50,000005;50,200000;-10,013332;10;70,288498;35,144249;-10,110039
16.8.2026 09:02:32,6s;1727;49,999858;50,200000;-10,006944;10;70,288776;35,144388;-10,128420
16.8.2026 09:02:32,7s;1728;49,999906;50,200000;-10,015134;10;70,289054;35,144527;-10,168066
16.8.2026 09:02:32,8s;1729;50,000107;50,200000;-9,986881;10;70,289331;35,144666;-10,115635
16.8.2026 09:02:32,9s;1730;50,000340;50,200000;-9,984533;10;70,289609;35,144804;-10,119038
16.8.2026 09:02:33,0s;1731;50,000123;50,200000;-9,951712;10;70,289885;35,144943;-10,050832
16.8.2026 09:02:33,1s;1732;50,000303;50,200000;-10,014730;10;70,290163;35,145082;-10,129512
16.8.2026 09:02:33,2s;1733;50,000273;50,200000;-10,016502;10;70,290442;35,145221;-10,135673
16.8.2026 09:02:33,3s;1734;49,999992;50,200000;-9,989526;10;70,290719;35,145360;-10,112416
16.8.2026 09:02:33,4s;1735;50,000327;50,200000;-9,972139;10;70,290996;35,145498;-10,061894
16.8.2026 09:02:33,5s;1736;49,999746;50,200000;-9,991718;10;70,291274;35,145637;-10,079724
16.8.2026 09:02:33,6s;1737;50,000009;50,200000;-9,991475;10;70,291551;35,145776;-10,102577
16.8.2026 09:02:33,7s;1738;50,000041;50,200000;-9,917553;10;70,291827;35,145913;-10,048138
16.8.2026 09:02:33,8s;1739;49,999812;50,200000;-10,006801;10;70,292105;35,146052;-10,125914
16.8.2026 09:02:33,9s;1740;49,999865;50,200000;-10,012774;10;70,292383;35,146191;-10,128422
16.8.2026 09:02:34,0s;1741;49,999886;50,200000;-10,018854;10;70,292661;35,146331;-10,130921
16.8.2026 09:02:34,1s;1742;50,000101;50,200000;-9,973605;10;70,292938;35,146469;-10,107085
16.8.2026 09:02:34,2s;1743;49,999869;50,200000;-10,025421;10;70,293217;35,146608;-10,150473
16.8.2026 09:02:34,3s;1744;49,999644;50,200000;-9,991778;10;70,293494;35,146747;-10,104216
16.8.2026 09:02:34,4s;1745;49,999697;50,200000;-9,956633;10;70,293771;35,146885;-10,098617
16.8.2026 09:02:34,5s;1746;49,999888;50,200000;-10,003045;10;70,294049;35,147024;-10,134547
16.8.2026 09:02:34,6s;1747;50,000322;50,200000;-10,014868;10;70,294327;35,147163;-10,169761
16.8.2026 09:02:34,7s;1748;50,000018;50,200000;-10,009961;10;70,294605;35,147302;-10,134750
16.8.2026 09:02:34,8s;1749;50,000217;50,200000;-9,991344;10;70,294882;35,147441;-10,109327
16.8.2026 09:02:34,9s;1750;50,000048;50,200000;-10,023284;10;70,295161;35,147580;-10,162910
16.8.2026 09:02:35,0s;1751;49,999778;50,200000;-10,020016;10;70,295439;35,147720;-10,158949
16.8.2026 09:02:35,1s;1752;49,999902;50,200000;-10,030153;10;70,295718;35,147859;-10,163837
16.8.2026 09:02:35,2s;1753;49,999835;50,200000;-10,007016;10;70,295996;35,147998;-10,095225
16.8.2026 09:02:35,3s;1754;49,999879;50,200000;-9,993449;10;70,296273;35,148137;-10,099816
16.8.2026 09:02:35,4s;1755;49,999946;50,200000;-9,988770;10;70,296551;35,148275;-10,110855
16.8.2026 09:02:35,5s;1756;49,999858;50,200000;-9,994998;10;70,296828;35,148414;-10,127089
16.8.2026 09:02:35,6s;1757;50,000115;50,200000;-9,986394;10;70,297106;35,148553;-10,094022
16.8.2026 09:02:35,7s;1758;49,999832;50,200000;-9,983603;10;70,297383;35,148692;-10,069748
16.8.2026 09:02:35,8s;1759;49,999861;50,200000;-10,025034;10;70,297662;35,148831;-10,145941
16.8.2026 09:02:35,9s;1760;50,000096;50,200000;-10,073739;10;70,297941;35,148971;-10,207041
16.8.2026 09:02:36,0s;1761;49,999876;50,200000;-10,049064;10;70,298221;35,149110;-10,151806
16.8.2026 09:02:36,1s;1762;50,000195;50,200000;-10,046999;10;70,298500;35,149250;-10,200640
16.8.2026 09:02:36,2s;1763;49,999921;50,200000;-10,002820;10;70,298778;35,149389;-10,113485
16.8.2026 09:02:36,3s;1764;49,999734;50,200000;-9,940205;10;70,299054;35,149527;-10,070518
16.8.2026 09:02:36,4s;1765;49,999931;50,200000;-9,976069;10;70,299331;35,149665;-10,103527
16.8.2026 09:02:36,5s;1766;50,000355;50,200000;-9,963151;10;70,299607;35,149804;-10,070290
16.8.2026 09:02:36,6s;1767;50,000151;50,200000;-9,957203;10;70,299884;35,149942;-10,079126
16.8.2026 09:02:36,7s;1768;50,000226;50,200000;-9,956182;10;70,300161;35,150080;-10,085936
16.8.2026 09:02:36,8s;1769;50,000125;50,200000;-9,971716;10;70,300438;35,150219;-10,124389
