# YHDA_VERSION=0.6.3
# TEST_SERVICE=PFK
# PLANT_TYPE=EDUEDT
# STEP_ID=HASSASIYET
# STEP_NAME=Hassasiyet Testi — Birleşik Frekans Adımları
# TESIS_ADI=YHDA Örnek EDT
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=100.0
# NOMINAL_VOLTAGE_KV=154.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.3
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=100
# PLANT_TOTAL_INSTALLED_MW=100.0
# UNIT_PNOM_MW=100.0
# RPMAX_MW=20.0
# RPMIN_MW=5.0
# DROOP_PERCENT=4
# DEADBAND_MHZ=10
# PSET_MAX_MW=20.0
# PSET_MIN_MW=-20.0
# UNIT_NOMINAL_SPEED_RPM=3000
# SIGNAL_GENERATOR=Kontrol sistemi üzerinden frekans simülasyonu
# ENERGY_CAPACITY_MWH=200
# SOC_INITIAL_PERCENT=70
# SENSITIVITY_SEGMENTS=BESS_SENS_NEG10,BESS_SENS_NEG20,BESS_SENS_POS10,BESS_SENS_POS20
# DATA_CLASS=ÖRNEK / SENTETİK
ZAMAN;SIRA_NO;grid_frequency_hz;test_frequency_hz;active_power_mw;active_power_reference_mw;stored_energy_mwh;soc_pct;dc_power_mw
16.8.2026 09:02:06,6s;1267;50,000065;49,990000;-9,235435;-10;140,328812;70,164406;-9,349962
16.8.2026 09:02:06,7s;1268;50,000152;49,990000;-9,164004;-10;140,329066;70,164533;-9,230530
16.8.2026 09:02:06,8s;1269;50,000022;49,990000;-9,188397;-10;140,329322;70,164661;-9,317331
16.8.2026 09:02:06,9s;1270;50,000250;49,990000;-9,210500;-10;140,329577;70,164789;-9,343779
16.8.2026 09:02:07,0s;1271;49,999803;49,990000;-9,171088;-10;140,329832;70,164916;-9,257233
16.8.2026 09:02:07,1s;1272;50,000316;49,990000;-9,208674;-10;140,330088;70,165044;-9,297374
16.8.2026 09:02:07,2s;1273;49,999927;49,990000;-9,188708;-10;140,330343;70,165172;-9,299518
16.8.2026 09:02:07,3s;1274;50,000089;49,990000;-9,212841;-10;140,330599;70,165300;-9,337219
16.8.2026 09:02:07,4s;1275;50,000027;49,990000;-9,175130;-10;140,330854;70,165427;-9,239253
16.8.2026 09:02:07,5s;1276;49,999976;49,990000;-9,184069;-10;140,331109;70,165555;-9,291316
16.8.2026 09:02:07,6s;1277;50,000020;49,990000;-9,171698;-10;140,331364;70,165682;-9,261970
16.8.2026 09:02:07,7s;1278;49,999843;49,990000;-9,224981;-10;140,331620;70,165810;-9,346346
16.8.2026 09:02:07,8s;1279;49,999909;49,990000;-9,131563;-10;140,331874;70,165937;-9,261986
16.8.2026 09:02:07,9s;1280;49,999826;49,990000;-9,177992;-10;140,332129;70,166064;-9,265678
16.8.2026 09:02:08,0s;1281;49,999953;49,990000;-9,183583;-10;140,332384;70,166192;-9,311162
16.8.2026 09:02:08,1s;1282;50,000096;49,990000;-9,170378;-10;140,332639;70,166319;-9,245403
16.8.2026 09:02:08,2s;1283;49,999580;49,990000;-9,183119;-10;140,332894;70,166447;-9,273683
16.8.2026 09:02:08,3s;1284;49,999970;49,990000;-9,195733;-10;140,333149;70,166575;-9,281207
16.8.2026 09:02:08,4s;1285;49,999963;49,990000;-9,159431;-10;140,333403;70,166702;-9,268246
16.8.2026 09:02:08,5s;1286;49,999910;49,990000;-9,199721;-10;140,333659;70,166830;-9,316094
16.8.2026 09:02:08,6s;1287;49,999730;49,990000;-9,248468;-10;140,333916;70,166958;-9,361763
16.8.2026 09:02:08,7s;1288;50,000077;49,990000;-9,209919;-10;140,334172;70,167086;-9,310499
16.8.2026 09:02:08,8s;1289;50,000143;49,990000;-9,171953;-10;140,334427;70,167213;-9,295313
16.8.2026 09:02:08,9s;1290;50,000330;49,990000;-9,133201;-10;140,334680;70,167340;-9,273750
16.8.2026 09:02:09,0s;1291;49,999990;49,990000;-9,231821;-10;140,334937;70,167468;-9,346570
16.8.2026 09:02:09,1s;1292;50,000015;49,990000;-9,175489;-10;140,335192;70,167596;-9,261618
16.8.2026 09:02:09,2s;1293;50,000250;49,990000;-9,178019;-10;140,335446;70,167723;-9,285838
16.8.2026 09:02:09,3s;1294;49,999940;49,990000;-9,198966;-10;140,335702;70,167851;-9,277415
16.8.2026 09:02:09,4s;1295;50,000175;49,990000;-9,221257;-10;140,335958;70,167979;-9,354021
16.8.2026 09:02:09,5s;1296;50,000015;49,990000;-9,202600;-10;140,336214;70,168107;-9,310506
16.8.2026 09:02:09,6s;1297;49,999961;49,990000;-9,163936;-10;140,336468;70,168234;-9,271829
16.8.2026 09:02:09,7s;1298;50,000014;49,990000;-9,190248;-10;140,336724;70,168362;-9,275570
16.8.2026 09:02:09,8s;1299;49,999776;49,990000;-9,199792;-10;140,336979;70,168490;-9,324926
16.8.2026 09:02:09,9s;1300;49,999937;49,990000;-9,245592;-10;140,337236;70,168618;-9,342125
16.8.2026 09:02:10,0s;1301;50,000140;49,990000;-9,224963;-10;140,337492;70,168746;-9,318640
16.8.2026 09:02:10,1s;1302;50,000124;49,990000;-9,192602;-10;140,337748;70,168874;-9,325057
16.8.2026 09:02:10,2s;1303;50,000030;49,990000;-9,160742;-10;140,338002;70,169001;-9,237281
16.8.2026 09:02:10,3s;1304;50,000073;49,990000;-9,198548;-10;140,338258;70,169129;-9,298991
16.8.2026 09:02:10,4s;1305;49,999480;49,990000;-9,186957;-10;140,338513;70,169256;-9,275715
16.8.2026 09:02:10,5s;1306;49,999923;49,990000;-9,199663;-10;140,338768;70,169384;-9,302933
16.8.2026 09:02:10,6s;1307;49,999792;49,990000;-9,180332;-10;140,339023;70,169512;-9,286614
16.8.2026 09:02:10,7s;1308;50,000154;49,990000;-9,228134;-10;140,339280;70,169640;-9,365079
16.8.2026 09:02:10,8s;1309;50,000056;49,990000;-9,162784;-10;140,339534;70,169767;-9,254342
16.8.2026 09:02:10,9s;1310;50,000160;49,990000;-9,185015;-10;140,339789;70,169895;-9,308481
16.8.2026 09:02:11,0s;1311;49,999799;49,990000;-9,253794;-10;140,340046;70,170023;-9,383912
16.8.2026 09:02:11,1s;1312;50,000294;49,990000;-9,190133;-10;140,340302;70,170151;-9,304918
16.8.2026 09:02:11,2s;1313;50,000398;49,990000;-9,177680;-10;140,340557;70,170278;-9,258318
16.8.2026 09:02:11,3s;1314;50,000425;49,990000;-9,176926;-10;140,340812;70,170406;-9,295619
16.8.2026 09:02:11,4s;1315;50,000058;49,990000;-9,181317;-10;140,341067;70,170533;-9,281969
16.8.2026 09:02:11,5s;1316;49,999985;49,990000;-9,180449;-10;140,341322;70,170661;-9,276735
16.8.2026 09:02:11,6s;1317;49,999924;49,990000;-9,199704;-10;140,341577;70,170789;-9,312945
16.8.2026 09:02:11,7s;1318;50,000090;49,990000;-9,198833;-10;140,341833;70,170916;-9,254621
16.8.2026 09:02:11,8s;1319;50,000222;49,990000;-9,229380;-10;140,342089;70,171045;-9,322006
16.8.2026 09:02:11,9s;1320;49,999703;49,990000;-9,198892;-10;140,342345;70,171172;-9,304773
16.8.2026 09:02:12,0s;1321;50,000148;49,990000;-9,229920;-10;140,342601;70,171300;-9,313479
16.8.2026 09:02:12,1s;1322;49,999846;49,990000;-9,235836;-10;140,342857;70,171429;-9,316510
16.8.2026 09:02:12,2s;1323;49,999758;49,990000;-9,233555;-10;140,343114;70,171557;-9,346200
16.8.2026 09:02:12,3s;1324;50,000052;49,990000;-9,162408;-10;140,343368;70,171684;-9,268412
16.8.2026 09:02:12,4s;1325;49,999944;49,990000;-9,176872;-10;140,343623;70,171812;-9,264199
16.8.2026 09:02:12,5s;1326;49,999921;49,990000;-9,178834;-10;140,343878;70,171939;-9,264910
16.8.2026 09:02:12,6s;1327;50,000039;49,990000;-9,180301;-10;140,344133;70,172067;-9,303794
16.8.2026 09:02:12,7s;1328;50,000256;49,990000;-9,190212;-10;140,344389;70,172194;-9,272658
16.8.2026 09:02:12,8s;1329;50,000135;49,990000;-9,190987;-10;140,344644;70,172322;-9,264050
16.8.2026 09:02:12,9s;1330;49,999853;49,990000;-9,193645;-10;140,344899;70,172450;-9,295238
16.8.2026 09:02:13,0s;1331;49,999845;49,990000;-9,200937;-10;140,345155;70,172577;-9,275624
16.8.2026 09:02:13,1s;1332;49,999886;49,990000;-9,198973;-10;140,345410;70,172705;-9,321813
16.8.2026 09:02:13,2s;1333;49,999578;49,990000;-9,236541;-10;140,345667;70,172834;-9,340466
16.8.2026 09:02:13,3s;1334;49,999756;49,990000;-9,157649;-10;140,345921;70,172961;-9,309726
16.8.2026 09:02:13,4s;1335;50,000214;49,990000;-9,204598;-10;140,346177;70,173089;-9,314021
16.8.2026 09:02:13,5s;1336;50,000150;49,990000;-9,195190;-10;140,346432;70,173216;-9,272405
16.8.2026 09:02:13,6s;1337;50,000357;49,990000;-9,163294;-10;140,346687;70,173344;-9,312639
16.8.2026 09:02:13,7s;1338;49,999965;49,990000;-9,162262;-10;140,346942;70,173471;-9,256258
16.8.2026 09:02:13,8s;1339;50,000129;49,990000;-9,214843;-10;140,347198;70,173599;-9,361406
16.8.2026 09:02:13,9s;1340;49,999964;49,990000;-9,201185;-10;140,347453;70,173727;-9,316982
16.8.2026 09:02:14,0s;1341;50,000008;49,990000;-9,210129;-10;140,347709;70,173854;-9,318161
16.8.2026 09:02:14,1s;1342;49,999809;49,990000;-9,181415;-10;140,347964;70,173982;-9,268392
16.8.2026 09:02:14,2s;1343;49,999830;49,990000;-9,223281;-10;140,348220;70,174110;-9,319580
16.8.2026 09:02:14,3s;1344;49,999487;49,990000;-9,248353;-10;140,348477;70,174239;-9,359181
16.8.2026 09:02:14,4s;1345;50,000063;49,990000;-9,195151;-10;140,348732;70,174366;-9,292999
16.8.2026 09:02:14,5s;1346;49,999855;49,990000;-9,162741;-10;140,348987;70,174494;-9,293655
16.8.2026 09:02:14,6s;1347;50,000050;49,990000;-9,232858;-10;140,349243;70,174622;-9,350490
16.8.2026 09:02:14,7s;1348;50,000235;49,990000;-9,194912;-10;140,349499;70,174749;-9,281365
16.8.2026 09:02:14,8s;1349;50,000268;49,990000;-9,243334;-10;140,349756;70,174878;-9,362594
16.8.2026 09:02:14,9s;1350;49,999803;49,990000;-9,186352;-10;140,350011;70,175005;-9,271937
16.8.2026 09:02:15,0s;1351;50,000107;49,990000;-9,262354;-10;140,350268;70,175134;-9,369991
16.8.2026 09:02:15,1s;1352;49,999920;49,990000;-9,192825;-10;140,350523;70,175262;-9,314259
16.8.2026 09:02:15,2s;1353;49,999874;49,990000;-9,155671;-10;140,350778;70,175389;-9,261357
16.8.2026 09:02:15,3s;1354;49,999880;49,990000;-9,211269;-10;140,351034;70,175517;-9,317797
16.8.2026 09:02:15,4s;1355;49,999826;49,990000;-9,240285;-10;140,351290;70,175645;-9,364156
16.8.2026 09:02:15,5s;1356;50,000080;49,990000;-9,219718;-10;140,351546;70,175773;-9,321478
16.8.2026 09:02:15,6s;1357;50,000051;49,990000;-9,214743;-10;140,351802;70,175901;-9,327396
16.8.2026 09:02:15,7s;1358;49,999920;49,990000;-9,215513;-10;140,352058;70,176029;-9,339094
16.8.2026 09:02:15,8s;1359;49,999966;49,990000;-9,211594;-10;140,352314;70,176157;-9,309155
16.8.2026 09:02:15,9s;1360;50,000096;49,990000;-9,157498;-10;140,352569;70,176284;-9,270033
16.8.2026 09:02:16,0s;1361;50,000144;49,990000;-9,172421;-10;140,352823;70,176412;-9,291300
16.8.2026 09:02:16,1s;1362;50,000460;49,990000;-9,212774;-10;140,353079;70,176540;-9,357629
16.8.2026 09:02:16,2s;1363;49,999960;49,990000;-9,200246;-10;140,353335;70,176667;-9,292908
16.8.2026 09:02:16,3s;1364;50,000307;49,990000;-9,201393;-10;140,353591;70,176795;-9,324374
16.8.2026 09:02:16,4s;1365;49,999859;49,990000;-9,195670;-10;140,353846;70,176923;-9,278354
16.8.2026 09:02:16,5s;1366;49,999900;49,990000;-9,241626;-10;140,354103;70,177051;-9,370456
16.8.2026 09:02:16,6s;1367;50,000070;49,990000;-9,231548;-10;140,354359;70,177180;-9,339648
16.8.2026 09:02:16,7s;1368;50,000029;49,990000;-9,203762;-10;140,354615;70,177307;-9,310720
16.8.2026 09:02:16,8s;1369;49,999889;49,990000;-9,214001;-10;140,354871;70,177435;-9,324873
16.8.2026 09:02:16,9s;1370;49,999878;49,990000;-9,230261;-10;140,355127;70,177564;-9,344172
16.8.2026 09:02:17,0s;1371;50,000114;49,990000;-9,215824;-10;140,355383;70,177692;-9,349836
16.8.2026 09:02:17,1s;1372;49,999800;49,990000;-9,227981;-10;140,355639;70,177820;-9,328835
16.8.2026 09:02:17,2s;1373;49,999815;49,990000;-9,264444;-10;140,355897;70,177948;-9,347335
16.8.2026 09:02:17,3s;1374;49,999951;49,990000;-9,157385;-10;140,356151;70,178076;-9,279341
16.8.2026 09:02:17,4s;1375;49,999623;49,990000;-9,180930;-10;140,356406;70,178203;-9,298448
16.8.2026 09:02:17,5s;1376;50,000129;49,990000;-9,241173;-10;140,356663;70,178331;-9,345692
16.8.2026 09:02:17,6s;1377;50,000620;49,990000;-9,190687;-10;140,356918;70,178459;-9,271826
16.8.2026 09:02:17,7s;1378;49,999999;49,990000;-9,232101;-10;140,357175;70,178587;-9,346558
16.8.2026 09:02:17,8s;1379;49,999973;49,990000;-9,213221;-10;140,357431;70,178715;-9,337450
16.8.2026 09:02:17,9s;1380;50,000169;49,990000;-9,198270;-10;140,357686;70,178843;-9,340289
16.8.2026 09:02:18,0s;1381;49,999687;49,990000;-9,165629;-10;140,357941;70,178970;-9,295219
16.8.2026 09:02:18,1s;1382;49,999692;49,990000;-9,175089;-10;140,358195;70,179098;-9,306708
16.8.2026 09:02:18,2s;1383;49,999942;49,990000;-9,186707;-10;140,358451;70,179225;-9,310862
16.8.2026 09:02:18,3s;1384;50,000040;49,990000;-9,219623;-10;140,358707;70,179353;-9,371380
16.8.2026 09:02:18,4s;1385;50,000237;49,990000;-9,184394;-10;140,358962;70,179481;-9,317129
16.8.2026 09:02:18,5s;1386;50,000096;49,990000;-9,177905;-10;140,359217;70,179608;-9,302150
16.8.2026 09:02:18,6s;1387;50,000072;49,990000;-9,226306;-10;140,359473;70,179737;-9,337319
16.8.2026 09:02:18,7s;1388;50,000062;49,990000;-9,189156;-10;140,359728;70,179864;-9,290810
16.8.2026 09:02:18,8s;1389;49,999817;49,990000;-9,192391;-10;140,359984;70,179992;-9,292001
16.8.2026 09:02:18,9s;1390;49,999924;49,990000;-9,153648;-10;140,360238;70,180119;-9,274167
16.8.2026 09:02:19,0s;1391;50,000106;49,990000;-9,191662;-10;140,360493;70,180247;-9,292654
16.8.2026 09:02:19,1s;1392;49,999854;49,990000;-9,206168;-10;140,360749;70,180375;-9,300110
16.8.2026 09:02:19,2s;1393;50,000325;49,990000;-9,222338;-10;140,361005;70,180503;-9,337034
16.8.2026 09:02:19,3s;1394;49,999908;49,990000;-9,192054;-10;140,361261;70,180630;-9,286433
16.8.2026 09:02:19,4s;1395;50,000091;49,990000;-9,200180;-10;140,361516;70,180758;-9,291521
16.8.2026 09:02:19,5s;1396;49,999720;49,990000;-9,173053;-10;140,361771;70,180885;-9,294022
16.8.2026 09:02:19,6s;1397;49,999628;49,990000;-9,201140;-10;140,362027;70,181013;-9,299752
16.8.2026 09:02:19,7s;1398;50,000195;49,990000;-9,150651;-10;140,362281;70,181140;-9,296927
16.8.2026 09:02:19,8s;1399;49,999828;49,990000;-9,184239;-10;140,362536;70,181268;-9,275330
16.8.2026 09:02:19,9s;1400;50,000195;49,990000;-9,209707;-10;140,362792;70,181396;-9,331342
16.8.2026 09:02:20,0s;1401;49,999844;49,990000;-9,177780;-10;140,363047;70,181523;-9,293297
16.8.2026 09:02:20,1s;1402;50,000214;49,990000;-9,207929;-10;140,363302;70,181651;-9,361613
16.8.2026 09:02:20,2s;1403;50,000303;49,990000;-9,244269;-10;140,363559;70,181780;-9,353210
16.8.2026 09:02:20,3s;1404;49,999899;49,990000;-9,196584;-10;140,363815;70,181907;-9,324830
16.8.2026 09:02:20,4s;1405;50,000292;49,990000;-9,163220;-10;140,364069;70,182035;-9,288455
16.8.2026 09:02:20,5s;1406;49,999688;49,990000;-9,182119;-10;140,364324;70,182162;-9,288605
16.8.2026 09:02:20,6s;1407;49,999832;49,990000;-9,216160;-10;140,364580;70,182290;-9,292591
16.8.2026 09:02:20,7s;1408;49,999874;49,990000;-9,196844;-10;140,364836;70,182418;-9,313329
16.8.2026 09:02:20,8s;1409;49,999873;49,990000;-9,200673;-10;140,365091;70,182546;-9,312112
16.8.2026 09:02:20,9s;1410;49,999794;49,990000;-9,194184;-10;140,365347;70,182673;-9,310055
16.8.2026 09:02:21,0s;1411;49,999947;49,990000;-9,170661;-10;140,365601;70,182801;-9,290587
16.8.2026 09:02:21,1s;1412;50,000475;49,990000;-9,193803;-10;140,365857;70,182928;-9,305305
16.8.2026 09:02:21,2s;1413;49,999877;49,990000;-9,216274;-10;140,366113;70,183056;-9,354136
16.8.2026 09:02:21,3s;1414;50,000253;49,990000;-9,177223;-10;140,366368;70,183184;-9,291291
16.8.2026 09:02:21,4s;1415;50,000140;49,990000;-9,188593;-10;140,366623;70,183311;-9,289926
16.8.2026 09:02:21,5s;1416;50,000289;49,990000;-9,204619;-10;140,366879;70,183439;-9,293830
16.8.2026 09:02:21,6s;1417;50,000121;49,990000;-9,247836;-10;140,367135;70,183568;-9,310043
16.8.2026 09:02:21,7s;1418;49,999960;49,990000;-9,238602;-10;140,367392;70,183696;-9,394801
16.8.2026 09:02:21,8s;1419;49,999864;49,990000;-9,190903;-10;140,367647;70,183824;-9,304078
16.8.2026 09:02:21,9s;1420;49,999778;49,990000;-9,208456;-10;140,367903;70,183952;-9,318277
16.8.2026 09:02:22,0s;1421;49,999855;49,990000;-9,177438;-10;140,368158;70,184079;-9,301371
16.8.2026 09:02:22,1s;1422;50,000386;49,990000;-9,198730;-10;140,368414;70,184207;-9,297938
16.8.2026 09:02:22,2s;1423;50,000148;49,990000;-9,219791;-10;140,368670;70,184335;-9,325502
16.8.2026 09:02:22,3s;1424;49,999854;49,990000;-9,222616;-10;140,368926;70,184463;-9,354889
16.8.2026 09:02:22,4s;1425;49,999603;49,990000;-9,234217;-10;140,369182;70,184591;-9,319905
16.8.2026 09:02:22,5s;1426;49,999832;49,990000;-9,207559;-10;140,369438;70,184719;-9,324212
16.8.2026 09:02:22,6s;1427;49,999655;49,990000;-9,229231;-10;140,369695;70,184847;-9,336993
16.8.2026 09:02:22,7s;1428;50,000099;49,990000;-9,169770;-10;140,369949;70,184975;-9,281257
16.8.2026 09:02:22,8s;1429;50,000088;49,990000;-9,213533;-10;140,370205;70,185103;-9,326990
16.8.2026 09:02:22,9s;1430;49,999938;49,990000;-9,188606;-10;140,370460;70,185230;-9,299596
16.8.2026 09:02:23,0s;1431;49,999718;49,990000;-9,202002;-10;140,370716;70,185358;-9,310013
16.8.2026 09:02:23,1s;1432;49,999901;49,990000;-9,182482;-10;140,370971;70,185486;-9,290830
16.8.2026 09:02:23,2s;1433;50,000154;49,990000;-9,205176;-10;140,371227;70,185613;-9,306550
16.8.2026 09:02:23,3s;1434;50,000135;49,990000;-9,208486;-10;140,371483;70,185741;-9,313357
16.8.2026 09:02:23,4s;1435;50,000005;49,990000;-9,175072;-10;140,371738;70,185869;-9,274136
16.8.2026 09:02:23,5s;1436;49,999937;49,990000;-9,212623;-10;140,371993;70,185997;-9,324412
16.8.2026 09:02:23,6s;1437;50,000138;49,990000;-9,199547;-10;140,372249;70,186124;-9,300488
16.8.2026 09:02:23,7s;1438;50,000126;49,990000;-9,236934;-10;140,372506;70,186253;-9,355111
16.8.2026 09:02:23,8s;1439;49,999911;49,990000;-9,187329;-10;140,372761;70,186380;-9,332196
16.8.2026 09:02:23,9s;1440;49,999994;49,990000;-9,187272;-10;140,373016;70,186508;-9,289822
16.8.2026 09:02:24,0s;1441;50,000220;49,990000;-9,191175;-10;140,373271;70,186636;-9,298649
16.8.2026 09:02:24,1s;1442;50,000220;49,990000;-9,186512;-10;140,373526;70,186763;-9,318927
16.8.2026 09:02:24,2s;1443;49,999873;49,990000;-9,222246;-10;140,373783;70,186891;-9,332670
16.8.2026 09:02:24,3s;1444;49,999880;49,990000;-9,181813;-10;140,374038;70,187019;-9,259499
16.8.2026 09:02:24,4s;1445;50,000054;49,990000;-9,182366;-10;140,374293;70,187146;-9,279631
16.8.2026 09:02:24,5s;1446;49,999702;49,990000;-9,188774;-10;140,374548;70,187274;-9,300821
16.8.2026 09:02:24,6s;1447;49,999941;49,990000;-9,163646;-10;140,374803;70,187401;-9,274761
16.8.2026 09:02:24,7s;1448;50,000020;49,990000;-9,227155;-10;140,375059;70,187529;-9,341221
16.8.2026 09:02:24,8s;1449;49,999982;49,990000;-9,183254;-10;140,375314;70,187657;-9,301659
16.8.2026 09:02:24,9s;1450;50,000091;49,990000;-9,144676;-10;140,375568;70,187784;-9,229181
16.8.2026 09:02:25,0s;1451;50,000064;49,990000;-9,218557;-10;140,375824;70,187912;-9,322124
16.8.2026 09:02:25,1s;1452;50,000002;49,990000;-9,190341;-10;140,376079;70,188040;-9,277802
16.8.2026 09:02:25,2s;1453;50,000121;49,990000;-9,202261;-10;140,376335;70,188167;-9,294416
16.8.2026 09:02:25,3s;1454;50,000106;49,990000;-9,190284;-10;140,376590;70,188295;-9,315002
16.8.2026 09:02:25,4s;1455;50,000118;49,990000;-9,210465;-10;140,376846;70,188423;-9,318549
16.8.2026 09:02:25,5s;1456;50,000140;49,990000;-9,205858;-10;140,377102;70,188551;-9,318319
16.8.2026 09:02:25,6s;1457;49,999881;49,990000;-9,192318;-10;140,377357;70,188679;-9,296483
16.8.2026 09:02:25,7s;1458;49,999870;49,990000;-9,161492;-10;140,377612;70,188806;-9,286187
16.8.2026 09:02:25,8s;1459;50,000011;49,990000;-9,163752;-10;140,377866;70,188933;-9,277020
16.8.2026 09:02:25,9s;1460;50,000114;49,990000;-9,200620;-10;140,378122;70,189061;-9,329434
16.8.2026 09:02:26,0s;1461;50,000059;49,990000;-9,176997;-10;140,378377;70,189188;-9,255883
16.8.2026 09:02:26,1s;1462;50,000093;49,990000;-9,182570;-10;140,378632;70,189316;-9,279857
16.8.2026 09:02:26,2s;1463;50,000188;49,990000;-9,191367;-10;140,378887;70,189444;-9,278249
16.8.2026 09:02:26,3s;1464;50,000385;49,990000;-9,194648;-10;140,379142;70,189571;-9,323957
16.8.2026 09:02:26,4s;1465;49,999720;49,990000;-9,235762;-10;140,379399;70,189699;-9,392755
16.8.2026 09:02:26,5s;1466;50,000251;49,990000;-9,231829;-10;140,379655;70,189828;-9,308746
16.8.2026 09:02:26,6s;1467;50,000003;49,990000;-9,160019;-10;140,379910;70,189955;-9,285639
16.8.2026 09:02:26,7s;1468;49,999919;49,990000;-9,214141;-10;140,380166;70,190083;-9,357941
16.8.2026 09:02:26,8s;1469;49,999795;49,990000;-9,213929;-10;140,380422;70,190211;-9,308430
16.8.2026 09:02:26,9s;1470;50,000116;49,990000;-9,206259;-10;140,380677;70,190339;-9,312025
16.8.2026 09:02:27,0s;1471;50,000002;49,990000;-9,251298;-10;140,380934;70,190467;-9,338746
16.8.2026 09:02:27,1s;1472;50,000276;49,990000;-9,195751;-10;140,381190;70,190595;-9,307395
16.8.2026 09:02:27,2s;1473;49,999829;49,990000;-9,237759;-10;140,381447;70,190723;-9,363530
16.8.2026 09:02:27,3s;1474;49,999787;49,990000;-9,175036;-10;140,381701;70,190851;-9,310947
16.8.2026 09:02:27,4s;1475;50,000021;49,990000;-9,232680;-10;140,381958;70,190979;-9,367962
16.8.2026 09:02:27,5s;1476;50,000104;49,990000;-9,225062;-10;140,382214;70,191107;-9,349006
16.8.2026 09:02:27,6s;1477;50,000471;49,990000;-9,180028;-10;140,382469;70,191235;-9,304334
16.8.2026 09:02:27,7s;1478;49,999975;49,990000;-9,205403;-10;140,382725;70,191362;-9,320112
16.8.2026 09:02:27,8s;1479;49,999921;49,990000;-9,199282;-10;140,382980;70,191490;-9,324560
16.8.2026 09:02:27,9s;1480;49,999573;49,990000;-9,190823;-10;140,383236;70,191618;-9,276565
16.8.2026 09:02:28,0s;1481;49,999789;49,990000;-9,231501;-10;140,383492;70,191746;-9,329642
16.8.2026 09:02:28,1s;1482;50,000342;49,990000;-9,194594;-10;140,383747;70,191874;-9,327989
16.8.2026 09:02:28,2s;1483;49,999953;49,990000;-9,198835;-10;140,384003;70,192001;-9,262923
16.8.2026 09:02:28,3s;1484;50,000328;49,990000;-9,188169;-10;140,384258;70,192129;-9,323884
16.8.2026 09:02:28,4s;1485;49,999990;49,990000;-9,181655;-10;140,384513;70,192257;-9,294201
16.8.2026 09:02:28,5s;1486;49,999788;49,990000;-9,145509;-10;140,384767;70,192384;-9,263820
16.8.2026 09:02:28,6s;1487;50,000108;49,990000;-9,232454;-10;140,385024;70,192512;-9,318642
16.8.2026 09:02:28,7s;1488;50,000084;49,990000;-9,210859;-10;140,385280;70,192640;-9,335867
16.8.2026 09:02:28,8s;1489;50,000036;49,990000;-9,220978;-10;140,385536;70,192768;-9,357220
16.8.2026 09:02:28,9s;1490;49,999931;49,990000;-9,257121;-10;140,385793;70,192896;-9,367777
16.8.2026 09:02:29,0s;1491;50,000104;49,990000;-9,235068;-10;140,386049;70,193025;-9,372868
16.8.2026 09:02:29,1s;1492;50,000106;49,990000;-9,225014;-10;140,386306;70,193153;-9,344865
16.8.2026 09:02:29,2s;1493;50,000128;49,990000;-9,180596;-10;140,386561;70,193280;-9,281568
16.8.2026 09:02:29,3s;1494;49,999870;49,990000;-9,173998;-10;140,386816;70,193408;-9,306282
16.8.2026 09:02:29,4s;1495;49,999937;49,990000;-9,220836;-10;140,387072;70,193536;-9,303737
16.8.2026 09:02:29,5s;1496;50,000052;49,990000;-9,153343;-10;140,387326;70,193663;-9,290101
16.8.2026 09:02:29,6s;1497;50,000377;49,990000;-9,181686;-10;140,387581;70,193790;-9,269132
16.8.2026 09:02:29,7s;1498;49,999823;49,990000;-9,158053;-10;140,387835;70,193918;-9,262855
16.8.2026 09:02:29,8s;1499;50,000034;49,990000;-9,158102;-10;140,388090;70,194045;-9,283979
16.8.2026 09:02:29,9s;1500;49,999950;49,990000;-9,202845;-10;140,388345;70,194173;-9,306662
16.8.2026 09:02:30,0s;1501;50,000000;49,990000;-9,193137;-10;140,388601;70,194300;-9,306187
16.8.2026 09:02:30,1s;1502;50,000073;49,990000;-9,184251;-10;140,388856;70,194428;-9,291335
16.8.2026 09:02:30,2s;1503;50,000055;49,990000;-9,211071;-10;140,389112;70,194556;-9,311669
16.8.2026 09:02:30,3s;1504;49,999838;49,990000;-9,207574;-10;140,389367;70,194684;-9,292607
16.8.2026 09:02:30,4s;1505;49,999809;49,990000;-9,178485;-10;140,389622;70,194811;-9,265129
16.8.2026 09:02:30,5s;1506;49,999789;49,990000;-9,168411;-10;140,389877;70,194939;-9,310191
16.8.2026 09:02:30,6s;1507;49,999888;49,990000;-9,185846;-10;140,390132;70,195066;-9,310538
16.8.2026 09:02:30,7s;1508;50,000076;49,990000;-9,203842;-10;140,390388;70,195194;-9,302196
16.8.2026 09:02:30,8s;1509;50,000139;49,990000;-9,192326;-10;140,390643;70,195322;-9,288796
