# YHDA_VERSION=0.7.1
# TEST_SERVICE=RGDH
# PLANT_TYPE=EDUEDT
# STEP_ID=CHARGE_UE_MAX
# STEP_NAME=Sistemden enerji çekerken — düşük ikaz maksimum
# TESIS_ADI=YHDA Örnek Depolamalı GES
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=100.0
# NOMINAL_VOLTAGE_KV=154.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YDA v0.7.1
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=1000
# VOLTAGE_DROOP_PERCENT=4
# Q_TEST_DURATION_MIN=10
# MAIN_SOURCE_PNOM_MW=60
# AUX_SOURCE_PNOM_MW=100
# ONLINE_TOTAL_MW=160
# MAX_ACCESSIBLE_POWER_MW=90
# Q_REQUIRED_OE_MVAR=40
# Q_REQUIRED_UE_MVAR=-40
# ENERGY_CAPACITY_MWH=200
# SOC_INITIAL_PERCENT=65
# TOTAL_UNIT_COUNT=2
# ONLINE_UNIT_COUNT=2
# STEP_Q_TARGET_MVAR=-40
# STEP_PSET_MW=-90
# YDA_VERSION=0.7.1
ZAMAN;SIRA_NO;system_voltage_kv;voltage_reference_kv;total_active_power_mw;total_reactive_power_mvar;main_source_active_power_mw;main_source_reactive_power_mvar;aux_source_active_power_mw;aux_source_reactive_power_mvar;soc_pct;stored_energy_mwh
16.8.2026 09:02:55,0s;176;154,075709;154,000000;-90,001952;-39,950262;0;-9,987565;-90,001952;-29,962696;67,187547;134,375095
16.8.2026 09:02:56,0s;177;154,068517;154,000000;-90,011352;-39,819729;0;-9,954932;-90,011352;-29,864796;67,200277;134,400555
16.8.2026 09:02:57,0s;178;154,093428;154,000000;-90,030359;-40,221606;0;-10,055401;-90,030359;-30,166204;67,213246;134,426493
16.8.2026 09:02:58,0s;179;154,040291;154,000000;-89,888713;-40,044077;0;-10,011019;-89,888713;-30,033058;67,222249;134,444497
16.8.2026 09:02:59,0s;180;154,063970;154,000000;-89,998707;-39,845633;0;-9,961408;-89,998707;-29,884225;67,237468;134,474936
16.8.2026 09:03:00,0s;181;154,090156;154,000000;-89,986822;-39,940078;0;-9,985019;-89,986822;-29,955058;67,249671;134,499341
16.8.2026 09:03:01,0s;182;154,071956;154,000000;-90,034579;-39,927844;0;-9,981961;-90,034579;-29,945883;67,263369;134,526739
16.8.2026 09:03:02,0s;183;154,080041;154,000000;-89,951169;-40,191880;0;-10,047970;-89,951169;-30,143910;67,273766;134,547531
16.8.2026 09:03:03,0s;184;154,036971;154,000000;-90,082147;-39,894936;0;-9,973734;-90,082147;-29,921202;67,289588;134,579176
16.8.2026 09:03:04,0s;185;154,049282;154,000000;-89,953937;-39,884284;0;-9,971071;-89,953937;-29,913213;67,298823;134,597646
16.8.2026 09:03:05,0s;186;154,099387;154,000000;-90,036096;-40,042283;0;-10,010571;-90,036096;-30,031712;67,313427;134,626855
16.8.2026 09:03:06,0s;187;154,055853;154,000000;-90,051157;-40,012197;0;-10,003049;-90,051157;-30,009148;67,326322;134,652643
16.8.2026 09:03:07,0s;188;154,084209;154,000000;-89,928960;-39,855079;0;-9,963770;-89,928960;-29,891309;67,335655;134,671310
16.8.2026 09:03:08,0s;189;154,060861;154,000000;-90,037158;-39,999318;0;-9,999830;-90,037158;-29,999489;67,350970;134,701940
16.8.2026 09:03:09,0s;190;154,048781;154,000000;-89,949889;-40,165766;0;-10,041442;-89,949889;-30,124325;67,361185;134,722369
16.8.2026 09:03:10,0s;191;154,068376;154,000000;-90,067692;-40,056907;0;-10,014227;-90,067692;-30,042680;67,376786;134,753573
16.8.2026 09:03:11,0s;192;154,051905;154,000000;-90,006902;-39,896723;0;-9,974181;-90,006902;-29,922542;67,387683;134,775366
16.8.2026 09:03:12,0s;193;154,066774;154,000000;-89,872830;-40,182684;0;-10,045671;-89,872830;-30,137013;67,396609;134,793218
16.8.2026 09:03:13,0s;194;154,010365;154,000000;-89,960924;-39,763803;0;-9,940951;-89,960924;-29,822852;67,411453;134,822905
16.8.2026 09:03:14,0s;195;154,079223;154,000000;-89,961296;-39,919234;0;-9,979808;-89,961296;-29,939425;67,423957;134,847914
16.8.2026 09:03:15,0s;196;154,036554;154,000000;-90,005731;-40,087423;0;-10,021856;-90,005731;-30,065567;67,437655;134,875310
16.8.2026 09:03:16,0s;197;154,053905;154,000000;-90,025706;-40,207359;0;-10,051840;-90,025706;-30,155520;67,450700;134,901400
16.8.2026 09:03:17,0s;198;154,040833;154,000000;-90,006290;-39,911468;0;-9,977867;-90,006290;-29,933601;67,462672;134,925344
16.8.2026 09:03:18,0s;199;154,016664;154,000000;-90,065878;-40,071969;0;-10,017992;-90,065878;-30,053977;67,476812;134,953623
16.8.2026 09:03:19,0s;200;154,071789;154,000000;-90,000676;-40,157453;0;-10,039363;-90,000676;-30,118090;67,487519;134,975037
16.8.2026 09:03:20,0s;201;154,055657;154,000000;-89,929122;-39,925913;0;-9,981478;-89,929122;-29,944435;67,498031;134,996062
16.8.2026 09:03:21,0s;202;154,026780;154,000000;-89,969784;-40,009496;0;-10,002374;-89,969784;-30,007122;67,511656;135,023313
16.8.2026 09:03:22,0s;203;154,061973;154,000000;-89,937609;-39,995770;0;-9,998943;-89,937609;-29,996828;67,523250;135,046499
16.8.2026 09:03:23,0s;204;154,064418;154,000000;-90,053546;-40,066239;0;-10,016560;-90,053546;-30,049680;67,539010;135,078019
16.8.2026 09:03:24,0s;205;154,020361;154,000000;-90,155817;-39,949397;0;-9,987349;-90,155817;-29,962048;67,554415;135,108830
16.8.2026 09:03:25,0s;206;154,042942;154,000000;-90,022107;-40,015958;0;-10,003989;-90,022107;-30,011968;67,563129;135,126259
16.8.2026 09:03:26,0s;207;154,020309;154,000000;-90,074988;-39,907115;0;-9,976779;-90,074988;-29,930337;67,577145;135,154291
16.8.2026 09:03:27,0s;208;154,027963;154,000000;-90,002124;-39,971677;0;-9,992919;-90,002124;-29,978758;67,587561;135,175122
16.8.2026 09:03:28,0s;209;154,044742;154,000000;-90,012312;-39,988648;0;-9,997162;-90,012312;-29,991486;67,600356;135,200711
16.8.2026 09:03:29,0s;210;154,054984;154,000000;-89,998340;-40,051650;0;-10,012913;-89,998340;-30,038738;67,612452;135,224904
16.8.2026 09:03:30,0s;211;154,020163;154,000000;-90,015012;-39,980946;0;-9,995237;-90,015012;-29,985710;67,625438;135,250876
16.8.2026 09:03:31,0s;212;154,045386;154,000000;-89,997487;-40,051243;0;-10,012811;-89,997487;-30,038432;67,637426;135,274853
16.8.2026 09:03:32,0s;213;154,025113;154,000000;-89,902191;-40,050723;0;-10,012681;-89,902191;-30,038043;67,647120;135,294240
16.8.2026 09:03:33,0s;214;154,019201;154,000000;-89,915744;-39,889720;0;-9,972430;-89,915744;-29,917290;67,660007;135,320015
16.8.2026 09:03:34,0s;215;154,039906;154,000000;-89,953802;-39,949820;0;-9,987455;-89,953802;-29,962365;67,673627;135,347254
16.8.2026 09:03:35,0s;216;154,072849;154,000000;-90,071394;-39,909610;0;-9,977402;-90,071394;-29,932207;67,689632;135,379264
16.8.2026 09:03:36,0s;217;154,015041;154,000000;-89,944272;-39,948531;0;-9,987133;-89,944272;-29,961398;67,698328;135,396656
16.8.2026 09:03:37,0s;218;154,027028;154,000000;-89,966545;-40,027662;0;-10,006916;-89,966545;-30,020747;67,711492;135,422983
16.8.2026 09:03:38,0s;219;154,033075;154,000000;-89,989109;-40,146690;0;-10,036673;-89,989109;-30,110018;67,724670;135,449341
16.8.2026 09:03:39,0s;220;154,021719;154,000000;-90,038648;-40,095025;0;-10,023756;-90,038648;-30,071269;67,738676;135,477351
16.8.2026 09:03:40,0s;221;154,005241;154,000000;-89,950776;-39,850539;0;-9,962635;-89,950776;-29,887904;67,748496;135,496992
16.8.2026 09:03:41,0s;222;154,019895;154,000000;-89,996684;-39,961353;0;-9,990338;-89,996684;-29,971015;67,762398;135,524796
16.8.2026 09:03:42,0s;223;154,036003;154,000000;-90,024290;-40,056943;0;-10,014236;-90,024290;-30,042707;67,775749;135,551498
16.8.2026 09:03:43,0s;224;154,058960;154,000000;-89,986501;-39,933951;0;-9,983488;-89,986501;-29,950463;67,787082;135,574164
16.8.2026 09:03:44,0s;225;154,047783;154,000000;-90,108071;-39,939608;0;-9,984902;-90,108071;-29,954706;67,803362;135,606724
16.8.2026 09:03:45,0s;226;154,022404;154,000000;-89,946578;-40,099029;0;-10,024757;-89,946578;-30,074271;67,810831;135,621661
16.8.2026 09:03:46,0s;227;154,043627;154,000000;-90,022546;-40,203342;0;-10,050835;-90,022546;-30,152506;67,825708;135,651415
16.8.2026 09:03:47,0s;228;154,051740;154,000000;-90,049797;-40,014686;0;-10,003671;-90,049797;-30,011014;67,839070;135,678140
16.8.2026 09:03:48,0s;229;154,018380;154,000000;-89,904192;-40,024233;0;-10,006058;-89,904192;-30,018175;67,846966;135,693932
16.8.2026 09:03:49,0s;230;154,016028;154,000000;-90,023471;-39,934188;0;-9,983547;-90,023471;-29,950641;67,863247;135,726493
16.8.2026 09:03:50,0s;231;154,036384;154,000000;-90,044537;-39,890590;0;-9,972648;-90,044537;-29,917943;67,876423;135,752845
16.8.2026 09:03:51,0s;232;154,049096;154,000000;-89,967672;-39,856599;0;-9,964150;-89,967672;-29,892449;67,886463;135,772926
16.8.2026 09:03:52,0s;233;154,013883;154,000000;-89,969354;-40,094646;0;-10,023661;-89,969354;-30,070984;67,899013;135,798025
16.8.2026 09:03:53,0s;234;154,021437;154,000000;-90,004634;-40,089703;0;-10,022426;-90,004634;-30,067277;67,912650;135,825300
16.8.2026 09:03:54,0s;235;154,028833;154,000000;-89,955706;-40,110166;0;-10,027542;-89,955706;-30,082625;67,923560;135,847121
16.8.2026 09:03:55,0s;236;154,020152;154,000000;-89,903659;-40,035879;0;-10,008970;-89,903659;-30,026909;67,934356;135,868711
16.8.2026 09:03:56,0s;237;153,989899;154,000000;-90,072644;-39,873813;0;-9,968453;-90,072644;-29,905360;67,952381;135,904762
16.8.2026 09:03:57,0s;238;154,042501;154,000000;-89,940165;-40,054411;0;-10,013603;-89,940165;-30,040808;67,960530;135,921061
16.8.2026 09:03:58,0s;239;153,990150;154,000000;-89,942369;-40,059839;0;-10,014960;-89,942369;-30,044880;67,973095;135,946190
16.8.2026 09:03:59,0s;240;154,009809;154,000000;-89,968134;-39,926347;0;-9,981587;-89,968134;-29,944760;67,986442;135,972884
16.8.2026 09:04:00,0s;241;154,020543;154,000000;-89,982226;-39,998786;0;-9,999697;-89,982226;-29,999090;67,999408;135,998815
16.8.2026 09:04:01,0s;242;154,033986;154,000000;-89,993949;-39,902658;0;-9,975665;-89,993949;-29,926994;68,012297;136,024595
16.8.2026 09:04:02,0s;243;154,030127;154,000000;-90,023618;-39,912658;0;-9,978165;-90,023618;-29,934494;68,025794;136,051588
16.8.2026 09:04:03,0s;244;153,988133;154,000000;-90,002344;-40,176392;0;-10,044098;-90,002344;-30,132294;68,037579;136,075158
16.8.2026 09:04:04,0s;245;154,006277;154,000000;-89,991279;-39,914479;0;-9,978620;-89,991279;-29,935859;68,049704;136,099409
16.8.2026 09:04:05,0s;246;153,989852;154,000000;-89,929505;-40,056954;0;-10,014239;-89,929505;-30,042716;68,060101;136,120202
16.8.2026 09:04:06,0s;247;153,974401;154,000000;-89,998526;-39,889915;0;-9,972479;-89,998526;-29,917436;68,074950;136,149899
16.8.2026 09:04:07,0s;248;154,002949;154,000000;-90,083651;-39,937353;0;-9,984338;-90,083651;-29,953015;68,090370;136,180739
16.8.2026 09:04:08,0s;249;153,998433;154,000000;-90,041018;-40,219712;0;-10,054928;-90,041018;-30,164784;68,101413;136,202826
16.8.2026 09:04:09,0s;250;153,996451;154,000000;-89,996368;-40,056493;0;-10,014123;-89,996368;-30,042370;68,112374;136,224749
16.8.2026 09:04:10,0s;251;154,005020;154,000000;-90,090389;-39,883306;0;-9,970826;-90,090389;-29,912479;68,128139;136,256277
16.8.2026 09:04:11,0s;252;154,015155;154,000000;-89,948481;-39,948275;0;-9,987069;-89,948481;-29,961206;68,135704;136,271408
16.8.2026 09:04:12,0s;253;153,995354;154,000000;-89,955581;-40,100984;0;-10,025246;-89,955581;-30,075738;68,148445;136,296891
16.8.2026 09:04:13,0s;254;153,996707;154,000000;-90,006595;-39,988528;0;-9,997132;-90,006595;-29,991396;68,162732;136,325464
16.8.2026 09:04:14,0s;255;153,989201;154,000000;-90,051861;-39,863614;0;-9,965904;-90,051861;-29,897711;68,176830;136,353659
16.8.2026 09:04:15,0s;256;154,030613;154,000000;-89,993206;-39,954119;0;-9,988530;-89,993206;-29,965589;68,187259;136,374519
16.8.2026 09:04:16,0s;257;153,964423;154,000000;-89,978161;-39,979332;0;-9,994833;-89,978161;-29,984499;68,199223;136,398447
16.8.2026 09:04:17,0s;258;154,017011;154,000000;-90,015735;-39,881933;0;-9,970483;-90,015735;-29,911450;68,213062;136,426123
16.8.2026 09:04:18,0s;259;153,975287;154,000000;-89,970318;-40,079866;0;-10,019967;-89,970318;-30,059900;68,223936;136,447873
16.8.2026 09:04:19,0s;260;154,011529;154,000000;-90,059181;-40,118726;0;-10,029681;-90,059181;-30,089044;68,239629;136,479258
16.8.2026 09:04:20,0s;261;153,998566;154,000000;-90,000976;-40,023573;0;-10,005893;-90,000976;-30,017680;68,250035;136,500070
16.8.2026 09:04:21,0s;262;153,984640;154,000000;-90,116798;-40,059427;0;-10,014857;-90,116798;-30,044570;68,266734;136,533468
16.8.2026 09:04:22,0s;263;153,976975;154,000000;-89,997797;-40,125087;0;-10,031272;-89,997797;-30,093815;68,274920;136,549840
16.8.2026 09:04:23,0s;264;153,950066;154,000000;-89,957334;-39,991885;0;-9,997971;-89,957334;-29,993913;68,285942;136,571883
16.8.2026 09:04:24,0s;265;153,996280;154,000000;-89,959022;-39,853218;0;-9,963304;-89,959022;-29,889913;68,298497;136,596995
16.8.2026 09:04:25,0s;266;153,969759;154,000000;-90,016440;-39,838481;0;-9,959620;-90,016440;-29,878861;68,313105;136,626210
16.8.2026 09:04:26,0s;267;153,990234;154,000000;-90,024915;-40,059169;0;-10,014792;-90,024915;-30,044377;68,325920;136,651841
16.8.2026 09:04:27,0s;268;154,016572;154,000000;-90,054513;-39,935867;0;-9,983967;-90,054513;-29,951900;68,339522;136,679043
16.8.2026 09:04:28,0s;269;153,972421;154,000000;-89,997008;-39,787030;0;-9,946757;-89,997008;-29,840272;68,349889;136,699777
16.8.2026 09:04:29,0s;270;153,955154;154,000000;-90,031526;-40,143640;0;-10,035910;-90,031526;-30,107730;68,363678;136,727356
16.8.2026 09:04:30,0s;271;153,987611;154,000000;-89,991321;-40,003752;0;-10,000938;-89,991321;-30,002814;68,374675;136,749349
16.8.2026 09:04:31,0s;272;153,973831;154,000000;-89,970163;-40,108835;0;-10,027209;-89,970163;-30,081626;68,386377;136,772754
16.8.2026 09:04:32,0s;273;153,949367;154,000000;-90,007803;-39,909908;0;-9,977477;-90,007803;-29,932431;68,400295;136,800590
16.8.2026 09:04:33,0s;274;153,952464;154,000000;-89,987209;-40,066692;0;-10,016673;-89,987209;-30,050019;68,412015;136,824030
16.8.2026 09:04:34,0s;275;153,983654;154,000000;-89,972060;-40,014455;0;-10,003614;-89,972060;-30,010841;68,423937;136,847873
16.8.2026 09:04:35,0s;276;153,986916;154,000000;-89,915881;-40,051499;0;-10,012875;-89,915881;-30,038624;68,434287;136,868574
16.8.2026 09:04:36,0s;277;153,986057;154,000000;-89,998463;-39,886679;0;-9,971670;-89,998463;-29,915009;68,449941;136,899882
16.8.2026 09:04:37,0s;278;154,020047;154,000000;-89,972854;-39,950965;0;-9,987741;-89,972854;-29,963224;68,461456;136,922911
16.8.2026 09:04:38,0s;279;153,958067;154,000000;-90,057111;-40,071432;0;-10,017858;-90,057111;-30,053574;68,477205;136,954410
16.8.2026 09:04:39,0s;280;153,979571;154,000000;-89,995544;-40,126152;0;-10,031538;-89,995544;-30,094614;68,487327;136,974655
16.8.2026 09:04:40,0s;281;153,952672;154,000000;-89,866934;-40,055393;0;-10,013848;-89,866934;-30,041545;68,494825;136,989650
16.8.2026 09:04:41,0s;282;153,968484;154,000000;-90,002261;-39,924401;0;-9,981100;-90,002261;-29,943300;68,512588;137,025176
16.8.2026 09:04:42,0s;283;153,962943;154,000000;-89,984804;-39,874904;0;-9,968726;-89,984804;-29,906178;68,524405;137,048810
16.8.2026 09:04:43,0s;284;153,995341;154,000000;-89,996046;-39,974576;0;-9,993644;-89,996046;-29,980932;68,537345;137,074689
16.8.2026 09:04:44,0s;285;153,997347;154,000000;-89,972514;-40,063573;0;-10,015893;-89,972514;-30,047680;68,548916;137,097832
16.8.2026 09:04:45,0s;286;153,984339;154,000000;-90,087813;-40,000365;0;-10,000091;-90,087813;-30,000274;68,565976;137,131952
16.8.2026 09:04:46,0s;287;153,982303;154,000000;-89,879342;-40,033222;0;-10,008306;-89,879342;-30,024917;68,570207;137,140414
16.8.2026 09:04:47,0s;288;153,946812;154,000000;-90,070172;-40,048008;0;-10,012002;-90,070172;-30,036006;68,590297;137,180594
16.8.2026 09:04:48,0s;289;153,975927;154,000000;-90,028016;-39,992182;0;-9,998046;-90,028016;-29,994137;68,601121;137,202241
16.8.2026 09:04:49,0s;290;153,967419;154,000000;-89,960505;-39,953574;0;-9,988393;-89,960505;-29,965180;68,610915;137,221829
16.8.2026 09:04:50,0s;291;153,955270;154,000000;-89,932612;-39,923457;0;-9,980864;-89,932612;-29,942593;68,622286;137,244571
16.8.2026 09:04:51,0s;292;153,955483;154,000000;-89,939444;-39,961351;0;-9,990338;-89,939444;-29,971013;68,635053;137,270105
16.8.2026 09:04:52,0s;293;153,958750;154,000000;-90,096535;-40,081324;0;-10,020331;-90,096535;-30,060993;68,653915;137,307830
16.8.2026 09:04:53,0s;294;153,975883;154,000000;-89,959623;-40,042408;0;-10,010602;-89,959623;-30,031806;68,660857;137,321714
16.8.2026 09:04:54,0s;295;153,970135;154,000000;-90,042342;-40,155151;0;-10,038788;-90,042342;-30,116363;68,676729;137,353458
16.8.2026 09:04:55,0s;296;153,985264;154,000000;-89,981876;-40,119650;0;-10,029912;-89,981876;-30,089737;68,686757;137,373515
16.8.2026 09:04:56,0s;297;153,960654;154,000000;-90,041780;-40,036519;0;-10,009130;-90,041780;-30,027390;68,701718;137,403435
16.8.2026 09:04:57,0s;298;153,917592;154,000000;-90,099039;-39,950136;0;-9,987534;-90,099039;-29,962602;68,716585;137,433171
16.8.2026 09:04:58,0s;299;153,930271;154,000000;-89,983610;-40,083499;0;-10,020875;-89,983610;-30,062624;68,724322;137,448643
16.8.2026 09:04:59,0s;300;153,943076;154,000000;-89,966787;-40,055534;0;-10,013884;-89,966787;-30,041651;68,736121;137,472241
16.8.2026 09:05:00,0s;301;153,919395;154,000000;-90,047420;-40,044296;0;-10,011074;-90,047420;-30,033222;68,751976;137,503952
16.8.2026 09:05:01,0s;302;153,941144;154,000000;-89,965689;-40,001458;0;-10,000365;-89,965689;-30,001094;68,761066;137,522131
16.8.2026 09:05:02,0s;303;153,955792;154,000000;-89,978072;-40,073281;0;-10,018320;-89,978072;-30,054961;68,774080;137,548161
16.8.2026 09:05:03,0s;304;153,957235;154,000000;-89,944278;-40,077938;0;-10,019485;-89,944278;-30,058454;68,785155;137,570310
16.8.2026 09:05:04,0s;305;153,959455;154,000000;-90,113383;-39,835317;0;-9,958829;-90,113383;-29,876488;68,804787;137,609575
16.8.2026 09:05:05,0s;306;153,968585;154,000000;-90,085158;-39,906222;0;-9,976556;-90,085158;-29,929667;68,816107;137,632215
16.8.2026 09:05:06,0s;307;153,943586;154,000000;-90,019107;-40,066909;0;-10,016727;-90,019107;-30,050182;68,825812;137,651624
16.8.2026 09:05:07,0s;308;153,980080;154,000000;-89,941617;-40,054445;0;-10,013611;-89,941617;-30,040833;68,835011;137,670021
16.8.2026 09:05:08,0s;309;153,931678;154,000000;-90,017437;-40,259338;0;-10,064835;-90,017437;-30,194504;68,850746;137,701492
16.8.2026 09:05:09,0s;310;153,969678;154,000000;-90,022374;-39,941838;0;-9,985460;-90,022374;-29,956379;68,863460;137,726920
16.8.2026 09:05:10,0s;311;153,970633;154,000000;-90,049477;-39,960538;0;-9,990134;-90,049477;-29,970403;68,877130;137,754261
16.8.2026 09:05:11,0s;312;153,938502;154,000000;-90,122387;-39,891619;0;-9,972905;-90,122387;-29,918714;68,892786;137,785573
16.8.2026 09:05:12,0s;313;153,949414;154,000000;-89,941353;-40,086243;0;-10,021561;-89,941353;-30,064682;68,897459;137,794917
16.8.2026 09:05:13,0s;314;153,954498;154,000000;-89,974005;-40,081408;0;-10,020352;-89,974005;-30,061056;68,911370;137,822740
16.8.2026 09:05:14,0s;315;153,948822;154,000000;-89,950008;-39,728587;0;-9,932147;-89,950008;-29,796440;68,922820;137,845640
16.8.2026 09:05:15,0s;316;153,930441;154,000000;-89,935985;-40,053862;0;-10,013466;-89,935985;-30,040397;68,934699;137,869399
16.8.2026 09:05:16,0s;317;153,953234;154,000000;-90,015688;-39,835036;0;-9,958759;-90,015688;-29,876277;68,950689;137,901377
16.8.2026 09:05:17,0s;318;153,928771;154,000000;-90,033661;-40,064258;0;-10,016064;-90,033661;-30,048193;68,963982;137,927964
16.8.2026 09:05:18,0s;319;153,923975;154,000000;-90,036373;-40,120160;0;-10,030040;-90,036373;-30,090120;68,976606;137,953213
16.8.2026 09:05:19,0s;320;153,907313;154,000000;-90,083830;-39,975356;0;-9,993839;-90,083830;-29,981517;68,991214;137,982428
16.8.2026 09:05:20,0s;321;153,982588;154,000000;-90,104502;-40,003592;0;-10,000898;-90,104502;-30,002694;69,004645;138,009289
16.8.2026 09:05:21,0s;322;153,906307;154,000000;-90,034301;-40,050679;0;-10,012670;-90,034301;-30,038009;69,014029;138,028058
16.8.2026 09:05:22,0s;323;153,954227;154,000000;-89,941489;-40,062467;0;-10,015617;-89,941489;-30,046850;69,022383;138,044767
16.8.2026 09:05:23,0s;324;153,935110;154,000000;-89,951073;-40,211596;0;-10,052899;-89,951073;-30,158697;69,035305;138,070610
16.8.2026 09:05:24,0s;325;153,954453;154,000000;-89,947742;-40,001400;0;-10,000350;-89,947742;-30,001050;69,047648;138,095297
16.8.2026 09:05:25,0s;326;153,953644;154,000000;-90,023685;-39,985941;0;-9,996485;-90,023685;-29,989456;69,063569;138,127138
16.8.2026 09:05:26,0s;327;153,933282;154,000000;-90,073010;-39,884686;0;-9,971172;-90,073010;-29,913515;69,078306;138,156611
16.8.2026 09:05:27,0s;328;153,944767;154,000000;-89,950029;-39,971961;0;-9,992990;-89,950029;-29,978971;69,085231;138,170461
16.8.2026 09:05:28,0s;329;153,931092;154,000000;-90,060895;-40,151094;0;-10,037773;-90,060895;-30,113320;69,102774;138,205548
16.8.2026 09:05:29,0s;330;153,895207;154,000000;-90,002067;-40,093476;0;-10,023369;-90,002067;-30,070107;69,112594;138,225189
16.8.2026 09:05:30,0s;331;153,934104;154,000000;-89,981086;-40,224574;0;-10,056143;-89,981086;-30,168430;69,124133;138,248266
16.8.2026 09:05:31,0s;332;153,961254;154,000000;-89,987595;-40,204636;0;-10,051159;-89,987595;-30,153477;69,136930;138,273859
16.8.2026 09:05:32,0s;333;153,947692;154,000000;-89,984920;-39,808094;0;-9,952023;-89,984920;-29,856070;69,149305;138,298609
16.8.2026 09:05:33,0s;334;153,902109;154,000000;-90,075281;-40,026195;0;-10,006549;-90,075281;-30,019646;69,165982;138,331963
16.8.2026 09:05:34,0s;335;153,925095;154,000000;-90,042535;-39,952351;0;-9,988088;-90,042535;-29,964263;69,176973;138,353946
16.8.2026 09:05:35,0s;336;153,954811;154,000000;-90,051271;-40,076727;0;-10,019182;-90,051271;-30,057545;69,189886;138,379771
16.8.2026 09:05:36,0s;337;153,906118;154,000000;-90,049252;-39,914379;0;-9,978595;-90,049252;-29,935784;69,202298;138,404597
16.8.2026 09:05:37,0s;338;153,926199;154,000000;-89,981280;-39,946212;0;-9,986553;-89,981280;-29,959659;69,211624;138,423248
16.8.2026 09:05:38,0s;339;153,908971;154,000000;-89,946346;-40,072621;0;-10,018155;-89,946346;-30,054466;69,222481;138,444962
16.8.2026 09:05:39,0s;340;153,934626;154,000000;-90,046556;-39,911877;0;-9,977969;-90,046556;-29,933908;69,239692;138,479384
16.8.2026 09:05:40,0s;341;153,925900;154,000000;-90,041502;-39,959687;0;-9,989922;-90,041502;-29,969766;69,251960;138,503920
16.8.2026 09:05:41,0s;342;153,894222;154,000000;-90,002112;-39,870600;0;-9,967650;-90,002112;-29,902950;69,262600;138,525200
16.8.2026 09:05:42,0s;343;153,943648;154,000000;-90,018862;-40,081501;0;-10,020375;-90,018862;-30,061126;69,275896;138,551792
16.8.2026 09:05:43,0s;344;153,969911;154,000000;-90,050558;-39,980202;0;-9,995051;-90,050558;-29,985152;69,289909;138,579817
16.8.2026 09:05:44,0s;345;153,905697;154,000000;-90,021134;-39,896155;0;-9,974039;-90,021134;-29,922116;69,301010;138,602019
16.8.2026 09:05:45,0s;346;153,970229;154,000000;-89,945245;-40,005667;0;-10,001417;-89,945245;-30,004250;69,309876;138,619753
16.8.2026 09:05:46,0s;347;153,943004;154,000000;-90,044712;-40,015530;0;-10,003882;-90,044712;-30,011647;69,327149;138,654297
16.8.2026 09:05:47,0s;348;153,944537;154,000000;-89,930564;-40,061061;0;-10,015265;-89,930564;-30,045796;69,334154;138,668307
16.8.2026 09:05:48,0s;349;153,955658;154,000000;-90,105543;-40,060750;0;-10,015188;-90,105543;-30,045563;69,355101;138,710202
16.8.2026 09:05:49,0s;350;153,929532;154,000000;-89,933924;-39,906739;0;-9,976685;-89,933924;-29,930055;69,359297;138,718594
16.8.2026 09:05:50,0s;351;153,896945;154,000000;-90,018820;-40,027751;0;-10,006938;-90,018820;-30,020813;69,375915;138,751830
16.8.2026 09:05:51,0s;352;153,889533;154,000000;-89,944935;-39,863967;0;-9,965992;-89,944935;-29,897975;69,384816;138,769631
16.8.2026 09:05:52,0s;353;153,921119;154,000000;-89,990905;-39,924352;0;-9,981088;-89,990905;-29,943264;69,399555;138,799111
16.8.2026 09:05:53,0s;354;153,898449;154,000000;-89,960548;-40,048710;0;-10,012177;-89,960548;-30,036532;69,410566;138,821131
16.8.2026 09:05:54,0s;355;153,933149;154,000000;-90,023967;-39,810277;0;-9,952569;-90,023967;-29,857708;69,426178;138,852357
16.8.2026 09:05:55,0s;356;153,919564;154,000000;-90,034931;-40,034891;0;-10,008723;-90,034931;-30,026168;69,439222;138,878445
16.8.2026 09:05:56,0s;357;153,925130;154,000000;-89,999897;-39,942105;0;-9,985526;-89,999897;-29,956579;69,449995;138,899990
16.8.2026 09:05:57,0s;358;153,931322;154,000000;-90,035027;-39,868012;0;-9,967003;-90,035027;-29,901009;69,464237;138,928473
16.8.2026 09:05:58,0s;359;153,898210;154,000000;-90,033895;-39,941515;0;-9,985379;-90,033895;-29,956136;69,476685;138,953371
16.8.2026 09:05:59,0s;360;153,927503;154,000000;-89,983431;-39,869387;0;-9,967347;-89,983431;-29,902040;69,486674;138,973348
16.8.2026 09:06:00,0s;361;153,919629;154,000000;-90,013440;-39,996180;0;-9,999045;-90,013440;-29,997135;69,500672;139,001344
16.8.2026 09:06:01,0s;362;153,897380;154,000000;-90,005453;-39,913398;0;-9,978349;-90,005453;-29,935048;69,512773;139,025547
