# YHDA_VERSION=0.7.1
# TEST_SERVICE=RGDH
# PLANT_TYPE=KONV
# STEP_ID=UE_MAX
# STEP_NAME=Düşük ikaz — maksimum çıkış gücü
# TESIS_ADI=YHDA Örnek Konvansiyonel Santral
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=300.0
# NOMINAL_VOLTAGE_KV=380.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YDA v0.7.1
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=1000
# VOLTAGE_DROOP_PERCENT=4
# Q_TEST_DURATION_MIN=10
# PMKUD_MW=120
# SGEN_MVA=350
# COSPHI_NOM=0.85
# VNOM_GEN_KV=15.75
# Q_REQUIRED_OE_MVAR=155
# Q_REQUIRED_UE_MVAR=-98
# STEP_Q_TARGET_MVAR=-98
# STEP_PSET_MW=285
# YDA_VERSION=0.7.1
ZAMAN;SIRA_NO;bus_voltage_kv;internal_aux_voltage_v;active_power_mw;reactive_power_mvar;terminal_voltage_kv;excitation_current_a;stator_current_a;power_factor
16.8.2026 09:03:27,0s;208;380,093091;400,246101;284,983466;-97,749406;15,591641;936,421660;11579,147012;0,945904
16.8.2026 09:03:28,0s;209;380,074276;399,952216;284,707198;-98,225326;15,589676;921,306099;11580,795212;0,945321
16.8.2026 09:03:29,0s;210;380,055834;399,850992;285,247926;-98,363983;15,590141;928,795070;11587,334968;0,945370
16.8.2026 09:03:30,0s;211;380,064000;400,073588;285,055356;-97,873818;15,590816;931,301846;11577,333503;0,945803
16.8.2026 09:03:31,0s;212;380,053952;400,154553;285,307746;-98,272507;15,598947;932,367043;11584,316787;0,945485
16.8.2026 09:03:32,0s;213;380,059495;400,034205;285,099354;-97,918303;15,587249;930,296379;11577,055600;0,945773
16.8.2026 09:03:33,0s;214;380,057664;400,264099;285,227850;-98,146721;15,589563;927,914418;11586,585953;0,945585
16.8.2026 09:03:34,0s;215;380,063220;399,798018;285,253867;-97,990276;15,585253;934,555656;11574,424258;0,945754
16.8.2026 09:03:35,0s;216;380,070247;399,931984;285,114865;-97,823497;15,591405;928,414899;11575,286991;0,945875
16.8.2026 09:03:36,0s;217;380,024284;400,054338;284,975392;-97,599214;15,592511;928,607225;11573,833382;0,946054
16.8.2026 09:03:37,0s;218;380,083524;399,992586;284,879449;-98,260235;15,597455;934,040823;11582,946383;0,945346
16.8.2026 09:03:38,0s;219;380,078459;399,812007;284,999271;-98,331119;15,588390;936,272721;11584,925587;0,945316
16.8.2026 09:03:39,0s;220;380,076317;399,751454;284,789418;-98,020081;15,598353;925,654174;11578,150367;0,945560
16.8.2026 09:03:40,0s;221;380,074598;399,848800;285,110224;-98,489213;15,591245;933,874984;11575,443042;0,945194
16.8.2026 09:03:41,0s;222;380,087994;400,103295;285,068887;-97,623179;15,593311;922,589135;11572,684046;0,946063
16.8.2026 09:03:42,0s;223;380,038983;399,962298;285,141361;-98,083358;15,588711;932,097280;11581,411321;0,945619
16.8.2026 09:03:43,0s;224;380,073595;399,826170;284,639327;-98,469789;15,586780;927,833893;11578,078183;0,945047
16.8.2026 09:03:44,0s;225;379,999164;400,037540;284,990721;-97,798411;15,595629;930,654409;11575,674226;0,945857
16.8.2026 09:03:45,0s;226;380,031910;399,837288;285,084654;-97,821637;15,585196;930,574533;11569,693864;0,945866
16.8.2026 09:03:46,0s;227;380,077456;400,080130;284,940471;-98,007019;15,596407;927,362747;11575,500622;0,945627
16.8.2026 09:03:47,0s;228;380,069038;400,191146;285,064096;-97,910743;15,586518;928,774734;11576,157892;0,945768
16.8.2026 09:03:48,0s;229;380,077912;400,124473;284,867169;-97,812642;15,590706;925,312113;11578,149480;0,945799
16.8.2026 09:03:49,0s;230;380,084951;400,026248;284,811754;-98,286001;15,589381;926,117205;11581,112076;0,945296
16.8.2026 09:03:50,0s;231;380,075587;400,459544;285,093464;-97,950742;15,591168;932,859592;11576,922830;0,945738
16.8.2026 09:03:51,0s;232;380,097922;399,656304;284,828960;-97,698218;15,594240;930,125812;11571,897069;0,945903
16.8.2026 09:03:52,0s;233;380,060592;399,964601;284,882575;-97,951970;15,595230;931,685029;11571,939228;0,945663
16.8.2026 09:03:53,0s;234;380,064904;399,718029;285,198486;-98,269039;15,590894;929,117457;11578,251181;0,945450
16.8.2026 09:03:54,0s;235;380,075049;400,154799;285,288386;-97,621223;15,585384;927,408455;11572,468999;0,946141
16.8.2026 09:03:55,0s;236;380,090243;399,855206;285,125229;-98,131598;15,592539;926,521639;11574,012417;0,945564
16.8.2026 09:03:56,0s;237;380,090952;400,090444;284,742055;-98,058395;15,583644;931,385522;11578,672503;0,945504
16.8.2026 09:03:57,0s;238;380,062356;400,132163;285,388615;-98,176476;15,581375;931,939562;11577,357945;0,945611
16.8.2026 09:03:58,0s;239;380,040942;399,573852;285,101133;-97,906941;15,590393;926,650222;11579,279116;0,945785
16.8.2026 09:03:59,0s;240;380,017860;400,381005;284,769269;-97,804051;15,589565;930,003715;11574,623611;0,945774
16.8.2026 09:04:00,0s;241;380,035829;400,133777;284,752336;-98,312833;15,589670;930,360130;11586,673640;0,945248
16.8.2026 09:04:01,0s;242;380,064475;399,841439;284,818674;-97,829976;15,590518;932,326619;11576,712651;0,945765
16.8.2026 09:04:02,0s;243;380,045519;400,076429;285,178557;-98,128100;15,584430;933,665115;11581,417736;0,945587
16.8.2026 09:04:03,0s;244;380,030053;399,762150;285,045498;-98,313047;15,590192;932,542846;11590,493163;0,945351
16.8.2026 09:04:04,0s;245;380,039388;400,060445;284,728310;-98,029433;15,585987;931,606318;11579,422724;0,945529
16.8.2026 09:04:05,0s;246;379,991255;399,738729;285,048353;-97,790991;15,588499;927,175839;11575,525405;0,945885
16.8.2026 09:04:06,0s;247;380,009818;399,739833;285,207844;-97,650572;15,590511;931,806484;11579,536270;0,946083
16.8.2026 09:04:07,0s;248;380,046843;399,944320;285,176282;-98,075302;15,595932;930,743487;11578,603625;0,945640
16.8.2026 09:04:08,0s;249;380,048178;400,075759;285,108801;-97,993035;15,593195;930,586680;11577,534258;0,945700
16.8.2026 09:04:09,0s;250;380,054418;400,011186;284,790476;-98,052387;15,591279;929,099318;11576,049283;0,945528
16.8.2026 09:04:10,0s;251;380,022840;400,093711;284,741416;-97,894782;15,587831;924,686956;11579,071904;0,945671
16.8.2026 09:04:11,0s;252;380,010103;399,981790;285,164105;-97,964995;15,588851;931,502501;11575,163496;0,945748
16.8.2026 09:04:12,0s;253;380,040288;399,896856;285,014939;-98,358660;15,587526;926,447120;11577,718602;0,945294
16.8.2026 09:04:13,0s;254;380,038373;399,894291;284,761653;-98,206849;15,593360;929,708073;11583,834942;0,945360
16.8.2026 09:04:14,0s;255;380,077948;400,089288;284,760729;-98,155027;15,598392;927,895422;11578,736235;0,945412
16.8.2026 09:04:15,0s;256;380,022560;400,127049;285,067981;-97,841612;15,588921;928,697948;11578,928610;0,945840
16.8.2026 09:04:16,0s;257;380,015133;400,395707;285,240732;-97,918052;15,591421;929,239052;11581,353105;0,945823
16.8.2026 09:04:17,0s;258;380,058029;400,604557;285,119593;-97,884848;15,594919;926,790691;11575,907555;0,945814
16.8.2026 09:04:18,0s;259;380,032221;400,034292;284,843843;-98,183032;15,589737;930,669208;11584,638706;0,945413
16.8.2026 09:04:19,0s;260;379,984779;399,814883;285,247000;-97,802259;15,583323;929,223828;11578,606334;0,945943
16.8.2026 09:04:20,0s;261;379,991522;400,178388;284,891475;-97,853661;15,589720;928,388067;11571,538789;0,945766
16.8.2026 09:04:21,0s;262;380,021931;399,824438;285,054973;-97,999469;15,594655;931,576607;11577,318456;0,945675
16.8.2026 09:04:22,0s;263;380,024774;399,886100;285,048367;-97,928645;15,585082;931,673804;11573,755925;0,945744
16.8.2026 09:04:23,0s;264;380,092615;399,831858;285,173269;-97,879007;15,589769;931,117530;11566,537381;0,945839
16.8.2026 09:04:24,0s;265;380,028503;400,097455;285,204982;-97,433486;15,592369;934,727013;11570,450670;0,946303
16.8.2026 09:04:25,0s;266;380,039281;400,163590;285,019328;-98,123052;15,584046;928,468861;11578,486952;0,945536
16.8.2026 09:04:26,0s;267;380,017235;399,890343;285,072481;-98,136690;15,592223;931,334286;11578,988080;0,945541
16.8.2026 09:04:27,0s;268;380,061785;399,666473;284,563002;-97,912270;15,599199;929,370403;11577,372440;0,945591
16.8.2026 09:04:28,0s;269;380,037314;400,005760;284,791405;-97,719004;15,592769;933,108571;11573,584020;0,945868
16.8.2026 09:04:29,0s;270;380,049375;400,114828;285,003236;-98,220762;15,587122;933,459305;11587,736751;0,945430
16.8.2026 09:04:30,0s;271;380,058799;400,042558;284,922349;-97,787083;15,591512;932,562639;11576,815581;0,945845
16.8.2026 09:04:31,0s;272;380,006829;400,021834;285,165780;-97,733501;15,587486;933,506581;11579,092074;0,945984
16.8.2026 09:04:32,0s;273;379,997979;400,311721;285,025880;-98,269122;15,589962;929,738102;11579,097722;0,945389
16.8.2026 09:04:33,0s;274;379,989729;399,844078;284,979508;-97,982409;15,579537;925,728564;11578,983243;0,945665
16.8.2026 09:04:34,0s;275;379,980029;400,191889;284,946205;-98,216855;15,589336;936,500860;11574,422236;0,945414
16.8.2026 09:04:35,0s;276;380,026457;400,017304;285,217334;-98,031435;15,592098;926,149878;11579,461025;0,945699
16.8.2026 09:04:36,0s;277;380,057946;400,051631;285,028119;-98,010846;15,591813;930,002941;11577,599191;0,945654
16.8.2026 09:04:37,0s;278;380,005384;400,021603;284,864267;-97,908132;15,593768;929,656467;11573,101882;0,945701
16.8.2026 09:04:38,0s;279;380,000123;400,281813;285,090612;-97,991607;15,597967;927,620469;11584,026370;0,945695
16.8.2026 09:04:39,0s;280;380,008718;399,984241;285,108154;-98,119990;15,587393;932,050280;11580,892972;0,945570
16.8.2026 09:04:40,0s;281;380,011874;400,086575;285,179163;-97,791445;15,594609;928,739047;11569,234227;0,945930
16.8.2026 09:04:41,0s;282;380,016473;399,855604;285,127513;-97,984591;15,590639;925,559762;11580,855375;0,945715
16.8.2026 09:04:42,0s;283;380,022883;400,194680;284,879144;-97,956667;15,582318;931,395286;11586,074343;0,945657
16.8.2026 09:04:43,0s;284;379,966316;400,054815;284,885618;-98,169307;15,589708;927,276487;11574,758888;0,945442
16.8.2026 09:04:44,0s;285;379,957654;400,097937;284,961834;-97,498632;15,592520;927,548541;11574,283592;0,946152
16.8.2026 09:04:45,0s;286;379,981263;400,052497;285,237107;-98,083821;15,592875;927,402166;11581,870901;0,945652
16.8.2026 09:04:46,0s;287;379,967013;399,806709;284,792846;-97,964940;15,593058;927,402911;11574,276451;0,945618
16.8.2026 09:04:47,0s;288;380,016104;400,063418;284,792406;-97,810946;15,584394;931,998061;11575,124088;0,945775
16.8.2026 09:04:48,0s;289;379,980957;399,920470;285,021751;-97,895292;15,586815;928,930582;11573,866546;0,945769
16.8.2026 09:04:49,0s;290;380,019070;399,789054;285,026942;-97,406602;15,591985;928,262753;11574,009808;0,946268
16.8.2026 09:04:50,0s;291;379,977312;399,870381;285,376987;-98,419131;15,590131;931,275318;11576,259932;0,945359
16.8.2026 09:04:51,0s;292;379,960690;399,984965;285,140025;-98,391137;15,590044;926,076422;11581,101497;0,945305
16.8.2026 09:04:52,0s;293;379,991154;399,982251;284,896568;-98,340148;15,592603;938,408707;11575,453707;0,945271
16.8.2026 09:04:53,0s;294;379,989024;399,566230;284,910834;-97,933877;15,592070;927,950458;11582,336516;0,945691
16.8.2026 09:04:54,0s;295;379,982764;399,943405;284,884298;-98,181427;15,587822;931,456554;11586,313768;0,945429
16.8.2026 09:04:55,0s;296;380,017775;399,893073;284,615253;-97,553637;15,583148;930,727565;11567,142713;0,945975
16.8.2026 09:04:56,0s;297;379,965053;399,890949;284,864244;-98,233061;15,589631;925,369965;11576,035232;0,945369
16.8.2026 09:04:57,0s;298;379,976735;400,119141;284,898349;-98,271984;15,585599;926,052602;11578,380960;0,945341
16.8.2026 09:04:58,0s;299;379,997956;399,917666;284,957607;-98,103919;15,583352;926,160076;11577,537241;0,945534
16.8.2026 09:04:59,0s;300;379,968726;399,847315;285,125446;-97,902405;15,592157;927,585467;11581,314425;0,945798
16.8.2026 09:05:00,0s;301;379,978262;400,268427;285,016298;-98,238735;15,593569;932,638866;11579,312983;0,945417
16.8.2026 09:05:01,0s;302;379,978356;399,608261;284,794283;-98,168091;15,589831;928,892073;11581,594649;0,945411
16.8.2026 09:05:02,0s;303;379,954737;399,907586;285,100236;-97,860256;15,591207;925,217754;11570,305177;0,945832
16.8.2026 09:05:03,0s;304;379,995773;399,784256;284,833661;-97,724213;15,587852;929,863323;11573,509816;0,945878
16.8.2026 09:05:04,0s;305;379,965826;400,100979;285,156209;-98,071905;15,589219;927,125018;11580,415606;0,945636
16.8.2026 09:05:05,0s;306;379,981751;399,859270;285,236284;-98,434195;15,588050;928,186293;11584,268772;0,945294
16.8.2026 09:05:06,0s;307;379,922453;400,003005;284,965565;-97,598881;15,586510;931,385656;11576,110630;0,946051
16.8.2026 09:05:07,0s;308;379,977364;399,792218;284,932986;-98,290176;15,579654;930,726765;11581,612269;0,945335
16.8.2026 09:05:08,0s;309;379,962780;400,051179;285,169535;-97,819762;15,596668;931,013804;11575,560384;0,945898
16.8.2026 09:05:09,0s;310;379,977490;400,158530;285,207559;-98,382599;15,588294;931,654264;11581,791038;0,945337
16.8.2026 09:05:10,0s;311;379,982178;400,220843;285,046495;-98,037029;15,598339;931,834089;11578,113967;0,945633
16.8.2026 09:05:11,0s;312;379,944907;399,800168;284,931109;-97,811218;15,588755;930,733108;11566,096595;0,945823
16.8.2026 09:05:12,0s;313;380,006770;399,666438;285,254234;-97,550299;15,587520;931,213948;11570,831002;0,946201
16.8.2026 09:05:13,0s;314;379,945620;400,046614;285,160857;-97,813847;15,594367;926,921260;11572,154530;0,945901
16.8.2026 09:05:14,0s;315;379,919306;400,184876;285,088500;-97,788223;15,590818;924,294632;11573,367133;0,945902
16.8.2026 09:05:15,0s;316;379,984990;400,092349;285,041545;-98,247121;15,592154;931,903708;11573,903350;0,945417
16.8.2026 09:05:16,0s;317;379,946099;400,268414;284,756655;-97,963873;15,590489;936,568009;11570,368286;0,945606
16.8.2026 09:05:17,0s;318;379,981006;399,842582;285,149860;-97,872473;15,588922;925,534173;11580,936790;0,945837
16.8.2026 09:05:18,0s;319;379,958498;399,758779;284,942981;-97,967049;15,591401;928,127079;11567,676963;0,945668
16.8.2026 09:05:19,0s;320;379,936858;399,826878;284,960531;-97,857353;15,593044;926,959263;11580,763747;0,945786
16.8.2026 09:05:20,0s;321;379,944241;399,665087;284,699072;-98,000775;15,593404;926,683787;11571,214369;0,945548
16.8.2026 09:05:21,0s;322;379,947959;400,003457;284,854426;-98,194630;15,592360;926,059158;11576,662948;0,945405
16.8.2026 09:05:22,0s;323;379,935944;400,424294;285,040330;-98,323326;15,584230;932,592149;11591,356527;0,945339
16.8.2026 09:05:23,0s;324;379,982565;400,026406;284,920563;-98,072257;15,591815;934,722485;11573,405744;0,945553
16.8.2026 09:05:24,0s;325;379,941489;399,780100;285,094847;-97,633865;15,592532;932,300650;11570,617195;0,946061
16.8.2026 09:05:25,0s;326;379,919944;400,048111;284,845242;-98,001967;15,595579;931,629736;11579,407425;0,945598
16.8.2026 09:05:26,0s;327;379,960518;399,835365;285,236441;-98,182455;15,590548;926,209240;11584,542708;0,945552
16.8.2026 09:05:27,0s;328;379,952190;400,081491;284,940727;-97,710040;15,591747;929,237808;11577,955599;0,945930
16.8.2026 09:05:28,0s;329;379,989518;399,981079;284,767566;-98,033892;15,593955;932,231910;11569,564405;0,945538
16.8.2026 09:05:29,0s;330;379,905303;400,056791;285,019627;-98,007396;15,598641;926,300595;11578,717958;0,945654
16.8.2026 09:05:30,0s;331;379,973007;399,912036;285,124832;-97,739026;15,593077;936,168722;11572,722787;0,945964
16.8.2026 09:05:31,0s;332;379,968005;399,918911;285,069521;-97,890504;15,590903;930,613317;11574,030025;0,945791
16.8.2026 09:05:32,0s;333;379,954668;400,338154;285,067107;-98,007920;15,596135;933,669040;11586,185876;0,945670
16.8.2026 09:05:33,0s;334;379,950355;399,970080;284,899483;-97,521709;15,585406;930,133061;11577,402872;0,946107
16.8.2026 09:05:34,0s;335;379,921434;400,051054;284,767253;-98,162593;15,599593;931,002034;11573,775898;0,945407
16.8.2026 09:05:35,0s;336;379,941525;399,912611;285,035357;-97,979133;15,591858;933,292234;11578,846981;0,945688
16.8.2026 09:05:36,0s;337;379,948356;399,951212;284,964517;-97,897787;15,592184;928,510441;11572,096086;0,945747
16.8.2026 09:05:37,0s;338;379,946211;400,057101;284,744446;-97,951784;15,593991;935,008019;11585,636530;0,945614
16.8.2026 09:05:38,0s;339;379,965659;399,623401;285,233861;-97,651256;15,594534;930,759261;11575,773574;0,946092
16.8.2026 09:05:39,0s;340;379,964043;399,848998;285,315656;-98,308475;15,583830;934,227950;11582,264353;0,945451
16.8.2026 09:05:40,0s;341;379,931976;399,823962;285,155806;-98,232129;15,594200;930,748075;11578,725533;0,945473
16.8.2026 09:05:41,0s;342;379,914712;400,311622;284,978593;-97,989753;15,587728;930,534474;11578,726351;0,945658
16.8.2026 09:05:42,0s;343;379,923884;399,990637;285,065900;-97,572365;15,593377;926,050017;11577,405768;0,946113
16.8.2026 09:05:43,0s;344;379,928921;399,738997;285,059873;-98,303203;15,590630;931,235564;11581,031324;0,945366
16.8.2026 09:05:44,0s;345;379,982321;399,918407;285,167698;-98,752881;15,591840;929,332455;11583,322477;0,944944
16.8.2026 09:05:45,0s;346;379,930307;400,057737;285,155392;-97,729346;15,587118;928,644480;11569,865497;0,945985
16.8.2026 09:05:46,0s;347;379,917981;400,149998;284,913452;-98,038654;15,585200;932,762189;11587,346807;0,945585
16.8.2026 09:05:47,0s;348;379,964256;400,423721;285,142146;-98,039300;15,597024;932,658262;11578,011608;0,945664
16.8.2026 09:05:48,0s;349;379,942837;399,869893;285,273679;-98,254493;15,592573;932,875692;11576,570906;0,945491
16.8.2026 09:05:49,0s;350;379,934607;399,886984;285,137379;-98,041536;15,581422;932,935107;11582,017214;0,945661
16.8.2026 09:05:50,0s;351;379,916859;399,985727;284,860155;-97,894166;15,599480;929,513621;11569,866958;0,945714
16.8.2026 09:05:51,0s;352;379,927566;399,844553;285,051630;-98,143053;15,593091;933,451544;11589,058939;0,945527
16.8.2026 09:05:52,0s;353;379,926891;400,019949;284,767400;-98,075167;15,593199;929,119785;11572,513685;0,945496
16.8.2026 09:05:53,0s;354;379,901320;399,842724;285,140326;-98,062313;15,591611;927,381757;11582,151340;0,945640
16.8.2026 09:05:54,0s;355;379,922776;399,981583;285,086386;-98,280624;15,581661;928,992875;11579,823904;0,945399
16.8.2026 09:05:55,0s;356;379,957840;399,957716;285,338619;-97,823263;15,583891;926,743369;11574,606979;0,945953
16.8.2026 09:05:56,0s;357;379,903927;400,001932;284,987172;-97,928756;15,585309;931,911513;11573,572755;0,945723
16.8.2026 09:05:57,0s;358;379,880872;400,003968;285,071425;-98,250337;15,584341;929,806182;11585,080941;0,945424
16.8.2026 09:05:58,0s;359;379,914343;400,084121;284,879975;-98,216799;15,593962;924,473460;11583,292445;0,945391
16.8.2026 09:05:59,0s;360;379,951300;399,925472;285,427685;-98,542526;15,585313;927,506362;11591,218123;0,945251
16.8.2026 09:06:00,0s;361;379,963365;399,951606;285,070951;-98,390903;15,596430;935,803222;11579,997244;0,945280
16.8.2026 09:06:01,0s;362;379,953961;400,138264;285,099778;-97,952271;15,591817;929,446467;11572,836338;0,945738
16.8.2026 09:06:02,0s;363;379,938745;400,000151;285,333411;-97,981527;15,596204;931,237006;11580,491715;0,945790
16.8.2026 09:06:03,0s;364;379,931905;400,169711;284,993083;-97,881711;15,585567;926,234594;11580,427403;0,945773
16.8.2026 09:06:04,0s;365;379,902305;400,185751;285,190336;-97,678560;15,586477;931,339748;11569,988520;0,946049
16.8.2026 09:06:05,0s;366;379,977703;399,914945;285,359382;-98,102059;15,584878;924,669263;11582,681540;0,945677
16.8.2026 09:06:06,0s;367;379,925993;400,145025;285,157155;-97,773900;15,596629;934,295397;11573,719571;0,945940
16.8.2026 09:06:07,0s;368;379,884326;400,170337;285,156695;-97,749039;15,584810;931,753456;11574,657434;0,945965
16.8.2026 09:06:08,0s;369;379,933961;399,784759;285,150895;-97,911663;15,598004;929,272677;11578,161640;0,945798
16.8.2026 09:06:09,0s;370;379,958568;400,184463;284,939168;-98,128833;15,589736;932,595233;11579,309029;0,945502
16.8.2026 09:06:10,0s;371;379,941215;399,858942;285,166548;-97,449055;15,588151;924,215668;11567,291544;0,946274
16.8.2026 09:06:11,0s;372;379,896269;399,941953;284,758897;-98,367257;15,593909;923,416455;11580,527171;0,945194
16.8.2026 09:06:12,0s;373;379,919083;399,962226;284,692134;-98,376166;15,587695;926,525410;11577,119227;0,945162
16.8.2026 09:06:13,0s;374;379,929626;399,888322;284,807932;-98,090241;15,584152;929,106570;11580,095342;0,945495
16.8.2026 09:06:14,0s;375;379,872200;400,142475;285,084901;-98,089011;15,581529;934,285550;11577,629664;0,945594
16.8.2026 09:06:15,0s;376;379,978986;400,102637;284,986290;-98,255664;15,588109;933,654662;11579,926375;0,945389
16.8.2026 09:06:16,0s;377;379,896653;400,112548;285,042676;-98,131712;15,585390;933,079525;11582,210298;0,945535
16.8.2026 09:06:17,0s;378;379,887004;400,281158;285,140796;-97,821759;15,583658;926,260047;11580,433519;0,945886
16.8.2026 09:06:18,0s;379;379,909036;399,957923;285,327051;-98,311506;15,590388;926,367442;11577,260319;0,945452
16.8.2026 09:06:19,0s;380;379,887499;400,104388;284,771852;-98,086856;15,582915;929,064124;11580,466484;0,945486
16.8.2026 09:06:20,0s;381;379,906514;400,187770;285,000988;-97,810689;15,588175;929,861261;11574,236813;0,945848
16.8.2026 09:06:21,0s;382;379,888395;400,245195;285,108438;-98,258678;15,587961;928,935800;11577,897878;0,945429
16.8.2026 09:06:22,0s;383;379,910562;399,918557;284,888303;-97,976771;15,589134;931,366168;11577,393891;0,945639
16.8.2026 09:06:23,0s;384;379,880775;400,021081;285,238081;-98,042541;15,596185;928,008460;11581,766627;0,945695
16.8.2026 09:06:24,0s;385;379,880213;399,642171;285,089049;-97,270576;15,591393;925,307936;11566,564006;0,946428
16.8.2026 09:06:25,0s;386;379,869499;400,473429;284,950368;-97,654334;15,588301;929,604212;11576,655084;0,945990
16.8.2026 09:06:26,0s;387;379,848439;400,022424;284,992632;-97,691023;15,585306;930,030669;11571,900782;0,945967
16.8.2026 09:06:27,0s;388;379,901557;399,768708;285,079177;-98,016341;15,588303;931,087974;11577,248082;0,945666
16.8.2026 09:06:28,0s;389;379,869668;400,154063;284,894434;-97,726682;15,589551;932,547664;11570,995183;0,945896
16.8.2026 09:06:29,0s;390;379,918393;399,987105;284,857591;-97,945860;15,589919;933,634809;11572,456699;0,945660
16.8.2026 09:06:30,0s;391;379,895628;399,997703;285,059791;-98,221312;15,584984;931,482887;11583,338365;0,945450
16.8.2026 09:06:31,0s;392;379,931023;400,007837;285,041962;-98,057056;15,584855;930,390063;11578,616001;0,945611
16.8.2026 09:06:32,0s;393;379,881836;400,229087;285,034581;-97,363582;15,588844;932,244711;11574,023884;0,946315
16.8.2026 09:06:33,0s;394;379,901673;399,963635;285,214634;-98,233144;15,592745;932,678727;11581,328271;0,945492
16.8.2026 09:06:34,0s;395;379,889916;399,789645;285,220564;-98,128582;15,585521;927,975226;11570,677522;0,945601
16.8.2026 09:06:35,0s;396;379,891052;399,852825;284,744864;-97,966413;15,587524;929,369961;11575,307705;0,945599
16.8.2026 09:06:36,0s;397;379,918912;400,184726;285,116479;-97,753012;15,591307;921,789780;11570,862096;0,945947
16.8.2026 09:06:37,0s;398;379,911297;399,892979;284,899924;-98,372952;15,591371;926,474081;11582,293317;0,945238
16.8.2026 09:06:38,0s;399;379,942807;399,924604;285,391301;-97,817363;15,594144;932,963210;11580,563447;0,945978
16.8.2026 09:06:39,0s;400;379,873598;400,038030;285,287367;-98,106499;15,589101;929,232769;11577,322418;0,945647
16.8.2026 09:06:40,0s;401;379,914867;400,060250;284,941658;-98,282218;15,591699;931,335510;11578,041672;0,945346
16.8.2026 09:06:41,0s;402;379,892832;399,982790;284,802713;-98,223256;15,589484;931,569227;11578,027689;0,945357
16.8.2026 09:06:42,0s;403;379,937549;400,381455;284,770983;-97,764213;15,589172;931,236688;11578,528904;0,945815
16.8.2026 09:06:43,0s;404;379,891845;399,986921;284,936972;-97,888918;15,594303;929,387108;11577,385772;0,945746
16.8.2026 09:06:44,0s;405;379,907014;400,182612;284,857203;-97,795563;15,586931;929,683294;11579,328391;0,945813
16.8.2026 09:06:45,0s;406;379,874047;400,107654;284,962716;-97,999828;15,585423;930,418923;11574,685181;0,945642
16.8.2026 09:06:46,0s;407;379,926281;400,170130;284,759250;-97,803543;15,588448;930,379568;11580,039884;0,945771
16.8.2026 09:06:47,0s;408;379,946142;399,566747;284,564314;-97,815791;15,593104;924,166882;11579,386806;0,945690
16.8.2026 09:06:48,0s;409;379,882539;400,124741;284,923782;-97,962463;15,589058;929,279992;11580,082045;0,945666
16.8.2026 09:06:49,0s;410;379,901651;399,979165;285,482751;-97,820348;15,594172;929,584915;11574,775919;0,946006
16.8.2026 09:06:50,0s;411;379,901007;400,149562;285,054274;-97,567766;15,592252;928,817489;11573,681149;0,946114
16.8.2026 09:06:51,0s;412;379,928703;399,990442;284,864821;-97,874191;15,588258;928,360345;11575,712258;0,945736
16.8.2026 09:06:52,0s;413;379,944277;400,142088;285,064864;-98,018601;15,591109;927,031369;11583,218736;0,945658
16.8.2026 09:06:53,0s;414;379,887884;399,873747;284,858171;-97,909684;15,592803;931,251190;11574,866153;0,945697
16.8.2026 09:06:54,0s;415;379,864836;400,243071;285,052869;-97,862625;15,594737;930,823455;11576,620993;0,945813
16.8.2026 09:06:55,0s;416;379,901523;400,297315;284,656412;-98,404725;15,589501;929,615735;11586,521209;0,945120
16.8.2026 09:06:56,0s;417;379,912456;400,232270;284,861846;-98,415491;15,589188;928,550594;11583,203599;0,945181
16.8.2026 09:06:57,0s;418;379,932763;400,281649;284,825621;-98,248853;15,596237;932,037927;11586,087128;0,945339
16.8.2026 09:06:58,0s;419;379,919595;400,049986;285,096768;-98,124352;15,586238;940,477369;11573,114341;0,945562
16.8.2026 09:06:59,0s;420;379,838345;399,603390;285,012837;-98,192253;15,590012;929,397659;11583,927635;0,945463
16.8.2026 09:07:00,0s;421;379,887584;400,007828;285,218099;-97,984950;15,593953;924,556768;11581,652204;0,945746
16.8.2026 09:07:01,0s;422;379,897098;399,923541;284,790672;-98,429731;15,589990;929,229701;11581,883036;0,945142
16.8.2026 09:07:02,0s;423;379,938702;399,839295;285,243036;-97,820227;15,586050;931,022285;11581,263512;0,945923
16.8.2026 09:07:03,0s;424;379,921646;400,138654;285,246774;-97,890272;15,588772;930,927600;11574,835666;0,945853
16.8.2026 09:07:04,0s;425;379,875153;400,077901;285,273233;-98,073850;15,596005;928,907791;11585,079791;0,945675
16.8.2026 09:07:05,0s;426;379,951986;399,751534;285,011830;-97,942603;15,588546;932,527428;11570,424369;0,945717
16.8.2026 09:07:06,0s;427;379,909553;400,130598;284,673752;-98,053727;15,591154;931,333192;11581,089601;0,945485
16.8.2026 09:07:07,0s;428;379,867308;399,808297;285,259278;-98,053216;15,595137;926,158832;11578,638136;0,945691
