# YHDA_VERSION=0.7.1
# TEST_SERVICE=RGDH
# PLANT_TYPE=KONV
# STEP_ID=OE_MAX
# STEP_NAME=Aşırı ikaz — maksimum çıkış gücü
# TESIS_ADI=YHDA Örnek Konvansiyonel Santral
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=300.0
# NOMINAL_VOLTAGE_KV=380.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YDA v0.7.1
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=1000
# VOLTAGE_DROOP_PERCENT=4
# Q_TEST_DURATION_MIN=10
# PMKUD_MW=120
# SGEN_MVA=350
# COSPHI_NOM=0.85
# VNOM_GEN_KV=15.75
# Q_REQUIRED_OE_MVAR=155
# Q_REQUIRED_UE_MVAR=-98
# STEP_Q_TARGET_MVAR=155
# STEP_PSET_MW=285
# YDA_VERSION=0.7.1
ZAMAN;SIRA_NO;bus_voltage_kv;internal_aux_voltage_v;active_power_mw;reactive_power_mvar;terminal_voltage_kv;excitation_current_a;stator_current_a;power_factor
16.8.2026 09:03:28,0s;209;380,075524;399,594626;284,858465;154,592360;15,970982;1598,302094;12202,671434;0,878912
16.8.2026 09:03:29,0s;210;380,125450;399,849892;285,411933;155,612459;15,967802;1596,977210;12213,766643;0,877982
16.8.2026 09:03:30,0s;211;380,100747;400,329898;285,047153;155,380743;15,970086;1602,644129;12205,809055;0,878024
16.8.2026 09:03:31,0s;212;380,037526;399,982173;284,946084;154,845342;15,969485;1600,499458;12201,601584;0,878646
16.8.2026 09:03:32,0s;213;380,029160;400,193306;284,971708;155,026487;15,974574;1597,931492;12201,666585;0,878430
16.8.2026 09:03:33,0s;214;380,037406;399,923825;285,304146;155,017672;15,964797;1600,623077;12199,043509;0,878675
16.8.2026 09:03:34,0s;215;380,114984;400,064177;285,112108;155,179397;15,975438;1599,281635;12208,764163;0,878331
16.8.2026 09:03:35,0s;216;380,057802;399,962687;284,992667;154,201075;15,970582;1600,850726;12201,130100;0,879512
16.8.2026 09:03:36,0s;217;380,049334;400,163226;285,026643;155,413077;15,970268;1599,903966;12207,580673;0,877968
16.8.2026 09:03:37,0s;218;380,002825;400,163453;284,948574;155,134257;15,970079;1601,399429;12204,983033;0,878274
16.8.2026 09:03:38,0s;219;380,068956;400,041722;284,583913;155,625951;15,972781;1599,523554;12209,626339;0,877379
16.8.2026 09:03:39,0s;220;380,053476;399,946791;285,097405;154,741721;15,972255;1603,047758;12199,125603;0,878886
16.8.2026 09:03:40,0s;221;380,050025;399,771644;284,998810;155,011739;15,964311;1598,654421;12202,376721;0,878468
16.8.2026 09:03:41,0s;222;380,050786;400,146717;284,971699;155,344613;15,971047;1605,730655;12202,803244;0,878018
16.8.2026 09:03:42,0s;223;380,011230;400,091095;284,779896;155,048290;15,975968;1596,371812;12196,632661;0,878266
16.8.2026 09:03:43,0s;224;380,086457;399,722260;285,051052;155,754954;15,976875;1596,868699;12210,111785;0,877543
16.8.2026 09:03:44,0s;225;380,067442;399,730544;285,303509;155,251289;15,967259;1599,536760;12212,763966;0,878372
16.8.2026 09:03:45,0s;226;380,073087;400,100278;284,913801;155,160219;15,967165;1602,391532;12211,254906;0,878216
16.8.2026 09:03:46,0s;227;380,065187;400,008301;285,077128;155,469868;15,961920;1599,881904;12207,755780;0,877930
16.8.2026 09:03:47,0s;228;380,073639;400,066733;284,879040;155,535530;15,963611;1602,234747;12210,437558;0,877705
16.8.2026 09:03:48,0s;229;380,037858;400,000619;285,054466;154,869498;15,965461;1599,802285;12203,673268;0,878691
16.8.2026 09:03:49,0s;230;380,026351;399,874247;284,904054;155,654660;15,973211;1598,300731;12211,275525;0,877568
16.8.2026 09:03:50,0s;231;380,035837;400,321301;284,688348;154,469635;15,970876;1600,483909;12198,446453;0,878951
16.8.2026 09:03:51,0s;232;380,059418;400,209593;285,183956;154,866914;15,966276;1605,881010;12202,680815;0,878785
16.8.2026 09:03:52,0s;233;380,062325;399,877966;284,950884;155,171404;15,962560;1599,673658;12199,160221;0,878227
16.8.2026 09:03:53,0s;234;380,062550;400,092525;284,750871;155,068602;15,970329;1600,109356;12199,505421;0,878220
16.8.2026 09:03:54,0s;235;380,090506;400,107456;285,388089;154,554018;15,963904;1605,518548;12197,462342;0,879332
16.8.2026 09:03:55,0s;236;380,074627;400,108690;284,896434;155,210520;15,969005;1596,828262;12207,953982;0,878138
16.8.2026 09:03:56,0s;237;380,051140;400,188985;285,055682;154,741241;15,967992;1599,701987;12195,162572;0,878858
16.8.2026 09:03:57,0s;238;380,054719;399,600751;285,273333;155,578580;15,974665;1596,105073;12209,581470;0,877928
16.8.2026 09:03:58,0s;239;380,010739;399,881282;284,967928;154,831520;15,964283;1598,934752;12207,242654;0,878679
16.8.2026 09:03:59,0s;240;380,012496;400,115666;285,140385;155,283980;15,968201;1601,959374;12214,893197;0,878215
16.8.2026 09:04:00,0s;241;380,036255;399,756106;284,807301;154,724342;15,962750;1600,603621;12195,121185;0,878705
16.8.2026 09:04:01,0s;242;380,086375;399,985814;284,836549;155,043079;15,968582;1601,089544;12208,795578;0,878313
16.8.2026 09:04:02,0s;243;380,028206;400,043858;285,045939;155,562491;15,972421;1597,346893;12216,619441;0,877788
16.8.2026 09:04:03,0s;244;380,056618;399,887898;285,192041;154,575890;15,963808;1602,624089;12200,302000;0,879167
16.8.2026 09:04:04,0s;245;380,039597;400,272275;284,847530;155,525153;15,972200;1594,010109;12216,226050;0,877696
16.8.2026 09:04:05,0s;246;380,012228;400,099771;284,988463;154,854613;15,962723;1598,863636;12199,889588;0,878664
16.8.2026 09:04:06,0s;247;380,029857;399,753862;284,957044;155,389420;15,965110;1600,705714;12211,418130;0,877950
16.8.2026 09:04:07,0s;248;380,020155;400,181329;285,059257;154,255092;15,968914;1595,479190;12198,473941;0,879488
16.8.2026 09:04:08,0s;249;380,037110;399,780069;285,083998;155,153930;15,969008;1603,152878;12204,393724;0,878344
16.8.2026 09:04:09,0s;250;380,086251;399,893727;285,256514;154,771196;15,964373;1607,374331;12202,750238;0,878960
16.8.2026 09:04:10,0s;251;380,021189;399,977999;285,127055;154,779342;15,974562;1597,578040;12201,778231;0,878858
16.8.2026 09:04:11,0s;252;380,039918;399,856572;284,823408;154,595659;15,964991;1597,636453;12199,095057;0,878883
16.8.2026 09:04:12,0s;253;380,044945;400,082848;284,932163;154,917930;15,968805;1603,030684;12201,345890;0,878542
16.8.2026 09:04:13,0s;254;380,035399;400,195645;284,902251;154,567370;15,974128;1599,658664;12195,795012;0,878975
16.8.2026 09:04:14,0s;255;380,029324;400,195586;284,870711;154,883152;15,979764;1602,270066;12202,960602;0,878544
16.8.2026 09:04:15,0s;256;380,041477;399,872632;285,237597;155,232511;15,975316;1599,857488;12208,652373;0,878350
16.8.2026 09:04:16,0s;257;380,035984;400,178953;285,117726;154,947588;15,967888;1603,437255;12213,504158;0,878634
16.8.2026 09:04:17,0s;258;380,015004;399,943727;285,153997;154,824948;15,973183;1592,041642;12199,854459;0,878818
16.8.2026 09:04:18,0s;259;380,023225;400,286099;284,889559;155,492659;15,968489;1590,331791;12209,487847;0,877768
16.8.2026 09:04:19,0s;260;380,039135;399,460497;284,948222;154,678896;15,965971;1602,580957;12196,775142;0,878863
16.8.2026 09:04:20,0s;261;380,031662;400,013486;284,599333;155,628651;15,970040;1597,796588;12205,311002;0,877386
16.8.2026 09:04:21,0s;262;380,033671;400,040526;285,003618;154,729310;15,970336;1596,739743;12201,381625;0,878837
16.8.2026 09:04:22,0s;263;380,051945;399,721914;285,056833;154,703682;15,967309;1597,982562;12204,429951;0,878907
16.8.2026 09:04:23,0s;264;379,947779;400,038522;285,090149;154,376625;15,967441;1600,512715;12196,832495;0,879353
16.8.2026 09:04:24,0s;265;380,015078;399,916876;285,075687;155,333408;15,974925;1606,480685;12212,312089;0,878106
16.8.2026 09:04:25,0s;266;380,010157;399,978065;284,997824;154,159297;15,968574;1601,285235;12200,334698;0,879569
16.8.2026 09:04:26,0s;267;380,023318;400,343441;284,895426;155,078599;15,971214;1598,898188;12206,065426;0,878309
16.8.2026 09:04:27,0s;268;380,021414;399,997147;285,329350;154,744389;15,972099;1595,703729;12190,603660;0,879045
16.8.2026 09:04:28,0s;269;379,994718;400,057736;285,269134;154,136516;15,963705;1602,458538;12192,896903;0,879788
16.8.2026 09:04:29,0s;270;380,033260;399,968272;284,721753;154,876114;15,968711;1599,608256;12201,878837;0,878448
16.8.2026 09:04:30,0s;271;380,000994;399,712472;284,971893;155,660232;15,974852;1604,992349;12210,609932;0,877609
16.8.2026 09:04:31,0s;272;379,997674;400,135639;284,624089;154,750543;15,967343;1598,544474;12206,200858;0,878542
16.8.2026 09:04:32,0s;273;379,996262;400,059221;285,187114;155,132910;15,970723;1598,618202;12202,560502;0,878444
16.8.2026 09:04:33,0s;274;379,987807;400,486371;284,938371;155,150585;15,972424;1598,354547;12209,164840;0,878246
16.8.2026 09:04:34,0s;275;380,026388;399,844072;285,000030;155,004617;15,975874;1602,018065;12197,924701;0,878478
16.8.2026 09:04:35,0s;276;380,024619;400,037369;284,910723;155,272155;15,975890;1597,906339;12201,631972;0,878069
16.8.2026 09:04:36,0s;277;379,955750;399,714753;285,182287;154,497124;15,968248;1600,718776;12201,570668;0,879262
16.8.2026 09:04:37,0s;278;380,021515;399,707480;284,991304;154,889094;15,971072;1594,984201;12199,920603;0,878621
16.8.2026 09:04:38,0s;279;380,035725;399,762860;284,935265;154,728217;15,967485;1604,334078;12202,200457;0,878790
16.8.2026 09:04:39,0s;280;380,009359;399,950133;285,150853;154,671219;15,959050;1596,778211;12207,255609;0,879015
16.8.2026 09:04:40,0s;281;379,986967;399,923175;284,999222;154,429482;15,970304;1593,916747;12194,100965;0,879221
16.8.2026 09:04:41,0s;282;380,002643;400,110382;285,148748;155,067512;15,969277;1601,477532;12201,986801;0,878501
16.8.2026 09:04:42,0s;283;380,017554;399,896753;284,989304;154,987019;15,975347;1600,246817;12199,761373;0,878493
16.8.2026 09:04:43,0s;284;380,035099;399,888459;284,933547;154,600248;15,967843;1599,180814;12197,519071;0,878954
16.8.2026 09:04:44,0s;285;379,975470;399,756600;285,027611;154,947198;15,970372;1600,680183;12206,123906;0,878572
16.8.2026 09:04:45,0s;286;380,000231;400,116611;284,877681;155,063282;15,974344;1598,385663;12200,103392;0,878316
16.8.2026 09:04:46,0s;287;379,999314;399,916064;285,131458;154,557608;15,968522;1602,643992;12195,884924;0,879148
16.8.2026 09:04:47,0s;288;379,961365;400,191969;284,779588;155,132824;15,971684;1597,804977;12206,964510;0,878157
16.8.2026 09:04:48,0s;289;379,985437;399,719294;285,123341;155,045330;15,966977;1599,739773;12209,108138;0,878512
16.8.2026 09:04:49,0s;290;380,026066;400,055912;284,933568;155,143129;15,967186;1603,773893;12211,428261;0,878252
16.8.2026 09:04:50,0s;291;379,975487;399,986014;284,933094;155,442437;15,961119;1601,684712;12216,153323;0,877864
16.8.2026 09:04:51,0s;292;380,005903;400,076360;284,995430;154,836217;15,975310;1601,905434;12200,855085;0,878693
16.8.2026 09:04:52,0s;293;379,953039;400,063573;284,992767;154,787978;15,967994;1599,493053;12206,711786;0,878753
16.8.2026 09:04:53,0s;294;379,960361;400,186555;285,054118;155,126129;15,959515;1601,656951;12201,537031;0,878359
16.8.2026 09:04:54,0s;295;379,978754;399,805878;284,905999;154,395778;15,973759;1600,174428;12199,653331;0,879199
16.8.2026 09:04:55,0s;296;379,998964;400,027156;284,997287;155,024003;15,968495;1601,320803;12205,556943;0,878451
16.8.2026 09:04:56,0s;297;379,965362;399,780115;285,088194;155,476336;15,968567;1602,530239;12210,754391;0,877930
16.8.2026 09:04:57,0s;298;380,013020;399,890626;284,887241;155,379835;15,978049;1599,150534;12211,741979;0,877913
16.8.2026 09:04:58,0s;299;379,966667;400,189088;285,190404;155,053651;15,968175;1601,356041;12206,029811;0,878548
16.8.2026 09:04:59,0s;300;379,986429;399,755682;284,933992;154,872017;15,962898;1597,535622;12209,372467;0,878603
16.8.2026 09:05:00,0s;301;380,017861;399,982956;285,163623;154,955412;15,972240;1591,192017;12202,163355;0,878657
16.8.2026 09:05:01,0s;302;380,014947;400,117490;284,882395;155,012616;15,977820;1605,066874;12199,412811;0,878385
16.8.2026 09:05:02,0s;303;379,998008;399,938221;285,067550;154,882515;15,976291;1605,006288;12205,102916;0,878683
16.8.2026 09:05:03,0s;304;379,929275;399,959223;285,294111;153,984121;15,968671;1601,857625;12193,794454;0,880002
16.8.2026 09:05:04,0s;305;380,010486;400,248792;284,836190;155,346208;15,973202;1596,311471;12204,627045;0,877920
16.8.2026 09:05:05,0s;306;379,983955;399,902481;284,781292;155,162837;15,965282;1600,454482;12207,322738;0,878119
16.8.2026 09:05:06,0s;307;379,971207;399,816229;284,972810;155,420667;15,969120;1596,919428;12210,787684;0,877920
16.8.2026 09:05:07,0s;308;379,950479;400,316817;285,074216;154,799184;15,976065;1595,558405;12204,960511;0,878796
16.8.2026 09:05:08,0s;309;380,007049;400,340666;285,149329;154,840106;15,970081;1599,557801;12208,798229;0,878796
16.8.2026 09:05:09,0s;310;379,990640;399,966214;284,966132;154,956823;15,968705;1597,420185;12203,338541;0,878516
16.8.2026 09:05:10,0s;311;379,948454;400,185513;285,083213;155,336159;15,970510;1599,712728;12212,550491;0,878108
16.8.2026 09:05:11,0s;312;379,944319;399,875506;284,890501;154,307708;15,967451;1598,367304;12197,068668;0,879302
16.8.2026 09:05:12,0s;313;379,946653;399,977546;284,932871;155,236341;15,966157;1600,684745;12213,083045;0,878131
16.8.2026 09:05:13,0s;314;379,958409;400,007432;285,101535;154,272563;15,968206;1601,367884;12197,647913;0,879495
16.8.2026 09:05:14,0s;315;379,962515;399,839953;284,963209;155,140834;15,966511;1604,054344;12207,679247;0,878276
16.8.2026 09:05:15,0s;316;379,962564;399,936908;285,171022;155,017868;15,973778;1601,331856;12209,134574;0,878581
16.8.2026 09:05:16,0s;317;379,963323;400,068577;284,850323;155,246574;15,972961;1597,320671;12201,632881;0,878059
16.8.2026 09:05:17,0s;318;379,979366;400,013601;285,191202;154,236879;15,968018;1594,836012;12199,771749;0,879604
16.8.2026 09:05:18,0s;319;379,956949;399,977034;285,153692;154,750800;15,976989;1599,897788;12200,184214;0,878914
16.8.2026 09:05:19,0s;320;379,984283;400,049455;284,955326;154,819955;15,969645;1599,551870;12204,436915;0,878685
16.8.2026 09:05:20,0s;321;379,930595;399,941478;285,031704;155,022481;15,961221;1598,032120;12209,541694;0,878477
16.8.2026 09:05:21,0s;322;379,929843;399,974165;285,115946;155,369087;15,972356;1601,574222;12212,234620;0,878088
16.8.2026 09:05:22,0s;323;379,944651;400,261454;285,164304;154,671805;15,972530;1604,619243;12204,306989;0,879024
16.8.2026 09:05:23,0s;324;379,972611;400,130251;285,005862;155,945680;15,977398;1596,083494;12217,264498;0,877263
16.8.2026 09:05:24,0s;325;379,992394;400,135145;285,044800;154,714376;15,972030;1601,369418;12205,157749;0,878885
16.8.2026 09:05:25,0s;326;379,991977;400,158292;285,041406;155,210439;15,970071;1595,197819;12205,195116;0,878241
16.8.2026 09:05:26,0s;327;379,968597;399,856754;284,853559;154,233484;15,976517;1598,761997;12194,600144;0,879372
16.8.2026 09:05:27,0s;328;380,008992;400,040854;285,250874;155,559113;15,971573;1599,702538;12213,096314;0,877937
16.8.2026 09:05:28,0s;329;379,942866;399,707760;284,853715;154,953959;15,965838;1598,584656;12209,602540;0,878441
16.8.2026 09:05:29,0s;330;379,960801;400,001205;285,052030;155,358893;15,963445;1593,777240;12211,640091;0,878056
16.8.2026 09:05:30,0s;331;379,915053;399,820777;285,228419;154,925783;15,968245;1603,928659;12206,968042;0,878740
16.8.2026 09:05:31,0s;332;379,945104;400,001449;284,841641;155,781508;15,973258;1597,688032;12207,191223;0,877360
16.8.2026 09:05:32,0s;333;379,904308;399,819133;285,018430;155,204385;15,972226;1606,512959;12207,099962;0,878232
16.8.2026 09:05:33,0s;334;379,922589;399,991835;285,027322;154,675136;15,969948;1597,020577;12204,766729;0,878923
16.8.2026 09:05:34,0s;335;379,967988;400,105996;285,143826;154,719406;15,972952;1603,208476;12207,103272;0,878948
16.8.2026 09:05:35,0s;336;379,910420;399,759652;285,052757;155,125753;15,963578;1599,713289;12201,415800;0,878358
16.8.2026 09:05:36,0s;337;379,942153;399,790222;285,181865;155,032320;15,966028;1589,764640;12210,365031;0,878570
16.8.2026 09:05:37,0s;338;379,942534;400,161006;285,387461;155,349908;15,974656;1602,582666;12205,425523;0,878304
16.8.2026 09:05:38,0s;339;379,930497;399,777191;285,343049;154,699576;15,972199;1597,898306;12199,795297;0,879113
16.8.2026 09:05:39,0s;340;379,944613;399,773911;285,112821;154,602266;15,963289;1599,898925;12199,717967;0,879077
16.8.2026 09:05:40,0s;341;379,934080;400,008070;284,786490;155,636535;15,966876;1606,719430;12206,605832;0,877509
16.8.2026 09:05:41,0s;342;379,931856;399,894971;284,658689;154,720353;15,974915;1600,014561;12204,762258;0,878606
16.8.2026 09:05:42,0s;343;379,895334;400,097849;285,028722;154,942081;15,975368;1600,057747;12207,740364;0,878579
16.8.2026 09:05:43,0s;344;379,903476;399,890002;284,664116;155,092876;15,968317;1608,389813;12213,110074;0,878127
16.8.2026 09:05:44,0s;345;379,956959;399,854696;284,776404;154,767424;15,972954;1600,924043;12204,012568;0,878628
16.8.2026 09:05:45,0s;346;379,942399;400,092497;284,715186;155,870805;15,968753;1597,844910;12213,535021;0,877154
16.8.2026 09:05:46,0s;347;379,937848;399,911695;285,291594;155,186466;15,965119;1600,600659;12202,116980;0,878448
16.8.2026 09:05:47,0s;348;379,894822;400,155287;284,929335;154,722054;15,963857;1597,327116;12194,566693;0,878794
16.8.2026 09:05:48,0s;349;379,919983;400,028394;285,338679;155,298655;15,959941;1598,977074;12200,214047;0,878336
16.8.2026 09:05:49,0s;350;379,925263;400,521157;284,958148;155,094606;15,969988;1600,211939;12207,030840;0,878332
16.8.2026 09:05:50,0s;351;379,936240;399,883181;285,274758;155,262103;15,966957;1603,468622;12209,731964;0,878338
16.8.2026 09:05:51,0s;352;379,922342;400,104144;284,802636;155,330592;15,973918;1601,443177;12206,270713;0,877917
16.8.2026 09:05:52,0s;353;379,937998;399,946059;285,022168;155,105380;15,979773;1599,308539;12208,962391;0,878363
16.8.2026 09:05:53,0s;354;379,924505;399,862244;285,046067;154,887463;15,977020;1605,433360;12204,570798;0,878662
16.8.2026 09:05:54,0s;355;379,939909;400,150182;284,846510;154,446866;15,968271;1597,518091;12200,486889;0,879092
16.8.2026 09:05:55,0s;356;379,935989;400,404852;284,954066;155,600925;15,978318;1603,532888;12212,185670;0,877674
16.8.2026 09:05:56,0s;357;379,952293;399,883185;285,063543;154,410795;15,970786;1602,357984;12200,300794;0,879290
16.8.2026 09:05:57,0s;358;379,922159;400,015521;284,927020;154,474056;15,973922;1605,569042;12194,318427;0,879113
16.8.2026 09:05:58,0s;359;379,921818;400,178987;284,942341;154,965421;15,967350;1599,775688;12199,242016;0,878488
16.8.2026 09:05:59,0s;360;379,899112;399,924370;284,867829;154,833432;15,976812;1605,209135;12201,244857;0,878606
16.8.2026 09:06:00,0s;361;379,931968;399,906692;284,849525;154,352740;15,964230;1603,073977;12195,044806;0,879215
16.8.2026 09:06:01,0s;362;379,955456;400,159567;284,969189;154,622749;15,969697;1600,614870;12198,503091;0,878950
16.8.2026 09:06:02,0s;363;379,926196;399,843625;284,917317;154,653069;15,973420;1603,377632;12201,599018;0,878875
16.8.2026 09:06:03,0s;364;379,907910;399,889387;285,034972;154,699412;15,969823;1599,447262;12199,152626;0,878897
16.8.2026 09:06:04,0s;365;379,898999;400,120937;285,133108;154,905046;15,966214;1597,414304;12205,036944;0,878700
16.8.2026 09:06:05,0s;366;379,900626;400,238337;284,851026;155,273565;15,970707;1600,665548;12201,887652;0,878025
16.8.2026 09:06:06,0s;367;379,899858;400,110862;284,984653;154,570969;15,972366;1605,255225;12200,006083;0,879028
16.8.2026 09:06:07,0s;368;379,948312;399,761739;285,255620;154,925070;15,975352;1605,259944;12202,412356;0,878760
16.8.2026 09:06:08,0s;369;379,962552;400,151916;285,165377;155,057314;15,963428;1603,605294;12211,863345;0,878526
16.8.2026 09:06:09,0s;370;379,894161;400,098470;285,020810;154,837849;15,974034;1597,523265;12209,967392;0,878708
16.8.2026 09:06:10,0s;371;379,901373;399,803124;285,025042;154,200065;15,969215;1600,109021;12198,488423;0,879535
16.8.2026 09:06:11,0s;372;379,919942;399,924084;285,154578;154,355434;15,971593;1601,687614;12195,585216;0,879425
16.8.2026 09:06:12,0s;373;379,912493;399,919453;285,296344;155,557216;15,974732;1601,386097;12211,999017;0,877972
16.8.2026 09:06:13,0s;374;379,931732;399,944257;284,959566;155,961316;15,976067;1603,027709;12219,599339;0,877210
16.8.2026 09:06:14,0s;375;379,930628;400,242868;285,013514;155,103390;15,971279;1603,034384;12207,723735;0,878360
16.8.2026 09:06:15,0s;376;379,942341;399,897937;284,746888;154,522524;15,977407;1594,634614;12199,863175;0,878924
16.8.2026 09:06:16,0s;377;379,949226;399,928617;285,099993;154,894822;15,965325;1600,744801;12197,681413;0,878690
16.8.2026 09:06:17,0s;378;379,929427;399,604455;285,062000;155,041989;15,979360;1598,589741;12210,089829;0,878473
16.8.2026 09:06:18,0s;379;379,955072;400,503062;285,203647;155,025511;15,963699;1604,918979;12198,441165;0,878594
16.8.2026 09:06:19,0s;380;379,909443;400,047707;284,868388;155,050452;15,970655;1599,241706;12203,486639;0,878326
16.8.2026 09:06:20,0s;381;379,902221;399,929601;285,087836;155,436155;15,966425;1602,094007;12211,520537;0,877981
16.8.2026 09:06:21,0s;382;379,888893;399,860452;284,861376;154,749284;15,966780;1603,170376;12210,311713;0,878711
16.8.2026 09:06:22,0s;383;379,920284;399,839403;284,955769;155,220365;15,970111;1593,693754;12202,793823;0,878168
16.8.2026 09:06:23,0s;384;379,885914;399,963047;284,989502;155,311091;15,972624;1604,884758;12215,398436;0,878074
16.8.2026 09:06:24,0s;385;379,873704;399,997717;284,911631;155,217675;15,975316;1599,774372;12204,572993;0,878140
16.8.2026 09:06:25,0s;386;379,861602;399,995429;285,123067;155,342425;15,965139;1597,478992;12210,272762;0,878128
16.8.2026 09:06:26,0s;387;379,927024;399,855137;284,910904;154,978021;15,974906;1604,977469;12206,642640;0,878450
16.8.2026 09:06:27,0s;388;379,941495;399,820696;285,228304;155,214647;15,971954;1602,167952;12204,795175;0,878367
16.8.2026 09:06:28,0s;389;379,936630;399,978114;284,937231;154,816862;15,974860;1596,656750;12197,581830;0,878677
16.8.2026 09:06:29,0s;390;379,887793;400,136377;285,105635;155,200592;15,969068;1603,069427;12202,988687;0,878299
16.8.2026 09:06:30,0s;391;379,928166;400,123135;284,922000;154,601262;15,976241;1597,379930;12198,990704;0,878945
16.8.2026 09:06:31,0s;392;379,884022;400,196802;284,833007;154,531355;15,974087;1599,944229;12203,317380;0,878973
16.8.2026 09:06:32,0s;393;379,866606;399,593494;285,019844;154,987593;15,968472;1598,070515;12211,633628;0,878514
16.8.2026 09:06:33,0s;394;379,965628;400,041487;284,897026;154,994715;15,965946;1596,326691;12209,026211;0,878418
16.8.2026 09:06:34,0s;395;379,912317;399,854606;284,976532;155,357688;15,971130;1598,830789;12214,836931;0,878004
16.8.2026 09:06:35,0s;396;379,878857;399,928183;284,929268;156,037245;15,962977;1596,206525;12222,330791;0,877090
16.8.2026 09:06:36,0s;397;379,893721;400,292492;284,764418;155,082523;15,976105;1594,722977;12215,361448;0,878211
16.8.2026 09:06:37,0s;398;379,925609;399,971193;284,877972;155,392534;15,967540;1601,387534;12207,829775;0,877890
16.8.2026 09:06:38,0s;399;379,902527;399,588468;284,778877;154,967119;15,966922;1602,784240;12209,547492;0,878371
16.8.2026 09:06:39,0s;400;379,923851;399,863861;285,044634;154,930780;15,965311;1600,494133;12207,391627;0,878605
16.8.2026 09:06:40,0s;401;379,883166;400,085280;285,181466;154,575949;15,968904;1600,791314;12199,007978;0,879159
16.8.2026 09:06:41,0s;402;379,906086;399,939571;285,091592;154,858876;15,966025;1602,404448;12206,103092;0,878731
16.8.2026 09:06:42,0s;403;379,891786;399,812610;285,152885;155,040772;15,959054;1596,347783;12204,057314;0,878539
16.8.2026 09:06:43,0s;404;379,890283;400,070728;285,066464;154,391243;15,964952;1600,574464;12198,807587;0,879317
16.8.2026 09:06:44,0s;405;379,914880;399,931757;284,933506;154,361787;15,974395;1601,961339;12193,670408;0,879262
16.8.2026 09:06:45,0s;406;379,912161;400,298320;285,189771;155,346932;15,973549;1604,876240;12211,745707;0,878169
16.8.2026 09:06:46,0s;407;379,880092;400,280664;284,933232;154,500107;15,969689;1602,558160;12196,217919;0,879084
16.8.2026 09:06:47,0s;408;379,918277;400,195413;284,911556;155,391420;15,972878;1602,604734;12209,986201;0,877915
16.8.2026 09:06:48,0s;409;379,897380;399,960141;285,009859;154,959100;15,967875;1596,952357;12203,152444;0,878544
16.8.2026 09:06:49,0s;410;379,881809;399,898338;284,991793;155,442043;15,970032;1599,750207;12202,849183;0,877906
16.8.2026 09:06:50,0s;411;379,890959;399,856742;284,829029;154,621404;15,968629;1599,546606;12200,919056;0,878854
16.8.2026 09:06:51,0s;412;379,896220;400,094595;285,168093;154,204798;15,968678;1600,506180;12195,368692;0,879629
16.8.2026 09:06:52,0s;413;379,934061;399,929681;284,798949;154,617412;15,972334;1599,665797;12202,400874;0,878838
16.8.2026 09:06:53,0s;414;379,882795;399,730800;284,945503;154,974157;15,969029;1603,628796;12208,599647;0,878479
16.8.2026 09:06:54,0s;415;379,893416;400,060570;285,083598;154,714117;15,969423;1603,482898;12203,592116;0,878912
16.8.2026 09:06:55,0s;416;379,871326;400,177880;285,019176;155,012330;15,969921;1599,308643;12207,419253;0,878481
16.8.2026 09:06:56,0s;417;379,880793;400,214699;285,117583;154,720736;15,969488;1598,356593;12202,054368;0,878928
16.8.2026 09:06:57,0s;418;379,943165;399,815426;284,940123;155,135059;15,975237;1598,872924;12206,194520;0,878267
16.8.2026 09:06:58,0s;419;379,889974;400,135469;284,978796;155,262138;15,975821;1602,252811;12208,643807;0,878130
16.8.2026 09:06:59,0s;420;379,926469;399,898049;285,338547;155,402423;15,963039;1596,900929;12211,261914;0,878202
16.8.2026 09:07:00,0s;421;379,895564;400,183595;285,198642;155,723722;15,975023;1598,950005;12213,082927;0,877687
16.8.2026 09:07:01,0s;422;379,865102;400,018445;284,604831;155,509985;15,968879;1604,850963;12213,783150;0,877544
16.8.2026 09:07:02,0s;423;379,840196;399,962731;285,063315;154,928459;15,970424;1601,944517;12199,765042;0,878621
16.8.2026 09:07:03,0s;424;379,886189;400,035449;284,791205;155,315270;15,978290;1594,910306;12208,577606;0,877928
16.8.2026 09:07:04,0s;425;379,924853;399,936881;284,857491;154,914386;15,972008;1599,449919;12204,815225;0,878494
16.8.2026 09:07:05,0s;426;379,924720;400,037685;285,255805;154,697998;15,969138;1603,094842;12201,796573;0,879054
16.8.2026 09:07:06,0s;427;379,923738;399,666277;284,947540;154,840597;15,971907;1595,414073;12199,347488;0,878653
16.8.2026 09:07:07,0s;428;379,921723;400,301913;284,804767;154,828664;15,967575;1601,554158;12204,187386;0,878568
16.8.2026 09:07:08,0s;429;379,885348;400,111857;285,106927;155,443921;15,963767;1600,388899;12204,183738;0,877985
