# YHDA_VERSION=0.6.1
# TEST_SERVICE=RGDH
# PLANT_TYPE=RESGES
# STEP_ID=UE_MAX
# STEP_NAME=Düşük ikaz — ulaşılabilir maksimum çıkış gücü
# TESIS_ADI=YHDA Örnek RES
# UNIT_ID=U1
# TEST_DATE=2026-08-16
# CITY=ANKARA
# COMPANY=YHDA Sentetik Test
# PNOM_MW=100.0
# NOMINAL_VOLTAGE_KV=154.0
# MEASUREMENT_DEVICE=Harici İzole Veri Kayıt Sistemi
# MEASUREMENT_SOFTWARE=YHDA Logger Utility
# MEASUREMENT_ACCURACY_PERCENT=0.2
# CALIBRATION_DATE=2026-02-01
# CALIBRATION_CERT_NO=YHDA-CAL-2026-001
# TEST_ENGINEER=Sentetik Test Verisi
# REPORT_PREPARED_BY=YHDA v0.6.1
# RECORDING_COMPUTER=Saha Dizüstü Bilgisayarı
# SAMPLE_PERIOD_MS=1000
# VOLTAGE_DROOP_PERCENT=4
# Q_TEST_DURATION_MIN=10
# MAIN_SOURCE_PNOM_MW=100
# AUX_SOURCE_PNOM_MW=0
# ONLINE_TOTAL_MW=100
# MAX_ACCESSIBLE_POWER_MW=70
# Q_REQUIRED_OE_MVAR=33
# Q_REQUIRED_UE_MVAR=-33
# TOTAL_UNIT_COUNT=20
# ONLINE_UNIT_COUNT=20
# STEP_Q_TARGET_MVAR=-33
# STEP_PSET_MW=70
time_s;system_voltage_kv;voltage_reference_kv;total_active_power_mw;total_reactive_power_mvar;main_source_active_power_mw;main_source_reactive_power_mvar;aux_source_active_power_mw;aux_source_reactive_power_mvar
327;153,963085;154,000000;70,035905;-32,957313;70,035905;-32,957313;0;0
328;153,954312;154,000000;70,124124;-32,969652;70,124124;-32,969652;0;0
329;153,927047;154,000000;69,909918;-32,862611;69,909918;-32,862611;0;0
330;153,952771;154,000000;69,934605;-32,979210;69,934605;-32,979210;0;0
331;153,941378;154,000000;70,036368;-33,118877;70,036368;-33,118877;0;0
332;153,939529;154,000000;69,957274;-33,093787;69,957274;-33,093787;0;0
333;153,946033;154,000000;70,021829;-32,943607;70,021829;-32,943607;0;0
334;153,934638;154,000000;70,065840;-32,933958;70,065840;-32,933958;0;0
335;153,933464;154,000000;69,995961;-33,024634;69,995961;-33,024634;0;0
336;153,912735;154,000000;69,999306;-33,062898;69,999306;-33,062898;0;0
337;153,923999;154,000000;69,977360;-32,954164;69,977360;-32,954164;0;0
338;153,889455;154,000000;69,987248;-32,996271;69,987248;-32,996271;0;0
339;153,929317;154,000000;69,990984;-33,022938;69,990984;-33,022938;0;0
340;153,936124;154,000000;69,966626;-33,016399;69,966626;-33,016399;0;0
341;153,980412;154,000000;70,009441;-33,095142;70,009441;-33,095142;0;0
342;153,899366;154,000000;69,977726;-33,018519;69,977726;-33,018519;0;0
343;153,943496;154,000000;70,004272;-32,936558;70,004272;-32,936558;0;0
344;153,921888;154,000000;70,014113;-32,999747;70,014113;-32,999747;0;0
345;153,920514;154,000000;69,998381;-33,009584;69,998381;-33,009584;0;0
346;153,927718;154,000000;69,978640;-32,910206;69,978640;-32,910206;0;0
347;153,946354;154,000000;69,977422;-33,054751;69,977422;-33,054751;0;0
348;153,949383;154,000000;70,013359;-33,141438;70,013359;-33,141438;0;0
349;153,919152;154,000000;70,043062;-33,025966;70,043062;-33,025966;0;0
350;153,932116;154,000000;70,021986;-32,977863;70,021986;-32,977863;0;0
351;153,929355;154,000000;70,009682;-32,968974;70,009682;-32,968974;0;0
352;153,897168;154,000000;70,055836;-33,119701;70,055836;-33,119701;0;0
353;153,942279;154,000000;69,976941;-32,942704;69,976941;-32,942704;0;0
354;153,948623;154,000000;70,059872;-32,971904;70,059872;-32,971904;0;0
355;153,932823;154,000000;70,027822;-33,019538;70,027822;-33,019538;0;0
356;153,957029;154,000000;69,980239;-32,956967;69,980239;-32,956967;0;0
357;153,889479;154,000000;69,998214;-32,975793;69,998214;-32,975793;0;0
358;153,947770;154,000000;70,027568;-33,001523;70,027568;-33,001523;0;0
359;153,914151;154,000000;69,987369;-32,985453;69,987369;-32,985453;0;0
360;153,926566;154,000000;70,018151;-33,036841;70,018151;-33,036841;0;0
361;153,925539;154,000000;70,005041;-33,061914;70,005041;-33,061914;0;0
362;153,905853;154,000000;70,032280;-32,999975;70,032280;-32,999975;0;0
363;153,916411;154,000000;70,021179;-32,969278;70,021179;-32,969278;0;0
364;153,916859;154,000000;69,966397;-32,941827;69,966397;-32,941827;0;0
365;153,937325;154,000000;70,077911;-32,876260;70,077911;-32,876260;0;0
366;153,927332;154,000000;69,918725;-32,882508;69,918725;-32,882508;0;0
367;153,907434;154,000000;69,989972;-33,036850;69,989972;-33,036850;0;0
368;153,921129;154,000000;69,960641;-33,010112;69,960641;-33,010112;0;0
369;153,945220;154,000000;70,020287;-33,001007;70,020287;-33,001007;0;0
370;153,914792;154,000000;70,079231;-32,958842;70,079231;-32,958842;0;0
371;153,930463;154,000000;69,991651;-32,948167;69,991651;-32,948167;0;0
372;153,921755;154,000000;70,035151;-32,938816;70,035151;-32,938816;0;0
373;153,879034;154,000000;69,959695;-33,063221;69,959695;-33,063221;0;0
374;153,902851;154,000000;70,009865;-33,130126;70,009865;-33,130126;0;0
375;153,934923;154,000000;70,048391;-33,087074;70,048391;-33,087074;0;0
376;153,893685;154,000000;70,058078;-32,896994;70,058078;-32,896994;0;0
377;153,914590;154,000000;69,989590;-33,104724;69,989590;-33,104724;0;0
378;153,888548;154,000000;69,966035;-33,008959;69,966035;-33,008959;0;0
379;153,928166;154,000000;70,036118;-33,170977;70,036118;-33,170977;0;0
380;153,898023;154,000000;70,071214;-33,074911;70,071214;-33,074911;0;0
381;153,948455;154,000000;69,974045;-32,965915;69,974045;-32,965915;0;0
382;153,904872;154,000000;69,992706;-32,944563;69,992706;-32,944563;0;0
383;153,938366;154,000000;69,955682;-32,952614;69,955682;-32,952614;0;0
384;153,930979;154,000000;70,005704;-33,016694;70,005704;-33,016694;0;0
385;153,950059;154,000000;69,968922;-33,023648;69,968922;-33,023648;0;0
386;153,898858;154,000000;70,011436;-32,848283;70,011436;-32,848283;0;0
387;153,913749;154,000000;70,023714;-32,898066;70,023714;-32,898066;0;0
388;153,914300;154,000000;69,964028;-32,955293;69,964028;-32,955293;0;0
389;153,946442;154,000000;70,002257;-32,920754;70,002257;-32,920754;0;0
390;153,909021;154,000000;69,956817;-32,942066;69,956817;-32,942066;0;0
391;153,920381;154,000000;69,973290;-32,986171;69,973290;-32,986171;0;0
392;153,902632;154,000000;69,961161;-32,944323;69,961161;-32,944323;0;0
393;153,926033;154,000000;70,019485;-32,789914;70,019485;-32,789914;0;0
394;153,932622;154,000000;69,985254;-32,817342;69,985254;-32,817342;0;0
395;153,930255;154,000000;69,986434;-33,006647;69,986434;-33,006647;0;0
396;153,902624;154,000000;69,959761;-33,149872;69,959761;-33,149872;0;0
397;153,963144;154,000000;70,027638;-33,034477;70,027638;-33,034477;0;0
398;153,925450;154,000000;70,065535;-32,983960;70,065535;-32,983960;0;0
399;153,936749;154,000000;69,993696;-33,044696;69,993696;-33,044696;0;0
400;153,912570;154,000000;69,966831;-32,983832;69,966831;-32,983832;0;0
401;153,924634;154,000000;69,972087;-33,095942;69,972087;-33,095942;0;0
402;153,894276;154,000000;69,987441;-33,042232;69,987441;-33,042232;0;0
403;153,904732;154,000000;70,011452;-33,133431;70,011452;-33,133431;0;0
404;153,894355;154,000000;69,984184;-33,121304;69,984184;-33,121304;0;0
405;153,909658;154,000000;70,050447;-33,032170;70,050447;-33,032170;0;0
406;153,931834;154,000000;70,033897;-33,000962;70,033897;-33,000962;0;0
407;153,953200;154,000000;69,865939;-32,947342;69,865939;-32,947342;0;0
408;153,942528;154,000000;69,977899;-32,994606;69,977899;-32,994606;0;0
409;153,918535;154,000000;70,049791;-33,011573;70,049791;-33,011573;0;0
410;153,914841;154,000000;69,943345;-33,137256;69,943345;-33,137256;0;0
411;153,954972;154,000000;70,112002;-32,915923;70,112002;-32,915923;0;0
412;153,919014;154,000000;69,908948;-33,089806;69,908948;-33,089806;0;0
413;153,904793;154,000000;69,942215;-33,062217;69,942215;-33,062217;0;0
414;153,917259;154,000000;69,986545;-32,825560;69,986545;-32,825560;0;0
415;153,907971;154,000000;69,960775;-33,028017;69,960775;-33,028017;0;0
416;153,926676;154,000000;70,010436;-32,953695;70,010436;-32,953695;0;0
417;153,898099;154,000000;69,956953;-33,019213;69,956953;-33,019213;0;0
418;153,950442;154,000000;69,964038;-32,994793;69,964038;-32,994793;0;0
419;153,927565;154,000000;70,061447;-33,043808;70,061447;-33,043808;0;0
420;153,952219;154,000000;70,094214;-32,955829;70,094214;-32,955829;0;0
421;153,953916;154,000000;69,991396;-33,050333;69,991396;-33,050333;0;0
422;153,917257;154,000000;69,977478;-32,904262;69,977478;-32,904262;0;0
423;153,912180;154,000000;69,926458;-32,970051;69,926458;-32,970051;0;0
424;153,939617;154,000000;70,040664;-32,990733;70,040664;-32,990733;0;0
425;153,916227;154,000000;70,014871;-33,015877;70,014871;-33,015877;0;0
426;153,917124;154,000000;69,940678;-32,965171;69,940678;-32,965171;0;0
427;153,962059;154,000000;70,034740;-33,000012;70,034740;-33,000012;0;0
428;153,923109;154,000000;70,027485;-32,908947;70,027485;-32,908947;0;0
429;153,945822;154,000000;70,018697;-32,888210;70,018697;-32,888210;0;0
430;153,930091;154,000000;70,042718;-32,967320;70,042718;-32,967320;0;0
431;153,957325;154,000000;69,925444;-33,027164;69,925444;-33,027164;0;0
432;153,933313;154,000000;69,865799;-33,130490;69,865799;-33,130490;0;0
433;153,960618;154,000000;69,969117;-33,140640;69,969117;-33,140640;0;0
434;153,941536;154,000000;69,925597;-32,778223;69,925597;-32,778223;0;0
435;153,942885;154,000000;70,099179;-32,997506;70,099179;-32,997506;0;0
436;153,934686;154,000000;69,995420;-33,003760;69,995420;-33,003760;0;0
437;153,948168;154,000000;69,957860;-32,930727;69,957860;-32,930727;0;0
438;153,958760;154,000000;70,039656;-32,837087;70,039656;-32,837087;0;0
439;153,931050;154,000000;69,934953;-33,078940;69,934953;-33,078940;0;0
440;153,931281;154,000000;70,045965;-33,006442;70,045965;-33,006442;0;0
441;153,938049;154,000000;70,042866;-32,990457;70,042866;-32,990457;0;0
442;153,956635;154,000000;69,942923;-32,974520;69,942923;-32,974520;0;0
443;153,961008;154,000000;69,984046;-32,941958;69,984046;-32,941958;0;0
444;153,921497;154,000000;69,964960;-32,958376;69,964960;-32,958376;0;0
445;153,939946;154,000000;70,047560;-32,916078;70,047560;-32,916078;0;0
446;153,944824;154,000000;70,004584;-32,962368;70,004584;-32,962368;0;0
447;153,930896;154,000000;69,945578;-32,996595;69,945578;-32,996595;0;0
448;153,974541;154,000000;70,056535;-32,983376;70,056535;-32,983376;0;0
449;153,952862;154,000000;69,950710;-33,032082;69,950710;-33,032082;0;0
450;153,957205;154,000000;69,978484;-33,037242;69,978484;-33,037242;0;0
451;153,956644;154,000000;70,063290;-32,894042;70,063290;-32,894042;0;0
452;153,952078;154,000000;70,010726;-32,975107;70,010726;-32,975107;0;0
453;153,976983;154,000000;70,008050;-32,940184;70,008050;-32,940184;0;0
454;153,953268;154,000000;70,049733;-32,816357;70,049733;-32,816357;0;0
455;153,961485;154,000000;70,049549;-32,931005;70,049549;-32,931005;0;0
456;153,997105;154,000000;70,013102;-32,991803;70,013102;-32,991803;0;0
457;153,972763;154,000000;70,061565;-33,032821;70,061565;-33,032821;0;0
458;153,930790;154,000000;69,984319;-32,975074;69,984319;-32,975074;0;0
459;153,970443;154,000000;70,018563;-33,094156;70,018563;-33,094156;0;0
460;153,971151;154,000000;69,985249;-33,086525;69,985249;-33,086525;0;0
461;153,993971;154,000000;70,029901;-33,051733;70,029901;-33,051733;0;0
462;153,942817;154,000000;70,044083;-32,937412;70,044083;-32,937412;0;0
463;153,962361;154,000000;70,039067;-32,947981;70,039067;-32,947981;0;0
464;153,963128;154,000000;70,011938;-32,959554;70,011938;-32,959554;0;0
465;153,984162;154,000000;70,042562;-33,105560;70,042562;-33,105560;0;0
466;153,951492;154,000000;69,987385;-32,915563;69,987385;-32,915563;0;0
467;153,981855;154,000000;70,060357;-33,047201;70,060357;-33,047201;0;0
468;153,978106;154,000000;70,029487;-32,977932;70,029487;-32,977932;0;0
469;153,993866;154,000000;69,997594;-32,986148;69,997594;-32,986148;0;0
470;153,971277;154,000000;69,984283;-32,953946;69,984283;-32,953946;0;0
471;153,972674;154,000000;69,946959;-32,937989;69,946959;-32,937989;0;0
472;153,997864;154,000000;70,025890;-32,987140;70,025890;-32,987140;0;0
473;153,993653;154,000000;69,968568;-32,924936;69,968568;-32,924936;0;0
474;153,949523;154,000000;69,994869;-32,931879;69,994869;-32,931879;0;0
475;153,955690;154,000000;69,924366;-32,873539;69,924366;-32,873539;0;0
476;153,979822;154,000000;70,004954;-32,922529;70,004954;-32,922529;0;0
477;153,930943;154,000000;70,026964;-32,996699;70,026964;-32,996699;0;0
478;153,989317;154,000000;70,007946;-33,020404;70,007946;-33,020404;0;0
479;153,972071;154,000000;70,002309;-32,860665;70,002309;-32,860665;0;0
480;153,997890;154,000000;69,946657;-33,041383;69,946657;-33,041383;0;0
481;153,957349;154,000000;69,990484;-33,094610;69,990484;-33,094610;0;0
482;153,986907;154,000000;69,990023;-33,082740;69,990023;-33,082740;0;0
483;153,979778;154,000000;70,028342;-33,021373;70,028342;-33,021373;0;0
484;153,975232;154,000000;69,935210;-32,994123;69,935210;-32,994123;0;0
485;153,987341;154,000000;69,980645;-32,916382;69,980645;-32,916382;0;0
486;153,977272;154,000000;69,969219;-32,846257;69,969219;-32,846257;0;0
487;153,988993;154,000000;70,020017;-32,926133;70,020017;-32,926133;0;0
488;153,996396;154,000000;70,029088;-33,171190;70,029088;-33,171190;0;0
489;153,963849;154,000000;69,991730;-32,882803;69,991730;-32,882803;0;0
490;153,988282;154,000000;69,944744;-32,921314;69,944744;-32,921314;0;0
491;153,985631;154,000000;70,004809;-33,061912;70,004809;-33,061912;0;0
492;153,985179;154,000000;69,984650;-32,985095;69,984650;-32,985095;0;0
493;153,967839;154,000000;70,030474;-32,900042;70,030474;-32,900042;0;0
494;153,978841;154,000000;70,034715;-33,047827;70,034715;-33,047827;0;0
495;153,993165;154,000000;69,978126;-32,998507;69,978126;-32,998507;0;0
496;153,967009;154,000000;69,900079;-33,187925;69,900079;-33,187925;0;0
497;153,975249;154,000000;70,017111;-32,956962;70,017111;-32,956962;0;0
498;153,962749;154,000000;70,022607;-33,107448;70,022607;-33,107448;0;0
499;154,021133;154,000000;70,019135;-33,000175;70,019135;-33,000175;0;0
500;153,996463;154,000000;69,943275;-33,038313;69,943275;-33,038313;0;0
501;153,985759;154,000000;69,962113;-33,161244;69,962113;-33,161244;0;0
502;154,010573;154,000000;69,994806;-32,996924;69,994806;-32,996924;0;0
503;154,000897;154,000000;70,002253;-33,011546;70,002253;-33,011546;0;0
504;153,998398;154,000000;69,958540;-33,044669;69,958540;-33,044669;0;0
505;154,040358;154,000000;69,957364;-33,064107;69,957364;-33,064107;0;0
506;154,005336;154,000000;70,024934;-32,975295;70,024934;-32,975295;0;0
507;153,996443;154,000000;69,926733;-33,059399;69,926733;-33,059399;0;0
508;154,029013;154,000000;69,960600;-33,020231;69,960600;-33,020231;0;0
509;153,990648;154,000000;70,025069;-32,940253;70,025069;-32,940253;0;0
510;153,974287;154,000000;69,950594;-33,083933;69,950594;-33,083933;0;0
511;153,974974;154,000000;69,954111;-32,984561;69,954111;-32,984561;0;0
512;154,027666;154,000000;69,970734;-33,042806;69,970734;-33,042806;0;0
513;154,011685;154,000000;69,969915;-32,975690;69,969915;-32,975690;0;0
514;154,026122;154,000000;69,960855;-33,021868;69,960855;-33,021868;0;0
515;154,056113;154,000000;70,000833;-33,105508;70,000833;-33,105508;0;0
516;154,034972;154,000000;69,993332;-32,964103;69,993332;-32,964103;0;0
517;154,024316;154,000000;69,879314;-33,018561;69,879314;-33,018561;0;0
518;154,023373;154,000000;69,971390;-33,017471;69,971390;-33,017471;0;0
519;153,973276;154,000000;70,020869;-32,868646;70,020869;-32,868646;0;0
520;153,985325;154,000000;69,983751;-33,033913;69,983751;-33,033913;0;0
521;154,032813;154,000000;69,979451;-32,949772;69,979451;-32,949772;0;0
522;154,029880;154,000000;70,039449;-33,078897;70,039449;-33,078897;0;0
523;154,025259;154,000000;70,024725;-32,990434;70,024725;-32,990434;0;0
524;154,040811;154,000000;70,023325;-33,177527;70,023325;-33,177527;0;0
525;154,038000;154,000000;69,992987;-32,928600;69,992987;-32,928600;0;0
526;153,975019;154,000000;70,041172;-33,112656;70,041172;-33,112656;0;0
527;154,014594;154,000000;69,989634;-33,041144;69,989634;-33,041144;0;0
528;154,029640;154,000000;70,010539;-33,107609;70,010539;-33,107609;0;0
529;154,033313;154,000000;70,042697;-32,936719;70,042697;-32,936719;0;0
530;154,044512;154,000000;70,008255;-32,970811;70,008255;-32,970811;0;0
531;154,040880;154,000000;69,911639;-33,112015;69,911639;-33,112015;0;0
532;154,048334;154,000000;69,996649;-32,904800;69,996649;-32,904800;0;0
533;154,048278;154,000000;70,063104;-32,799438;70,063104;-32,799438;0;0
534;154,071345;154,000000;69,982190;-33,112074;69,982190;-33,112074;0;0
535;154,037809;154,000000;69,979547;-32,961830;69,979547;-32,961830;0;0
536;153,990434;154,000000;70,045786;-32,989072;70,045786;-32,989072;0;0
537;154,037605;154,000000;70,020554;-33,056312;70,020554;-33,056312;0;0
538;154,043352;154,000000;69,983658;-32,756882;69,983658;-32,756882;0;0
539;154,049256;154,000000;69,970878;-32,966525;69,970878;-32,966525;0;0
540;154,040788;154,000000;69,964004;-32,893685;69,964004;-32,893685;0;0
541;153,999983;154,000000;70,038799;-33,142847;70,038799;-33,142847;0;0
542;154,025098;154,000000;70,021272;-33,047132;70,021272;-33,047132;0;0
543;154,044788;154,000000;69,996555;-33,124323;69,996555;-33,124323;0;0
544;154,023893;154,000000;69,973520;-33,052540;69,973520;-33,052540;0;0
545;154,084046;154,000000;70,038720;-33,037670;70,038720;-33,037670;0;0
546;154,039878;154,000000;70,004883;-33,000658;70,004883;-33,000658;0;0
547;154,027013;154,000000;69,990883;-33,021369;69,990883;-33,021369;0;0
548;154,022386;154,000000;69,938842;-32,845703;69,938842;-32,845703;0;0
549;154,060849;154,000000;69,969555;-32,968942;69,969555;-32,968942;0;0
550;154,029047;154,000000;70,000344;-32,992431;70,000344;-32,992431;0;0
551;154,043955;154,000000;69,972230;-33,197056;69,972230;-33,197056;0;0
552;154,018571;154,000000;70,103607;-33,017546;70,103607;-33,017546;0;0
553;154,062358;154,000000;69,952958;-32,836014;69,952958;-32,836014;0;0
554;154,030605;154,000000;69,957069;-33,061344;69,957069;-33,061344;0;0
555;154,012049;154,000000;70,006778;-32,998208;70,006778;-32,998208;0;0
556;154,053571;154,000000;69,970134;-32,962482;69,970134;-32,962482;0;0
557;154,041408;154,000000;70,064202;-33,091296;70,064202;-33,091296;0;0
558;154,042863;154,000000;70,036340;-32,881102;70,036340;-32,881102;0;0
559;154,035115;154,000000;69,940260;-32,917511;69,940260;-32,917511;0;0
560;154,032973;154,000000;70,014069;-33,058972;70,014069;-33,058972;0;0
561;154,037384;154,000000;70,009265;-33,070130;70,009265;-33,070130;0;0
562;154,025722;154,000000;70,022793;-33,057974;70,022793;-33,057974;0;0
563;154,084772;154,000000;70,041668;-32,944762;70,041668;-32,944762;0;0
564;154,036718;154,000000;69,959123;-33,047770;69,959123;-33,047770;0;0
565;154,046612;154,000000;69,943110;-32,940454;69,943110;-32,940454;0;0
566;154,047351;154,000000;69,973165;-32,987321;69,973165;-32,987321;0;0
567;154,018985;154,000000;70,012912;-32,951020;70,012912;-32,951020;0;0
568;154,099879;154,000000;70,004943;-33,098637;70,004943;-33,098637;0;0
569;154,066979;154,000000;69,898858;-33,057446;69,898858;-33,057446;0;0
570;154,028914;154,000000;69,945887;-32,947933;69,945887;-32,947933;0;0
571;154,058724;154,000000;69,939233;-32,942693;69,939233;-32,942693;0;0
572;154,073764;154,000000;69,984035;-32,958109;69,984035;-32,958109;0;0
573;154,061213;154,000000;69,964543;-32,932905;69,964543;-32,932905;0;0
574;154,059605;154,000000;70,043173;-32,951926;70,043173;-32,951926;0;0
575;154,092042;154,000000;69,983504;-33,001206;69,983504;-33,001206;0;0
576;154,064463;154,000000;70,005471;-33,075186;70,005471;-33,075186;0;0
577;154,040085;154,000000;70,027351;-32,943474;70,027351;-32,943474;0;0
578;154,095514;154,000000;70,006566;-33,061280;70,006566;-33,061280;0;0
579;154,077331;154,000000;70,036263;-33,016201;70,036263;-33,016201;0;0
580;154,072473;154,000000;70,022246;-33,159888;70,022246;-33,159888;0;0
581;154,014301;154,000000;69,985187;-33,069149;69,985187;-33,069149;0;0
582;154,111899;154,000000;70,020625;-32,950265;70,020625;-32,950265;0;0
583;154,057222;154,000000;70,025696;-33,051558;70,025696;-33,051558;0;0
584;154,068109;154,000000;69,994389;-32,955589;69,994389;-32,955589;0;0
585;154,095532;154,000000;69,977927;-32,939985;69,977927;-32,939985;0;0
586;154,047058;154,000000;69,933539;-33,018649;69,933539;-33,018649;0;0
587;154,046006;154,000000;69,972191;-32,840048;69,972191;-32,840048;0;0
588;154,070847;154,000000;70,025468;-33,080597;70,025468;-33,080597;0;0
589;154,074558;154,000000;69,952850;-33,045686;69,952850;-33,045686;0;0
590;154,086791;154,000000;70,008903;-32,984896;70,008903;-32,984896;0;0
591;154,085213;154,000000;69,918476;-33,066640;69,918476;-33,066640;0;0
592;154,077657;154,000000;70,016850;-32,949861;70,016850;-32,949861;0;0
593;154,063055;154,000000;70,028427;-32,929627;70,028427;-32,929627;0;0
594;154,069425;154,000000;69,981987;-33,148929;69,981987;-33,148929;0;0
595;154,080682;154,000000;69,955535;-33,032966;69,955535;-33,032966;0;0
596;154,065179;154,000000;69,868032;-33,046780;69,868032;-33,046780;0;0
597;154,078234;154,000000;69,955733;-33,096637;69,955733;-33,096637;0;0
598;154,064050;154,000000;70,023605;-33,083921;70,023605;-33,083921;0;0
599;154,064090;154,000000;69,995706;-32,930159;69,995706;-32,930159;0;0
600;154,039483;154,000000;69,963901;-32,928481;69,963901;-32,928481;0;0
601;154,109015;154,000000;69,991817;-32,899201;69,991817;-32,899201;0;0
602;154,093396;154,000000;70,022795;-33,072854;70,022795;-33,072854;0;0
603;154,024655;154,000000;69,983873;-32,978984;69,983873;-32,978984;0;0
604;154,056307;154,000000;70,020855;-33,102490;70,020855;-33,102490;0;0
605;154,096534;154,000000;70,009695;-32,955608;70,009695;-32,955608;0;0
606;154,064829;154,000000;70,044708;-33,060156;70,044708;-33,060156;0;0
607;154,097471;154,000000;70,033660;-33,089419;70,033660;-33,089419;0;0
608;154,091754;154,000000;70,012736;-32,955653;70,012736;-32,955653;0;0
609;154,084802;154,000000;69,990241;-33,025403;69,990241;-33,025403;0;0
610;154,103919;154,000000;70,023169;-32,989671;70,023169;-32,989671;0;0
611;154,104673;154,000000;69,985281;-32,847424;69,985281;-32,847424;0;0
612;154,087155;154,000000;70,005770;-33,007697;70,005770;-33,007697;0;0
613;154,105195;154,000000;69,981442;-33,109337;69,981442;-33,109337;0;0
614;154,078689;154,000000;70,054437;-33,006433;70,054437;-33,006433;0;0
615;154,095902;154,000000;69,990763;-33,101859;69,990763;-33,101859;0;0
616;154,073853;154,000000;70,036897;-33,076663;70,036897;-33,076663;0;0
617;154,081029;154,000000;69,992512;-33,097658;69,992512;-33,097658;0;0
618;154,088688;154,000000;69,916089;-33,139128;69,916089;-33,139128;0;0
619;154,045884;154,000000;70,043282;-32,940922;70,043282;-32,940922;0;0
620;154,078553;154,000000;70,054813;-32,997840;70,054813;-32,997840;0;0
621;154,038736;154,000000;69,935157;-33,075249;69,935157;-33,075249;0;0
622;154,069885;154,000000;69,949041;-32,980244;69,949041;-32,980244;0;0
623;154,033576;154,000000;70,068736;-32,908494;70,068736;-32,908494;0;0
624;154,039292;154,000000;70,024588;-32,894299;70,024588;-32,894299;0;0
625;154,101558;154,000000;69,971860;-33,125796;69,971860;-33,125796;0;0
626;154,114344;154,000000;69,916164;-33,069503;69,916164;-33,069503;0;0
627;154,082484;154,000000;69,987602;-32,910068;69,987602;-32,910068;0;0
628;154,097093;154,000000;70,020169;-33,032388;70,020169;-33,032388;0;0
629;154,069795;154,000000;70,031744;-32,945259;70,031744;-32,945259;0;0
630;154,059321;154,000000;69,969368;-33,085990;69,969368;-33,085990;0;0
631;154,078460;154,000000;70,006977;-32,896278;70,006977;-32,896278;0;0
632;154,073720;154,000000;69,942699;-33,000894;69,942699;-33,000894;0;0
633;154,069740;154,000000;70,011116;-33,139152;70,011116;-33,139152;0;0
634;154,076132;154,000000;70,050565;-32,951355;70,050565;-32,951355;0;0
635;154,098964;154,000000;69,996407;-33,042710;69,996407;-33,042710;0;0
636;154,074539;154,000000;69,995279;-32,944753;69,995279;-32,944753;0;0
637;154,042262;154,000000;70,013814;-32,979465;70,013814;-32,979465;0;0
638;154,079626;154,000000;69,947254;-33,032703;69,947254;-33,032703;0;0
639;154,068086;154,000000;70,008551;-32,992280;70,008551;-32,992280;0;0
640;154,041476;154,000000;70,038302;-33,022482;70,038302;-33,022482;0;0
641;154,091408;154,000000;70,019127;-33,083939;70,019127;-33,083939;0;0
642;154,083410;154,000000;70,019671;-32,854714;70,019671;-32,854714;0;0
643;154,063417;154,000000;70,006160;-33,117267;70,006160;-33,117267;0;0
644;154,088606;154,000000;69,963820;-32,934537;69,963820;-32,934537;0;0
645;154,075457;154,000000;70,027038;-33,089911;70,027038;-33,089911;0;0
646;154,097055;154,000000;69,979181;-32,988735;69,979181;-32,988735;0;0
647;154,074596;154,000000;70,042266;-32,796249;70,042266;-32,796249;0;0
648;154,075606;154,000000;70,030382;-33,068137;70,030382;-33,068137;0;0
649;154,044007;154,000000;69,897323;-33,036710;69,897323;-33,036710;0;0
650;154,071621;154,000000;70,049201;-32,766547;70,049201;-32,766547;0;0
651;154,105280;154,000000;69,930553;-33,116892;69,930553;-33,116892;0;0
652;154,070723;154,000000;70,045682;-32,977738;70,045682;-32,977738;0;0
653;154,103100;154,000000;69,987138;-32,940025;69,987138;-32,940025;0;0
654;154,073217;154,000000;70,016328;-32,823901;70,016328;-32,823901;0;0
655;154,054372;154,000000;70,042902;-33,082687;70,042902;-33,082687;0;0
656;154,064895;154,000000;69,986781;-33,034072;69,986781;-33,034072;0;0
657;154,099996;154,000000;69,960611;-33,005887;69,960611;-33,005887;0;0
658;154,068467;154,000000;70,015857;-33,008361;70,015857;-33,008361;0;0
659;154,062001;154,000000;69,999698;-32,923377;69,999698;-32,923377;0;0
660;154,033232;154,000000;69,985148;-32,952200;69,985148;-32,952200;0;0
661;154,104537;154,000000;69,931070;-33,008321;69,931070;-33,008321;0;0
662;154,106032;154,000000;69,999585;-32,955877;69,999585;-32,955877;0;0
663;154,073575;154,000000;69,965122;-33,080583;69,965122;-33,080583;0;0
664;154,087618;154,000000;69,969529;-33,089879;69,969529;-33,089879;0;0
665;154,117465;154,000000;69,990150;-33,058596;69,990150;-33,058596;0;0
666;154,080252;154,000000;70,070923;-32,974619;70,070923;-32,974619;0;0
667;154,058200;154,000000;70,070106;-33,102570;70,070106;-33,102570;0;0
668;154,083596;154,000000;69,959990;-33,058533;69,959990;-33,058533;0;0
669;154,043296;154,000000;70,085252;-32,961133;70,085252;-32,961133;0;0
670;154,058208;154,000000;69,940757;-33,015256;69,940757;-33,015256;0;0
671;154,035659;154,000000;69,981580;-33,107651;69,981580;-33,107651;0;0
672;154,049736;154,000000;69,974177;-33,051779;69,974177;-33,051779;0;0
673;154,087716;154,000000;70,027821;-32,979289;70,027821;-32,979289;0;0
